1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.677745	42.000000	0.002805	1.000000	-0.001515	Main	true	true	WolfeSatisfied	522.0
1	1	1	-0.710296	0.453253	0.003403	73.610336	0.080049	Main	true	true	WolfeSatisfied	288.5
2	2	1	-0.730443	0.947249	0.002129	16.963509	-0.004474	Main	true	true	WolfeSatisfied	289.3
3	3	0	-0.748392	2.000000	0.002917	10.091611	0.008294	Main	true	true	WolfeSatisfied	194.3
4	4	0	-0.752207	2.000000	0.002401	10.994368	0.007355	Main	true	true	WolfeSatisfied	206.0
5	5	0	-0.779769	2.000000	0.002580	8.831240	0.009840	Main	true	true	WolfeSatisfied	212.4
6	6	0	-0.768506	2.000000	0.001814	6.751026	0.003789	Main	true	true	WolfeSatisfied	204.6
7	7	0	-0.778605	2.000000	0.002663	8.826549	0.010249	Main	true	true	WolfeSatisfied	211.6
8	8	0	-0.784212	2.000000	0.002267	10.068449	0.009799	Main	true	true	WolfeSatisfied	226.8
9	9	0	-0.796796	2.000000	0.002264	8.742625	0.005636	Main	true	true	WolfeSatisfied	192.8
10	10	0	-0.797761	2.000000	0.003087	8.239815	0.012203	Main	true	true	WolfeSatisfied	198.2
11	11	0	-0.806704	2.000000	0.001827	6.123134	0.000812	Main	true	true	WolfeSatisfied	199.7
12	12	1	-0.813032	1.132910	0.001455	7.484666	0.000556	Main	true	true	WolfeSatisfied	299.9
13	13	0	-0.801583	2.000000	0.002087	13.868444	0.003141	Main	true	true	WolfeSatisfied	214.5
14	14	0	-0.829685	2.000000	0.001981	7.199964	0.004621	Main	true	true	WolfeSatisfied	183.5
15	15	1	-0.821682	0.932078	0.001126	7.241483	-0.000922	Main	true	true	WolfeSatisfied	272.9
