1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.673651	21.000000	0.001470	1.000000	-0.001014	Main	true	true	WolfeSatisfied	677.3
1	1	0	-0.674918	1.000000	0.001939	37.095958	0.031103	Main	true	true	WolfeSatisfied	319.4
2	2	0	-0.678950	1.000000	0.001438	18.535943	-0.008689	Main	true	true	WolfeSatisfied	347.4
3	3	0	-0.685412	1.000000	0.001284	13.549440	-0.004634	Main	true	true	WolfeSatisfied	348.5
4	4	0	-0.697753	1.000000	0.001215	10.358360	-0.006465	Main	true	true	WolfeSatisfied	390.0
5	5	0	-0.703805	1.000000	0.001267	12.931939	-0.007038	Main	true	true	WolfeSatisfied	307.1
6	6	0	-0.705739	1.000000	0.001330	22.105211	-0.005303	Main	true	true	WolfeSatisfied	371.8
7	7	0	-0.715089	1.000000	0.001223	16.104845	-0.005528	Main	true	true	WolfeSatisfied	325.3
8	8	0	-0.715184	1.000000	0.001257	15.937425	-0.006579	Main	true	true	WolfeSatisfied	243.7
9	9	0	-0.713270	1.000000	0.001307	19.214276	-0.004126	Main	true	true	WolfeSatisfied	239.7
10	10	0	-0.720802	1.000000	0.001254	18.724238	-0.005087	Main	true	true	WolfeSatisfied	255.8
11	11	0	-0.714978	1.000000	0.001225	10.095011	-0.006388	Main	true	true	WolfeSatisfied	239.9
12	12	0	-0.730983	1.000000	0.001401	16.871909	-0.005098	Main	true	true	WolfeSatisfied	239.9
13	13	0	-0.727991	1.000000	0.001224	13.574678	-0.005938	Main	true	true	WolfeSatisfied	233.3
14	14	0	-0.735203	1.000000	0.001260	12.231740	-0.005388	Main	true	true	WolfeSatisfied	242.5
15	15	0	-0.745815	1.000000	0.001181	10.614642	-0.006142	Main	true	true	WolfeSatisfied	241.7
16	16	0	-0.740341	1.000000	0.001148	11.001691	-0.005686	Main	true	true	WolfeSatisfied	241.2
17	17	0	-0.737280	1.000000	0.001256	13.287521	-0.005644	Main	true	true	WolfeSatisfied	236.0
18	18	0	-0.740141	1.000000	0.001209	15.198934	-0.004419	Main	true	true	WolfeSatisfied	237.7
19	19	0	-0.745694	1.000000	0.001274	9.897423	-0.005514	Main	true	true	WolfeSatisfied	267.6
20	20	0	-0.748028	1.000000	0.001237	15.589252	-0.004729	Main	true	true	WolfeSatisfied	235.8
21	21	0	-0.745700	1.000000	0.001245	9.781309	-0.002795	Main	true	true	WolfeSatisfied	249.3
22	22	0	-0.749640	1.000000	0.001225	8.890034	-0.004456	Main	true	true	WolfeSatisfied	247.4
23	23	0	-0.749447	1.000000	0.001210	11.230730	-0.004387	Main	true	true	WolfeSatisfied	245.3
24	24	0	-0.753139	1.000000	0.001292	13.646063	-0.001698	Main	true	true	WolfeSatisfied	240.3
25	25	0	-0.753994	1.000000	0.001253	13.240367	-0.004142	Main	true	true	WolfeSatisfied	237.3
26	26	0	-0.745204	1.000000	0.001230	11.394028	-0.003984	Main	true	true	WolfeSatisfied	238.6
27	27	0	-0.755454	1.000000	0.001270	14.411937	-0.001546	Main	true	true	WolfeSatisfied	240.0
28	28	0	-0.749157	1.000000	0.001149	11.142875	-0.004604	Main	true	true	WolfeSatisfied	239.4
29	29	0	-0.765511	1.000000	0.001325	13.462214	-0.001846	Main	true	true	WolfeSatisfied	235.3
30	30	0	-0.752466	1.000000	0.001166	12.911848	-0.003571	Main	true	true	WolfeSatisfied	247.8
31	31	0	-0.753146	1.000000	0.001191	19.477145	-0.003214	Main	true	true	WolfeSatisfied	251.1
32	32	0	-0.756723	1.000000	0.001259	13.147702	-0.001789	Main	true	true	WolfeSatisfied	263.5
33	33	0	-0.762741	1.000000	0.001230	12.646223	-0.003940	Main	true	true	WolfeSatisfied	240.9
34	34	0	-0.756465	1.000000	0.001141	9.954624	-0.004623	Main	true	true	WolfeSatisfied	238.0
35	35	0	-0.772427	1.000000	0.001164	15.945022	-0.003465	Main	true	true	WolfeSatisfied	248.1
36	36	0	-0.772029	1.000000	0.001146	10.425755	-0.003880	Main	true	true	WolfeSatisfied	241.0
37	37	0	-0.765334	1.000000	0.001215	8.396792	-0.004535	Main	true	true	WolfeSatisfied	237.6
38	38	0	-0.765687	1.000000	0.001177	16.530677	-0.004278	Main	true	true	WolfeSatisfied	240.0
39	39	0	-0.768088	1.000000	0.001158	11.864584	-0.004951	Main	true	true	WolfeSatisfied	258.8
40	40	0	-0.773528	1.000000	0.001310	11.875402	-0.002576	Main	true	true	WolfeSatisfied	255.4
