1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	1	-0.665571	17.834933	0.001467	1.000000	-0.000680	Main	true	true	WolfeSatisfied	2093.4
1	1	1	-0.668538	2.008652	0.001450	17.070223	-0.001069	Main	true	true	WolfeSatisfied	1149.0
2	2	0	-0.672349	5.000000	0.001506	13.544001	0.004009	Main	true	true	WolfeSatisfied	727.0
3	3	1	-0.675997	1.495513	0.001334	31.065566	0.002795	Main	true	true	WolfeSatisfied	1079.3
4	4	1	-0.676376	1.493332	0.001317	29.046879	0.004337	Main	true	true	WolfeSatisfied	1189.0
5	5	1	-0.682948	1.501816	0.001426	26.029813	0.003234	Main	true	true	WolfeSatisfied	1116.9
6	6	1	-0.686156	1.552380	0.001352	22.550205	0.004284	Main	true	true	WolfeSatisfied	1142.8
7	7	1	-0.681979	1.703548	0.001262	20.021724	0.001016	Main	true	true	WolfeSatisfied	1009.9
8	8	1	-0.690853	1.876411	0.001368	17.394090	0.001503	Main	true	true	WolfeSatisfied	1323.2
9	9	0	-0.679808	5.000000	0.001403	16.919932	0.006751	Main	true	true	WolfeSatisfied	727.7
10	10	1	-0.691671	1.468734	0.001310	39.425351	0.004240	Main	true	true	WolfeSatisfied	985.7
11	11	1	-0.689317	1.527470	0.001283	30.864034	0.005546	Main	true	true	WolfeSatisfied	1036.5
12	12	1	-0.698052	1.656654	0.001265	25.829633	0.002429	Main	true	true	WolfeSatisfied	1003.0
13	13	1	-0.699743	1.589819	0.001342	24.674682	0.002447	Main	true	true	WolfeSatisfied	1041.4
14	14	1	-0.700092	1.629704	0.001352	21.254108	0.002896	Main	true	true	WolfeSatisfied	1024.9
15	15	1	-0.709368	1.664818	0.001333	18.978330	0.000479	Main	true	true	WolfeSatisfied	990.7
16	16	1	-0.706936	1.696195	0.001353	18.011968	0.001493	Main	true	true	WolfeSatisfied	1019.8
17	17	1	-0.707821	1.851568	0.001292	15.813045	-0.000658	Main	true	true	WolfeSatisfied	1001.3
18	18	1	-0.708858	1.853276	0.001373	15.918772	0.001203	Main	true	true	WolfeSatisfied	1000.2
19	19	1	-0.713894	1.518387	0.001378	19.935544	0.002266	Main	true	true	WolfeSatisfied	987.6
20	20	1	-0.710676	1.775665	0.001349	16.266556	0.001376	Main	true	true	WolfeSatisfied	988.8
21	21	1	-0.716145	1.704884	0.001390	16.442866	0.002048	Main	true	true	WolfeSatisfied	1025.1
22	22	1	-0.717293	1.768274	0.001353	16.325224	0.001255	Main	true	true	WolfeSatisfied	992.7
23	23	1	-0.719697	1.663961	0.001388	16.977889	0.000830	Main	true	true	WolfeSatisfied	1082.1
24	24	1	-0.719315	1.880925	0.001424	15.324458	-0.000343	Main	true	true	WolfeSatisfied	1062.4
