1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.454857	2.000000	1.013346	238.8
1	-0.462948	1.000000	1.088361	150.9
2	-0.472057	1.000000	1.170018	149.5
3	-0.480957	0.500000	1.089690	149.4
4	-0.485611	0.500000	1.165015	149.5
5	-0.490996	0.250000	1.168953	157.7
6	-0.495705	0.250000	1.218050	158.9
7	-0.499302	0.250000	1.245032	158.7
8	-0.504914	0.125000	1.102810	152.0
9	-0.506467	0.125000	1.035917	157.0
10	-0.509415	0.062500	0.960410	151.9
11	-0.510277	0.062500	0.964686	151.4
12	-0.511904	0.062500	0.973942	163.8
13	-0.513219	0.062500	0.993777	156.1
14	-0.514302	0.062500	0.982699	155.9
15	-0.515950	0.062500	0.961454	152.6
