1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.953633	627.201626	0.006390	530.9
1	-0.234562	623.504937	0.003467	9.4
2	-0.408749	619.865785	0.004574	9.0
3	-1.045835	616.282728	0.008093	9.3
4	-0.613672	612.754375	0.005701	8.4
5	-1.034400	609.279381	0.008236	9.0
6	-0.817133	605.856447	0.007838	9.1
7	-0.435626	602.484317	0.006334	10.5
8	-0.790500	599.161779	0.006314	12.4
9	-0.788681	595.887656	0.009462	11.5
10	-0.756326	592.660813	0.007630	8.6
11	-0.268734	589.480151	0.003902	14.0
12	-0.315205	586.344606	0.004837	15.8
13	-0.464851	583.253145	0.005172	15.0
14	-0.433646	580.204771	0.002424	18.1
15	-0.705892	577.198517	0.008156	13.1
16	-0.701409	574.233444	0.008405	10.6
17	-0.949113	571.308645	0.009734	9.1
18	-0.536066	568.423237	0.006171	17.0
19	-0.865201	565.576365	0.007544	11.1
20	-0.182224	562.767201	0.003715	10.5
21	-0.287838	559.994938	0.004086	9.6
22	-0.820882	557.258797	0.007762	13.3
23	-0.884625	554.558018	0.007658	10.7
24	-0.358287	551.891865	0.004810	8.7
25	-1.053845	549.259621	0.010120	13.8
26	-1.098126	546.660592	0.008858	12.6
27	-1.109626	544.094102	0.008823	8.9
28	-0.265266	541.559494	0.002797	9.3
29	-1.010132	539.056129	0.005827	8.5
30	-0.836508	536.583387	0.006349	8.6
31	-0.607372	534.140663	0.008458	11.7
32	-0.991332	531.727370	0.007706	9.7
33	-0.776162	529.342935	0.010608	9.2
34	-1.095987	526.986802	0.008454	9.8
35	-0.380894	524.658430	0.004165	10.5
36	-0.777897	522.357290	0.005133	8.9
37	-1.049049	520.082868	0.008746	9.2
38	-1.007800	517.834665	0.007609	9.1
39	-0.776903	515.612193	0.009609	10.4
40	-0.574337	513.414976	0.005910	7.9
41	-0.914517	511.242551	0.008110	9.3
42	-1.176093	509.094468	0.006220	10.3
43	-1.026358	506.970285	0.007380	12.4
44	-0.637621	504.869574	0.007652	9.8
45	-1.111504	502.791916	0.008929	9.5
46	-0.920962	500.736903	0.009075	11.2
47	-0.285055	498.704137	0.003067	8.7
48	-1.038047	496.693228	0.010313	11.9
49	-1.173995	494.703798	0.008845	10.9
50	-0.022129	492.735476	0.001785	11.5
51	-1.203222	490.787900	0.009727	10.8
52	-0.922970	488.860718	0.009004	12.9
53	-0.472412	486.953585	0.006453	9.7
54	-0.897678	485.066164	0.009255	14.1
55	-0.635976	483.198126	0.004237	10.9
56	-1.012754	481.349149	0.006954	10.2
57	-0.784795	479.518920	0.007863	13.2
58	-1.096572	477.707132	0.007295	11.3
59	-0.833721	475.913485	0.007219	12.6
60	-0.707143	474.137684	0.008911	9.1
61	-1.084912	472.379445	0.007088	13.8
62	-0.757483	470.638485	0.007280	11.6
63	-1.132488	468.914531	0.008579	8.4
64	-0.717175	467.207315	0.007997	11.2
65	-0.784764	465.516573	0.009509	14.3
66	-0.283738	463.842050	0.004854	12.3
67	-0.815429	462.183494	0.007223	12.0
68	-0.842632	460.540658	0.007406	10.2
69	-0.809788	458.913303	0.007943	11.5
70	-0.612458	457.301192	0.007199	9.4
71	-0.937366	455.704096	0.006237	8.7
72	-0.563352	454.121787	0.006724	7.5
73	-0.830593	452.554045	0.007818	10.6
74	-0.796366	451.000653	0.007549	9.1
75	-0.276926	449.461399	0.002884	8.7
76	-0.897378	447.936075	0.007546	8.8
77	-1.084413	446.424477	0.009488	10.9
78	-0.576160	444.926406	0.010085	8.9
79	-0.421238	443.441666	0.003659	9.1
80	-0.589477	441.970065	0.005883	14.5
81	-1.076681	440.511415	0.008280	34.9
82	-0.670188	439.065533	0.006270	19.1
83	-1.021135	437.632238	0.007335	32.3
84	-0.994468	436.211351	0.008262	16.4
85	-1.075306	434.802701	0.008570	40.9
86	-0.236918	433.406117	0.002419	18.7
87	-0.346462	432.021430	0.005964	21.8
88	-1.073030	430.648479	0.008968	22.6
89	-0.212492	429.287101	0.002601	16.4
90	-0.914635	427.937140	0.010315	14.0
91	-0.807222	426.598440	0.006898	9.9
92	-0.717742	425.270849	0.007520	22.5
93	-0.882532	423.954220	0.008345	13.5
94	-1.236641	422.648404	0.009668	11.5
95	-0.205550	421.353259	0.006317	14.2
96	-0.941253	420.068643	0.009384	15.9
97	-1.064321	418.794419	0.008441	9.3
98	-0.642906	417.530451	0.006022	11.4
99	-1.167038	416.276604	0.008109	10.3
100	-0.098843	415.032748	0.003327	8.7
101	-0.745219	413.798754	0.005906	13.1
102	-0.413906	412.574495	0.003787	12.5
103	-0.751996	411.359849	0.007242	12.6
104	-1.095152	410.154691	0.008189	12.4
105	-0.702270	408.958904	0.006052	8.0
106	-0.800440	407.772368	0.007627	13.7
107	-0.876605	406.594968	0.007287	8.6
108	-1.038499	405.426590	0.008293	8.5
109	-0.862144	404.267122	0.006435	9.6
110	-0.216307	403.116456	0.002880	8.8
111	-0.255810	401.974481	0.003313	10.6
112	-1.245913	400.841093	0.010922	9.4
113	-1.101565	399.716187	0.007566	8.9
114	-0.661969	398.599660	0.005238	9.8
115	-0.827308	397.491411	0.008093	9.8
116	-0.272150	396.391342	0.004826	8.6
