1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.367078	0.000000	27.079239	0.015909	1105.8
1	-0.361236	0.000000	27.079239	0.016766	3.7
2	-0.360328	0.000000	27.079239	0.016963	4.0
3	-0.383270	0.000000	27.079239	0.017097	3.6
4	-0.389157	0.000000	27.079239	0.015025	5.7
5	-0.389635	0.000000	27.079239	0.014279	3.6
6	-0.407964	0.000000	27.079239	0.016011	3.7
7	-0.385893	0.000000	27.079239	0.015455	5.0
8	-0.409819	0.000000	27.079239	0.012321	6.3
9	-0.435512	0.000000	27.079239	0.015317	4.8
10	-0.408486	0.000000	27.079239	0.015816	3.7
11	-0.435347	0.000000	27.079239	0.014475	6.2
12	-0.411791	0.000000	27.079239	0.013634	4.7
13	-0.420997	0.000000	27.079239	0.014050	3.9
14	-0.449798	0.000000	27.079239	0.017053	4.9
15	-0.441736	0.000000	27.079239	0.015346	4.7
16	-0.463517	0.000000	27.079239	0.017608	5.5
17	-0.479581	0.000000	27.079239	0.019101	3.9
18	-0.458411	0.000000	27.079239	0.017186	5.9
19	-0.495510	0.000000	27.079239	0.016395	4.5
20	-0.463635	0.000000	27.079239	0.017546	3.6
21	-0.498722	0.000000	27.079239	0.017681	4.2
22	-0.503570	0.000000	27.079239	0.020475	4.6
23	-0.510690	0.000000	27.079239	0.017199	3.8
24	-0.500245	0.000000	27.079239	0.015424	7.7
25	-0.519885	0.000000	27.079239	0.017263	4.5
26	-0.531077	0.000000	27.079239	0.019113	4.0
27	-0.569997	0.000000	27.079239	0.020300	4.7
28	-0.531070	0.000000	27.079239	0.019709	5.4
29	-0.579582	0.000000	27.079239	0.016336	3.8
30	-0.547608	0.000000	27.079239	0.016120	4.0
31	-0.586067	0.000000	27.079239	0.022258	3.7
32	-0.577207	0.000000	27.079239	0.019310	5.9
33	-0.585658	0.000000	27.079239	0.020200	3.9
34	-0.597383	0.000000	27.079239	0.022023	4.0
35	-0.631619	0.000000	27.079239	0.023481	3.7
36	-0.639309	0.000000	27.079239	0.020417	5.4
37	-0.653160	0.000000	27.079239	0.024639	4.0
38	-0.619007	0.000000	27.079239	0.019016	4.0
39	-0.666497	0.000000	27.079239	0.028706	3.8
40	-0.688647	0.000000	27.079239	0.019770	3.7
41	-0.673437	0.000000	27.079239	0.022884	5.8
42	-0.682526	0.000000	27.079239	0.024900	6.3
43	-0.717108	0.000000	27.079239	0.021344	4.2
44	-0.737461	0.000000	27.079239	0.021069	4.1
45	-0.749480	0.000000	27.079239	0.025231	3.6
46	-0.720256	0.000000	27.079239	0.016516	3.8
47	-0.753325	0.000000	27.079239	0.017667	3.8
48	-0.762304	0.000000	27.079239	0.014632	4.2
49	-0.740385	0.000000	27.079239	0.010255	3.7
50	-0.741809	0.000000	27.079239	0.021143	7.0
51	-0.779732	0.000000	27.079239	0.013187	4.0
52	-0.738551	0.000000	27.079239	0.014487	3.8
53	-0.785117	0.000000	27.079239	0.019538	4.1
54	-0.773848	0.000000	27.079239	0.010998	5.2
55	-0.762435	0.000000	27.079239	0.012898	4.6
56	-0.770274	0.000000	27.079239	0.010960	3.9
57	-0.756755	0.000000	27.079239	0.011328	3.9
58	-0.783184	1.000000	25.848365	0.009658	6.7
59	-0.771019	0.866409	26.006284	0.011494	3.9
60	-0.767147	0.732817	26.166144	0.011703	4.1
61	-0.784018	1.732817	25.015114	0.009380	5.7
62	-0.778783	2.732817	23.961084	0.008257	4.1
63	-0.742992	2.599226	24.096724	0.011453	4.3
64	-0.767876	2.575659	24.120812	0.007564	3.7
65	-0.768820	2.442067	24.258271	0.009737	4.2
66	-0.742770	2.309896	24.395820	0.008597	3.7
67	-0.785036	2.176305	24.536441	0.007579	6.8
68	-0.792921	2.157774	24.556075	0.009286	5.4
69	-0.810135	2.024183	24.698554	0.009099	3.8
70	-0.748338	3.024183	23.670484	0.009145	4.4
71	-0.751056	4.024183	22.724579	0.009532	5.7
72	-0.771908	5.024183	21.851369	0.015664	5.1
73	-0.793943	6.024183	21.042783	0.010441	4.5
74	-0.780739	6.062734	21.012808	0.010915	4.2
75	-0.755698	5.930049	21.116339	0.012861	5.8
76	-0.781234	5.796457	21.221612	0.009919	3.8
77	-0.766672	6.796457	20.458148	0.008799	3.6
78	-0.769128	6.663120	20.556757	0.011969	4.9
79	-0.765736	7.663120	19.839572	0.012601	4.3
80	-0.771667	7.529528	19.932472	0.007836	4.2
81	-0.768431	8.529528	19.257471	0.010668	3.9
82	-0.762302	9.529528	18.626689	0.007822	4.4
83	-0.799830	9.395937	18.708554	0.009268	5.9
84	-0.803282	10.395937	18.112663	0.011274	5.0
85	-0.786093	11.395937	17.553560	0.011375	5.4
86	-0.771141	12.395937	17.027941	0.006865	3.7
87	-0.782160	12.262346	17.096330	0.004734	4.1
88	-0.770146	12.130070	17.164589	0.007118	4.1
89	-0.736195	11.997140	17.233737	0.009034	3.9
90	-0.784477	11.863548	17.303793	0.006981	3.7
91	-0.793827	12.863548	16.792807	0.009263	3.8
92	-0.764250	13.860698	16.312468	0.007226	5.2
93	-0.760155	14.860665	15.857599	0.006207	4.5
94	-0.728572	14.727097	15.916883	0.003325	22.8
95	-0.730141	14.595368	15.975787	0.007175	21.0
96	-0.755763	15.532049	15.566168	0.005534	10.3
97	-0.713233	16.532049	15.151425	0.005823	9.6
98	-0.804075	17.532049	14.758209	0.010540	7.0
99	-0.758007	18.532049	14.384886	0.009085	11.0
100	-0.733141	18.398458	14.433662	0.010784	7.7
101	-0.724829	19.398458	14.076380	0.007797	7.1
102	-0.791932	19.264867	14.123082	0.013376	4.3
103	-0.791888	20.264867	13.780828	0.010312	4.2
104	-0.731548	20.131275	13.825587	0.004244	3.7
105	-0.771840	19.997687	13.870637	0.006620	4.4
106	-0.734775	19.886082	13.908499	0.008976	5.1
107	-0.776464	19.752525	13.954081	0.006295	7.5
108	-0.769808	20.529282	13.693086	0.008920	9.8
109	-0.728894	20.395691	13.737276	0.009603	7.3
110	-0.758200	21.395691	13.413251	0.009072	8.5
111	-0.794536	21.298448	13.444087	0.010438	7.5
112	-0.746202	22.298445	13.133590	0.006980	8.4
113	-0.783473	23.298445	12.837110	0.007174	7.4
114	-0.770723	24.298445	12.553721	0.009012	5.4
115	-0.751617	25.298445	12.282573	0.009322	6.3
116	-0.764744	26.298445	12.022891	0.008067	6.0
117	-0.763114	27.298445	11.773961	0.008792	3.9
118	-0.767856	27.164854	11.806618	0.011251	4.6
119	-0.765484	28.164854	11.566475	0.009419	4.4
120	-0.762168	28.031262	11.597989	0.008620	4.2
121	-0.803261	29.031262	11.366174	0.009403	6.2
122	-0.747110	30.031085	11.143483	0.010792	4.2
123	-0.780706	31.028664	10.929822	0.010674	5.2
124	-0.746027	30.895073	10.957958	0.009971	4.3
125	-0.765992	31.895058	10.750797	0.004874	3.7
126	-0.742832	32.780602	10.573776	0.006982	4.2
127	-0.757731	32.648613	10.599790	0.010663	3.8
128	-0.775380	32.515022	10.626250	0.008219	4.5
129	-0.748910	32.381431	10.652844	0.010747	3.7
130	-0.723172	32.247839	10.679570	0.008333	6.3
131	-0.774894	32.116613	10.705954	0.007628	4.1
132	-0.748142	33.116613	10.508123	0.008805	3.6
133	-0.754820	32.983022	10.534127	0.008842	4.1
134	-0.736953	32.849839	10.560181	0.012016	4.9
135	-0.795593	33.849336	10.367747	0.011222	4.6
136	-0.773920	34.849336	10.182109	0.007016	3.7
137	-0.767153	34.715745	10.206523	0.008099	4.1
138	-0.763508	35.524273	10.060528	0.009135	4.1
139	-0.759488	36.507983	9.888436	0.008170	7.0
140	-0.760148	36.503560	9.889197	0.009524	4.2
141	-0.759456	36.369969	9.912225	0.008623	4.7
142	-0.762265	37.369969	9.742408	0.009168	4.2
143	-0.788571	38.369969	9.578311	0.008523	3.7
144	-0.756243	38.236378	9.599912	0.006002	3.8
145	-0.814660	39.236367	9.440543	0.009123	4.0
146	-0.751457	39.102776	9.461527	0.008086	4.1
147	-0.773993	40.097655	9.307461	0.005376	5.3
148	-0.763927	39.964087	9.327853	0.007572	5.2
149	-0.765094	40.963133	9.177458	0.010071	5.6
150	-0.778689	40.829542	9.197287	0.008536	4.0
151	-0.756478	41.829534	9.050903	0.013299	3.8
