1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	1	-0.673739	20.799418	0.001152	1.000000	-0.000542	Main	true	true	WolfeSatisfied	2016.9
1	1	1	-0.675452	1.604122	0.001368	20.577762	0.002452	Main	true	true	WolfeSatisfied	1063.0
2	2	0	-0.672332	5.000000	0.001426	15.486369	0.006556	Main	true	true	WolfeSatisfied	703.5
3	3	1	-0.680766	1.585642	0.001257	34.833297	0.004259	Main	true	true	WolfeSatisfied	1065.0
4	4	1	-0.681096	1.501960	0.001351	27.637181	0.005885	Main	true	true	WolfeSatisfied	1044.3
5	5	1	-0.688743	1.690651	0.001276	20.590594	0.001613	Main	true	true	WolfeSatisfied	1147.0
6	6	1	-0.695904	1.716750	0.001261	19.213899	0.001452	Main	true	true	WolfeSatisfied	1361.9
7	7	1	-0.700226	1.935599	0.001131	16.523898	0.001016	Main	true	true	WolfeSatisfied	1346.2
8	8	1	-0.699863	1.713548	0.001376	18.056160	0.001955	Main	true	true	WolfeSatisfied	1064.0
9	9	1	-0.696659	1.850997	0.001226	14.599462	0.000384	Main	true	true	WolfeSatisfied	1171.9
10	10	1	-0.707568	1.924098	0.001162	16.196706	0.000527	Main	true	true	WolfeSatisfied	1259.1
11	11	1	-0.700589	1.690673	0.001339	17.199534	0.002092	Main	true	true	WolfeSatisfied	1090.7
12	12	0	-0.694070	5.000000	0.001408	14.109162	0.006262	Main	true	true	WolfeSatisfied	709.4
13	13	1	-0.700127	1.339124	0.001360	35.085868	0.010904	Main	true	true	WolfeSatisfied	1078.6
14	14	1	-0.711452	1.615105	0.001266	23.266514	0.001788	Main	true	true	WolfeSatisfied	1092.1
15	15	1	-0.711349	1.541770	0.001416	18.882198	0.003619	Main	true	true	WolfeSatisfied	1090.7
16	16	1	-0.716959	1.863182	0.001222	15.143926	0.000856	Main	true	true	WolfeSatisfied	1039.6
17	17	1	-0.718844	1.743830	0.001221	17.496000	0.001032	Main	true	true	WolfeSatisfied	1063.1
18	18	1	-0.717244	1.783376	0.001188	15.209363	0.000199	Main	true	true	WolfeSatisfied	1038.4
19	19	1	-0.718023	1.621459	0.001188	16.651208	0.001992	Main	true	true	WolfeSatisfied	1072.8
20	20	1	-0.722339	1.749792	0.001211	16.212003	0.001260	Main	true	true	WolfeSatisfied	1091.6
21	21	1	-0.720782	1.721319	0.001315	15.240255	0.001887	Main	true	true	WolfeSatisfied	1106.8
22	22	1	-0.725182	1.780450	0.001208	14.698129	0.001161	Main	true	true	WolfeSatisfied	1218.3
23	23	1	-0.725381	1.523317	0.001177	15.714681	0.001309	Main	true	true	WolfeSatisfied	1416.8
24	24	1	-0.728967	1.668554	0.001294	14.700342	0.001173	Main	true	true	WolfeSatisfied	1656.3
