1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-1.439740	627.201626	0.027175	493.8
1	-0.355870	623.504937	0.012501	8.8
2	-1.051694	619.865785	0.015185	8.4
3	-0.610351	616.282728	0.010020	8.5
4	-0.484441	612.754375	0.004357	8.3
5	-1.509600	609.279381	0.022081	8.7
6	-1.217979	605.856447	0.016470	10.4
7	-1.456501	602.484317	0.045783	8.9
8	-1.359825	599.161779	0.012687	9.5
9	-0.001585	595.887656	0.000034	8.6
10	-0.791741	592.660813	0.014415	9.8
11	-1.411735	589.480151	0.029215	11.1
12	-0.916657	586.344606	0.024944	11.4
13	-0.764235	583.253145	0.015233	12.0
14	-1.231601	580.204771	0.032880	11.4
15	-0.516349	577.198517	0.011045	8.7
16	-0.307588	574.233444	0.006857	8.6
17	-1.036413	571.308645	0.016942	9.3
18	-0.694511	568.423237	0.008435	7.3
19	-1.287694	565.576365	0.026568	10.1
20	-0.757233	562.767201	0.006718	8.1
21	-1.422639	559.994938	0.029909	9.2
22	-0.492201	557.258797	0.010340	8.5
23	-0.963533	554.558018	0.021487	9.2
24	-1.298850	551.891865	0.026624	8.7
25	-0.661370	549.259621	0.011234	10.1
26	-0.647912	546.660592	0.014679	8.1
27	-1.180800	544.094102	0.013803	11.5
28	-1.264726	541.559494	0.013713	13.6
29	-0.674997	539.056129	0.008799	13.7
30	-1.202235	536.583387	0.024293	12.2
31	-0.678204	534.140663	0.009752	12.7
32	-1.622937	531.727370	0.023672	13.4
33	-1.653727	529.342935	0.029155	13.1
34	-0.558895	526.986802	0.010218	11.2
35	-1.488547	524.658430	0.023342	11.4
36	-0.745352	522.357290	0.010712	9.4
37	-0.932362	520.082868	0.008580	13.1
38	-1.344313	517.834665	0.024166	20.2
39	-0.382038	515.612193	0.004593	19.0
40	-1.331034	513.414976	0.011224	21.2
41	-0.627885	511.242551	0.010108	11.7
42	-1.503510	509.094468	0.032963	17.7
43	-1.206712	506.970285	0.010899	14.0
44	-0.999137	504.869574	0.004808	14.7
45	-1.285222	502.791916	0.037542	13.6
46	-1.025004	500.736903	0.022830	14.7
47	-1.538698	498.704137	0.016690	13.4
48	-0.801716	496.693228	0.009066	16.9
49	-1.163986	494.703798	0.009334	12.3
50	-1.463714	492.735476	0.007925	15.9
51	-1.177640	490.787900	0.011894	16.7
52	-1.529788	488.860718	0.030900	14.2
53	-1.532604	486.953585	0.021714	11.6
54	-1.472088	485.066164	0.012842	15.4
55	-0.673104	483.198126	0.022035	12.3
56	-1.454611	481.349149	0.020695	10.3
57	-0.990758	479.518920	0.036639	15.7
58	-1.116110	477.707132	0.018491	11.7
59	-1.324160	475.913485	0.017781	12.0
60	-0.652510	474.137684	0.004454	12.9
61	-1.419539	472.379445	0.024882	13.7
62	-0.873328	470.638485	0.010024	14.0
63	-1.016134	468.914531	0.009835	14.0
64	-1.554513	467.207315	0.018136	13.8
65	-0.928614	465.516573	0.016852	11.0
66	-0.298855	463.842050	0.002836	10.1
67	-0.760281	462.183494	0.010194	10.5
68	-1.395407	460.540658	0.011130	13.3
69	-1.098402	458.913303	0.023981	14.3
70	-1.475459	457.301192	0.011953	10.9
71	-1.231426	455.704096	0.027924	11.4
72	-0.074696	454.121787	0.000827	9.1
73	-0.304181	452.554045	0.003071	8.3
74	-0.464519	451.000653	0.009540	8.7
75	-1.024801	449.461399	0.017997	8.8
76	-0.188095	447.936075	0.002568	9.0
77	-1.211559	446.424477	0.015898	8.7
78	-1.274080	444.926406	0.014744	8.3
79	-1.539317	443.441666	0.013661	8.4
80	-0.571959	441.970065	0.006831	9.2
81	-1.044407	440.511415	0.030823	8.2
82	-1.369247	439.065533	0.014925	8.4
83	-1.438424	437.632238	0.021685	9.0
84	-1.690875	436.211351	0.032534	9.7
85	-1.509881	434.802701	0.025725	8.3
86	-1.513569	433.406117	0.019129	8.3
87	-0.543693	432.021430	0.014701	8.5
88	-1.289394	430.648479	0.014209	9.3
89	-0.365451	429.287101	0.009615	8.6
90	-0.582791	427.937140	0.012666	8.7
91	-1.658479	426.598440	0.023901	9.0
92	-0.216940	425.270849	0.002510	9.1
93	-1.636970	423.954220	0.022319	8.4
94	-1.091428	422.648404	0.021502	8.9
95	-1.494727	421.353259	0.014774	9.2
96	-1.455846	420.068643	0.042562	8.4
97	-1.062089	418.794419	0.021636	9.0
98	-0.943499	417.530451	0.014902	8.2
99	-0.442223	416.276604	0.004531	8.7
100	-1.575710	415.032748	0.012892	9.7
101	-1.331836	413.798754	0.029477	8.7
102	-1.365868	412.574495	0.020470	9.0
103	-0.202099	411.359849	0.002151	9.9
104	-0.833087	410.154691	0.019600	8.8
105	-1.601024	408.958904	0.034315	8.1
106	-0.495843	407.772368	0.015321	9.8
107	-0.375892	406.594968	0.008384	7.7
108	-0.347073	405.426590	0.004684	9.3
109	-0.407921	404.267122	0.007160	7.8
110	-0.402394	403.116456	0.002806	9.9
111	-1.315813	401.974481	0.017765	8.4
112	-1.267780	400.841093	0.027099	8.1
113	-0.557852	399.716187	0.008020	8.7
114	-1.577579	398.599660	0.011571	8.1
115	-1.523700	397.491411	0.033969	9.0
116	-1.372248	396.391342	0.013267	9.2
117	-1.166542	395.299353	0.024509	8.3
118	-1.719527	394.215350	0.021329	8.0
119	-0.869573	393.139238	0.013384	9.9
120	-0.254915	392.070924	0.003166	8.7
121	-1.132257	391.010316	0.011714	8.9
122	-0.452248	389.957325	0.010742	8.9
123	-0.578344	388.911862	0.006401	7.0
124	-1.266012	387.873839	0.007217	9.1
125	-0.996479	386.843173	0.020333	8.6
126	-0.436759	385.819777	0.005567	12.0
127	-1.375882	384.803569	0.018368	12.7
128	-1.172409	383.794468	0.011667	13.5
129	-0.283352	382.792393	0.003115	11.8
130	-0.204809	381.797264	0.003139	8.8
131	-0.295896	380.809005	0.002642	8.2
132	-0.755431	379.827537	0.011469	9.9
133	-0.377528	378.852786	0.006785	8.9
134	-1.482722	377.884678	0.039496	8.4
135	-0.685632	376.923138	0.010923	8.8
136	-0.086002	375.968095	0.000666	9.6
137	-1.038350	375.019479	0.020822	8.8
138	-0.620319	374.077218	0.005554	8.2
139	-1.630237	373.141244	0.010979	9.0
140	-1.050104	372.211489	0.011134	8.5
141	-0.405812	371.287887	0.003481	9.7
142	-0.603431	370.370370	0.006466	8.5
143	-1.003325	369.458876	0.028619	8.3
144	-1.479923	368.553338	0.035363	9.5
145	-0.740050	367.653696	0.011780	10.3
146	-1.186434	366.759885	0.030277	11.7
147	-0.301571	365.871846	0.004603	9.9
148	-1.441993	364.989518	0.020558	12.9
149	-0.729112	364.112841	0.018021	10.9
150	-1.203190	363.241757	0.020970	10.8
151	-1.049117	362.376208	0.009401	10.6
152	-1.388355	361.516137	0.015546	10.5
153	-1.441463	360.661488	0.030490	11.3
154	-0.685318	359.812206	0.006763	8.9
155	-1.473605	358.968236	0.014200	14.1
156	-0.934356	358.129524	0.011011	21.1
157	-0.617155	357.296018	0.009926	13.6
158	-1.615411	356.467665	0.022430	14.4
159	-1.553981	355.644414	0.022403	17.0
160	-1.480553	354.826213	0.009540	9.5
161	-1.688538	354.013012	0.039508	8.8
162	-0.610128	353.204763	0.005968	8.6
163	-0.305014	352.401415	0.001984	10.2
