1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.623568	21.000000	0.001212	1.000000	-0.000825	Main	true	true	WolfeSatisfied	701.2
1	1	0	-0.639833	1.000000	0.001414	47.106865	0.013679	Main	true	true	WolfeSatisfied	269.6
2	2	0	-0.659455	1.000000	0.001073	21.840401	-0.008750	Main	true	true	WolfeSatisfied	257.7
3	3	0	-0.658391	1.000000	0.001021	23.507827	-0.009360	Main	true	true	WolfeSatisfied	244.9
4	4	0	-0.672340	1.000000	0.001033	29.173545	-0.007890	Main	true	true	WolfeSatisfied	252.6
5	5	0	-0.678250	1.000000	0.001023	24.391404	-0.010213	Main	true	true	WolfeSatisfied	260.3
6	6	0	-0.678723	1.000000	0.001031	24.163885	-0.010917	Main	true	true	WolfeSatisfied	251.8
7	7	0	-0.682708	1.000000	0.001125	39.517107	-0.004438	Main	true	true	WolfeSatisfied	284.7
8	8	0	-0.701957	1.000000	0.000980	18.139287	-0.008224	Main	true	true	WolfeSatisfied	270.8
9	9	0	-0.710706	1.000000	0.000956	24.867070	-0.006382	Main	true	true	WolfeSatisfied	256.8
10	10	0	-0.705791	1.000000	0.000946	20.399180	-0.007302	Main	true	true	WolfeSatisfied	258.7
11	11	0	-0.707654	1.000000	0.000987	21.651374	-0.007208	Main	true	true	WolfeSatisfied	248.0
12	12	0	-0.711710	1.000000	0.000976	22.242579	-0.003960	Main	true	true	WolfeSatisfied	245.6
13	13	0	-0.707861	1.000000	0.000983	18.667796	-0.005514	Main	true	true	WolfeSatisfied	274.7
14	14	0	-0.710767	1.000000	0.000911	13.075839	-0.006723	Main	true	true	WolfeSatisfied	241.5
15	15	0	-0.713883	1.000000	0.000988	26.085991	-0.006618	Main	true	true	WolfeSatisfied	251.7
16	16	0	-0.717016	1.000000	0.000926	21.797885	-0.004611	Main	true	true	WolfeSatisfied	259.2
17	17	0	-0.723383	1.000000	0.000907	13.687156	-0.005909	Main	true	true	WolfeSatisfied	266.0
18	18	0	-0.720867	1.000000	0.000975	11.669484	-0.007474	Main	true	true	WolfeSatisfied	259.5
19	19	0	-0.725983	1.000000	0.000929	17.369916	-0.005687	Main	true	true	WolfeSatisfied	270.0
20	20	0	-0.721761	1.000000	0.000960	15.431989	-0.003700	Main	true	true	WolfeSatisfied	247.6
21	21	0	-0.719504	1.000000	0.000922	15.221793	-0.004612	Main	true	true	WolfeSatisfied	294.4
22	22	0	-0.725265	1.000000	0.000880	12.388547	-0.005545	Main	true	true	WolfeSatisfied	253.9
23	23	0	-0.730452	1.000000	0.000870	14.369482	-0.004434	Main	true	true	WolfeSatisfied	240.1
24	24	0	-0.732772	1.000000	0.000861	13.199119	-0.005655	Main	true	true	WolfeSatisfied	242.4
25	25	0	-0.728251	1.000000	0.000921	25.279142	-0.000612	Main	true	true	WolfeSatisfied	254.3
26	26	0	-0.737727	1.000000	0.000893	18.929267	-0.003655	Main	true	true	WolfeSatisfied	273.7
27	27	0	-0.734077	1.000000	0.000836	15.665413	-0.005250	Main	true	true	WolfeSatisfied	234.6
28	28	0	-0.732573	1.000000	0.000832	18.136670	-0.002964	Main	true	true	WolfeSatisfied	252.8
29	29	0	-0.737611	1.000000	0.000946	25.080054	-0.002920	Main	true	true	WolfeSatisfied	262.0
30	30	0	-0.723634	1.000000	0.001051	22.891179	-0.000362	Main	true	true	WolfeSatisfied	245.3
31	31	0	-0.735023	1.000000	0.000895	11.118299	-0.005052	Main	true	true	WolfeSatisfied	252.4
32	32	0	-0.727831	1.000000	0.000889	9.557472	-0.005040	Main	true	true	WolfeSatisfied	237.7
33	33	0	-0.740695	1.000000	0.000887	12.798917	-0.003859	Main	true	true	WolfeSatisfied	242.6
34	34	0	-0.728621	1.000000	0.000871	13.027667	-0.003969	Main	true	true	WolfeSatisfied	366.8
35	35	0	-0.738717	1.000000	0.000859	10.718814	-0.005192	Main	true	true	WolfeSatisfied	367.4
36	36	0	-0.733638	1.000000	0.000902	14.245450	-0.004056	Main	true	true	WolfeSatisfied	347.4
37	37	0	-0.740317	1.000000	0.000830	12.562877	-0.004727	Main	true	true	WolfeSatisfied	334.6
38	38	0	-0.736578	1.000000	0.000867	15.893821	-0.005643	Main	true	true	WolfeSatisfied	279.1
39	39	0	-0.746322	1.000000	0.000920	14.758399	-0.002954	Main	true	true	WolfeSatisfied	268.1
40	40	0	-0.752913	1.000000	0.000981	18.539105	-0.003439	Main	true	true	WolfeSatisfied	243.4
41	41	0	-0.744966	1.000000	0.000905	14.460341	-0.002838	Main	true	true	WolfeSatisfied	241.9
42	42	0	-0.745786	1.000000	0.000861	10.971354	-0.005342	Main	true	true	WolfeSatisfied	294.0
43	43	0	-0.740639	1.000000	0.000839	16.873327	-0.004245	Main	true	true	WolfeSatisfied	289.7
44	44	0	-0.751661	1.000000	0.000867	17.815446	-0.004206	Main	true	true	WolfeSatisfied	257.4
45	45	0	-0.753033	1.000000	0.000878	15.372844	-0.003819	Main	true	true	WolfeSatisfied	302.5
46	46	0	-0.748820	1.000000	0.000897	13.277862	-0.005726	Main	true	true	WolfeSatisfied	231.8
47	47	0	-0.742704	1.000000	0.000900	12.204728	-0.004747	Main	true	true	WolfeSatisfied	255.5
48	48	0	-0.739240	1.000000	0.000929	11.296416	-0.005291	Main	true	true	WolfeSatisfied	250.2
49	49	0	-0.745587	1.000000	0.000838	9.788961	-0.003986	Main	true	true	WolfeSatisfied	244.3
50	50	0	-0.740692	1.000000	0.000918	12.955295	-0.004438	Main	true	true	WolfeSatisfied	248.1
51	51	0	-0.745958	1.000000	0.000926	15.980956	-0.004308	Main	true	true	WolfeSatisfied	299.8
52	52	0	-0.746295	1.000000	0.000904	18.227914	-0.002491	Main	true	true	WolfeSatisfied	251.5
53	53	0	-0.746690	1.000000	0.000801	12.278970	-0.004402	Main	true	true	WolfeSatisfied	245.8
54	54	0	-0.745676	1.000000	0.000864	10.891297	-0.004957	Main	true	true	WolfeSatisfied	250.0
55	55	0	-0.735794	1.000000	0.000789	11.132347	-0.004409	Main	true	true	WolfeSatisfied	277.8
56	56	0	-0.747231	1.000000	0.000880	15.606065	-0.005447	Main	true	true	WolfeSatisfied	256.5
57	57	0	-0.752585	1.000000	0.000864	9.839982	-0.004122	Main	true	true	WolfeSatisfied	252.7
58	58	0	-0.746462	1.000000	0.000950	9.676766	-0.005669	Main	true	true	WolfeSatisfied	264.1
59	59	0	-0.757482	1.000000	0.000900	10.245465	-0.005664	Main	true	true	WolfeSatisfied	259.4
60	60	0	-0.743254	1.000000	0.000881	15.428696	-0.004266	Main	true	true	WolfeSatisfied	309.1
61	61	0	-0.754139	1.000000	0.000889	11.624526	-0.005132	Main	true	true	WolfeSatisfied	238.4
62	62	0	-0.744247	1.000000	0.000853	12.343435	-0.003030	Main	true	true	WolfeSatisfied	261.9
63	63	0	-0.749080	1.000000	0.000865	10.209229	-0.004137	Main	true	true	WolfeSatisfied	261.5
64	64	0	-0.750400	1.000000	0.000969	14.084780	-0.003025	Main	true	true	WolfeSatisfied	274.6
65	65	0	-0.753191	1.000000	0.000911	12.442161	-0.003938	Main	true	true	WolfeSatisfied	255.7
66	66	0	-0.751573	1.000000	0.000906	14.873358	-0.002941	Main	true	true	WolfeSatisfied	285.2
67	67	0	-0.748077	1.000000	0.000940	20.179287	-0.003302	Main	true	true	WolfeSatisfied	260.3
68	68	0	-0.762417	1.000000	0.000929	12.389903	-0.004182	Main	true	true	WolfeSatisfied	248.6
69	69	0	-0.746083	1.000000	0.000941	11.328527	-0.004659	Main	true	true	WolfeSatisfied	272.9
70	70	0	-0.751027	1.000000	0.000884	9.879574	-0.005654	Main	true	true	WolfeSatisfied	267.2
71	71	0	-0.757636	1.000000	0.000863	12.998881	-0.004111	Main	true	true	WolfeSatisfied	236.9
72	72	0	-0.745365	1.000000	0.000875	11.629869	-0.003204	Main	true	true	WolfeSatisfied	269.0
73	73	0	-0.758184	1.000000	0.000901	12.184725	-0.003531	Main	true	true	WolfeSatisfied	236.4
74	74	0	-0.751277	1.000000	0.000876	11.861098	-0.004517	Main	true	true	WolfeSatisfied	267.3
