1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	0	-0.723353	5.000000	0.006900	1.000000	-0.000420	Main	true	true	WolfeSatisfied	1777.0
1	1	0	-0.725127	5.000000	0.006704	2.681117	0.000080	Main	true	true	WolfeSatisfied	719.7
2	2	1	-0.726018	1.693246	0.007009	6.877676	0.000334	Main	true	true	WolfeSatisfied	1147.9
3	3	1	-0.718369	1.748235	0.006626	5.629604	-0.001696	Main	true	true	WolfeSatisfied	1197.4
4	4	0	-0.725898	5.000000	0.006861	5.198659	0.000615	Main	true	true	WolfeSatisfied	737.0
5	5	1	-0.727829	1.669322	0.006440	12.474079	-0.000427	Main	true	true	WolfeSatisfied	1093.6
6	6	1	-0.726650	1.658015	0.006606	10.213469	0.003795	Main	true	true	WolfeSatisfied	1144.2
7	7	1	-0.726731	1.684682	0.006567	8.473029	-0.001076	Main	true	true	WolfeSatisfied	1112.9
8	8	1	-0.725691	1.693995	0.007202	7.597239	-0.000406	Main	true	true	WolfeSatisfied	1083.4
9	9	0	-0.726537	5.000000	0.006381	6.307340	0.000703	Main	true	true	WolfeSatisfied	798.4
10	10	1	-0.723532	1.706784	0.006143	16.413685	0.003957	Main	true	true	WolfeSatisfied	1099.3
11	11	1	-0.726485	1.576690	0.006357	15.822092	0.003651	Main	true	true	WolfeSatisfied	1095.6
12	12	1	-0.733917	1.671432	0.006447	14.475549	0.007081	Main	true	true	WolfeSatisfied	1085.6
13	13	1	-0.729225	1.639844	0.006141	13.958961	0.002496	Main	true	true	WolfeSatisfied	1098.2
14	14	1	-0.727570	1.667563	0.006668	12.866485	0.005669	Main	true	true	WolfeSatisfied	1151.0
15	15	1	-0.736571	1.631833	0.006703	10.636658	0.001170	Main	true	true	WolfeSatisfied	1085.0
16	16	1	-0.726125	1.711630	0.006557	9.255995	0.000802	Main	true	true	WolfeSatisfied	1084.1
17	17	1	-0.734037	1.724020	0.006602	8.783220	0.000616	Main	true	true	WolfeSatisfied	1642.9
18	18	0	-0.732724	5.000000	0.006019	7.866070	0.003151	Main	true	true	WolfeSatisfied	1137.1
19	19	1	-0.735013	1.605114	0.006438	19.858065	0.000446	Main	true	true	WolfeSatisfied	1729.7
20	20	2	-0.730563	0.554196	0.006201	16.621903	0.001675	Main	true	true	WolfeSatisfied	2203.0
21	21	0	-0.737873	5.000000	0.006777	6.749088	0.000368	Main	true	true	WolfeSatisfied	1073.4
22	22	1	-0.738085	1.656238	0.006458	14.277650	0.002627	Main	true	true	WolfeSatisfied	1113.9
23	23	0	-0.731355	5.000000	0.006402	11.125514	0.000430	Main	true	true	WolfeSatisfied	788.3
24	24	2	-0.728983	0.525784	0.006438	26.289162	0.009187	Main	true	true	WolfeSatisfied	1434.0
