1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.478853	2.000000	1.554827	858.8
1	-0.477188	1.000000	1.373885	227.9
2	-0.476295	1.000000	2.231121	198.6
3	-0.474477	0.500000	1.312213	191.6
4	-0.481143	0.500000	1.145120	218.0
5	-0.482067	0.500000	1.502033	293.3
6	-0.487103	0.500000	0.962705	294.6
7	-0.487809	0.250000	1.126066	233.7
8	-0.487742	0.250000	1.100701	237.7
9	-0.489378	0.125000	1.002644	238.6
10	-0.488751	0.125000	1.050160	201.0
11	-0.489018	0.062500	1.350137	214.2
12	-0.489040	0.062500	1.273894	192.5
