1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.668413	42.000000	0.003414	1.000000	-0.001207	Main	true	true	WolfeSatisfied	461.9
1	1	1	-0.706146	0.412933	0.003864	65.176375	0.046834	Main	true	true	WolfeSatisfied	224.3
2	2	0	-0.708565	2.000000	0.003506	17.586272	0.031858	Main	true	true	WolfeSatisfied	162.5
3	3	0	-0.764702	2.000000	0.002171	11.689053	0.004792	Main	true	true	WolfeSatisfied	160.3
4	4	0	-0.752928	2.000000	0.003634	14.918315	0.024632	Main	true	true	WolfeSatisfied	205.2
5	5	0	-0.792789	2.000000	0.002765	11.540542	0.012942	Main	true	true	WolfeSatisfied	173.8
6	6	0	-0.782210	2.000000	0.003021	10.205592	0.019389	Main	true	true	WolfeSatisfied	199.0
7	7	1	-0.807630	1.000640	0.002234	12.624692	-0.002040	Main	true	true	WolfeSatisfied	229.5
8	8	1	-0.802901	0.656859	0.001698	10.544236	-0.000948	Main	true	true	WolfeSatisfied	251.6
9	9	0	-0.821140	2.000000	0.002438	11.083624	0.002376	Main	true	true	WolfeSatisfied	160.4
10	10	0	-0.816250	2.000000	0.002973	12.242974	0.008397	Main	true	true	WolfeSatisfied	166.1
11	11	0	-0.830520	2.000000	0.002749	7.644732	0.012298	Main	true	true	WolfeSatisfied	159.7
12	12	0	-0.827497	2.000000	0.002903	9.178193	0.011803	Main	true	true	WolfeSatisfied	167.3
13	13	1	-0.818193	1.066084	0.001259	9.349936	0.000265	Main	true	true	WolfeSatisfied	332.7
14	14	0	-0.847785	2.000000	0.001985	5.880423	0.001229	Main	true	true	WolfeSatisfied	206.5
15	15	0	-0.840091	2.000000	0.001771	10.597655	0.003046	Main	true	true	WolfeSatisfied	162.8
16	16	0	-0.836202	2.000000	0.001967	5.869485	0.002381	Main	true	true	WolfeSatisfied	199.1
17	17	0	-0.861487	2.000000	0.001646	14.035182	-0.000087	Main	true	true	WolfeSatisfied	194.7
18	18	0	-0.858682	2.000000	0.002544	5.491588	0.006700	Main	true	true	WolfeSatisfied	202.9
19	19	1	-0.858899	1.171791	0.001270	9.569915	-0.001863	Main	true	true	WolfeSatisfied	259.5
