1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.355314	0.000000	28.429287	0.011749	1115.4
1	-0.352076	0.000000	28.429287	0.013151	4.3
2	-0.346918	0.000000	28.429287	0.017778	3.8
3	-0.369987	0.000000	28.429287	0.015773	4.1
4	-0.381323	0.000000	28.429287	0.015034	3.7
5	-0.377205	0.000000	28.429287	0.015059	4.1
6	-0.410850	0.000000	28.429287	0.014505	3.9
7	-0.381311	0.000000	28.429287	0.016987	4.7
8	-0.391217	0.000000	28.429287	0.014432	4.8
9	-0.429862	0.000000	28.429287	0.017467	3.8
10	-0.412684	0.000000	28.429287	0.016616	4.8
11	-0.424681	0.000000	28.429287	0.010365	3.8
12	-0.398896	0.000000	28.429287	0.016598	5.5
13	-0.430527	0.000000	28.429287	0.012885	5.2
14	-0.421050	0.000000	28.429287	0.017895	4.3
15	-0.455297	0.000000	28.429287	0.014515	4.9
16	-0.447408	0.000000	28.429287	0.015493	3.8
17	-0.454798	0.000000	28.429287	0.014263	5.2
18	-0.455246	0.000000	28.429287	0.015933	4.1
19	-0.496636	0.000000	28.429287	0.016590	4.1
20	-0.463571	0.000000	28.429287	0.016396	6.2
21	-0.491200	0.000000	28.429287	0.017512	5.3
22	-0.495729	0.000000	28.429287	0.017412	4.0
23	-0.503211	0.000000	28.429287	0.017460	5.6
24	-0.483921	0.000000	28.429287	0.014618	3.6
25	-0.510906	0.000000	28.429287	0.020113	4.7
26	-0.525701	0.000000	28.429287	0.015695	3.7
27	-0.551392	0.000000	28.429287	0.021218	5.8
28	-0.532392	0.000000	28.429287	0.015495	4.9
29	-0.558048	0.000000	28.429287	0.014110	3.8
30	-0.529683	0.000000	28.429287	0.015906	6.1
31	-0.551595	0.000000	28.429287	0.016240	5.5
32	-0.551950	0.000000	28.429287	0.014337	3.7
33	-0.542506	0.000000	28.429287	0.017196	6.0
34	-0.561263	0.000000	28.429287	0.015592	7.3
35	-0.581068	0.000000	28.429287	0.014075	3.8
36	-0.577769	0.000000	28.429287	0.014839	5.9
37	-0.582052	0.000000	28.429287	0.018463	5.0
38	-0.556474	0.000000	28.429287	0.011756	3.9
39	-0.580911	0.000000	28.429287	0.017402	4.9
40	-0.600649	0.000000	28.429287	0.013031	5.1
41	-0.565553	0.000000	28.429287	0.015409	3.6
42	-0.564349	0.000000	28.429287	0.017575	4.2
43	-0.607597	0.000000	28.429287	0.014936	4.1
44	-0.626620	0.000000	28.429287	0.015286	5.4
45	-0.628465	0.000000	28.429287	0.016439	6.1
46	-0.606120	0.000000	28.429287	0.012393	6.0
47	-0.639109	0.000000	28.429287	0.015821	6.0
48	-0.645339	0.000000	28.429287	0.013024	6.9
49	-0.604973	0.000000	28.429287	0.012416	16.3
50	-0.640431	0.000000	28.429287	0.017397	10.1
51	-0.645953	0.000000	28.429287	0.017319	5.9
52	-0.628748	0.000000	28.429287	0.015874	6.2
53	-0.686736	0.000000	28.429287	0.014919	7.1
54	-0.694174	0.000000	28.429287	0.021444	6.6
55	-0.672121	0.000000	28.429287	0.016959	5.8
56	-0.673975	0.000000	28.429287	0.017492	4.3
57	-0.681697	0.000000	28.429287	0.015777	4.9
58	-0.706429	0.000000	28.429287	0.021218	3.9
59	-0.711670	0.000000	28.429287	0.015446	4.1
60	-0.724177	0.000000	28.429287	0.018989	4.6
61	-0.724337	0.000000	28.429287	0.014054	4.5
62	-0.713328	0.000000	28.429287	0.018911	3.9
63	-0.711582	0.000000	28.429287	0.013378	4.5
64	-0.737774	0.000000	28.429287	0.018629	3.8
65	-0.722972	0.000000	28.429287	0.015069	4.6
66	-0.704205	0.000000	28.429287	0.013497	4.3
67	-0.741039	0.000000	28.429287	0.015414	4.2
68	-0.747175	0.000000	28.429287	0.015072	4.5
69	-0.777963	0.000000	28.429287	0.009046	3.7
70	-0.728552	1.000000	27.137046	0.011126	4.6
71	-0.716921	0.930099	27.223544	0.011430	3.8
72	-0.752021	0.860199	27.310594	0.012852	4.5
73	-0.765153	0.790298	27.398204	0.008804	3.7
74	-0.773516	0.720397	27.486377	0.012239	4.4
75	-0.755331	1.720397	26.276610	0.011077	4.0
76	-0.756820	1.650497	26.357701	0.008198	5.0
77	-0.746449	2.650497	25.243234	0.007352	4.5
78	-0.748291	2.580596	25.318063	0.009942	4.1
79	-0.749661	2.510696	25.393337	0.009023	4.4
80	-0.751551	3.510696	24.357327	0.009181	3.7
81	-0.751987	3.440795	24.426989	0.007416	4.3
82	-0.738065	3.370894	24.497050	0.007464	4.0
83	-0.770590	4.370894	23.531493	0.010859	4.3
