1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-1.066056	627.201626	0.008909	524.8
1	-1.245813	623.504937	0.009738	13.5
2	-1.119487	619.865785	0.009732	12.6
3	-0.749408	616.282728	0.009076	9.7
4	-0.912094	612.754375	0.007714	9.3
5	-1.074850	609.279381	0.008680	9.6
6	-0.148565	605.856447	0.004473	9.7
7	-1.100197	602.484317	0.009385	10.4
8	-0.990319	599.161779	0.010512	13.5
9	-1.009871	595.887656	0.007607	14.1
10	-0.665716	592.660813	0.008107	13.8
11	-0.126377	589.480151	0.002421	12.9
12	-0.823681	586.344606	0.009456	13.7
13	-0.321942	583.253145	0.008944	14.1
14	-0.852713	580.204771	0.009385	12.7
15	-0.391620	577.198517	0.005452	9.9
16	-1.177080	574.233444	0.009424	9.4
17	-0.982247	571.308645	0.009750	9.9
18	-0.814522	568.423237	0.010025	10.4
19	-0.747490	565.576365	0.008822	10.2
20	-0.828142	562.767201	0.009185	10.0
21	-1.116512	559.994938	0.008444	9.6
22	-1.098933	557.258797	0.010834	9.6
23	-0.687110	554.558018	0.008171	9.7
24	-0.890055	551.891865	0.008052	10.0
25	-1.033950	549.259621	0.009919	9.1
26	-0.934618	546.660592	0.008988	9.7
27	-0.407985	544.094102	0.006473	9.8
28	-0.750936	541.559494	0.008872	9.8
29	-0.501717	539.056129	0.008057	9.0
30	-0.604183	536.583387	0.007843	9.8
31	-1.049553	534.140663	0.008627	11.7
32	-0.151438	531.727370	0.005634	12.2
33	-0.226446	529.342935	0.004873	13.2
34	-0.555631	526.986802	0.006629	14.1
35	-0.774121	524.658430	0.008392	12.7
36	-0.880605	522.357290	0.007218	13.8
37	-0.650025	520.082868	0.010225	13.5
38	-0.748549	517.834665	0.009897	11.3
39	-0.874815	515.612193	0.008649	10.8
40	-1.008845	513.414976	0.008167	13.0
41	-0.841516	511.242551	0.007369	9.4
42	-0.755703	509.094468	0.008252	9.7
43	-0.571595	506.970285	0.005767	13.4
44	-1.190154	504.869574	0.010649	10.8
45	-1.062158	502.791916	0.008978	10.9
46	-0.948997	500.736903	0.008054	11.3
47	-0.792221	498.704137	0.010669	9.6
48	-0.802140	496.693228	0.009055	9.8
49	-1.158181	494.703798	0.011193	10.5
50	-0.753584	492.735476	0.008256	11.8
51	-0.516838	490.787900	0.006459	10.0
52	-0.398732	488.860718	0.006966	9.6
53	-0.709076	486.953585	0.008451	9.9
54	-0.671780	485.066164	0.006886	9.6
55	-0.992860	483.198126	0.009960	10.0
56	-0.517701	481.349149	0.007602	10.8
57	-0.739956	479.518920	0.006888	9.6
58	-0.074904	477.707132	0.003580	9.8
59	-0.744287	475.913485	0.007981	9.9
60	-0.955567	474.137684	0.008965	9.8
61	-0.425053	472.379445	0.007729	9.6
62	-1.017385	470.638485	0.007843	9.5
63	-0.454603	468.914531	0.005750	9.9
64	-0.962051	467.207315	0.008542	9.7
65	-0.373658	465.516573	0.004051	9.6
66	-0.964846	463.842050	0.009620	9.7
67	-0.822575	462.183494	0.007713	9.7
68	-1.215869	460.540658	0.009517	9.6
69	-0.245056	458.913303	0.003193	9.7
70	-0.248604	457.301192	0.004667	9.8
71	-0.282924	455.704096	0.003768	9.6
72	-0.926915	454.121787	0.006873	9.7
73	-0.460680	452.554045	0.006016	8.6
74	-0.777035	451.000653	0.009652	10.0
75	-0.866768	449.461399	0.008988	9.9
76	-0.921443	447.936075	0.007332	9.8
77	-1.020491	446.424477	0.008068	9.7
78	-0.689037	444.926406	0.006206	9.7
79	-0.783548	443.441666	0.007278	9.7
80	-0.643486	441.970065	0.006660	9.6
81	-0.944279	440.511415	0.007678	9.8
82	-1.040705	439.065533	0.007573	9.5
83	-1.006063	437.632238	0.008499	9.8
84	-1.212628	436.211351	0.009595	9.6
85	-0.414356	434.802701	0.005198	10.0
86	-0.733945	433.406117	0.009949	9.5
87	-0.988339	432.021430	0.010279	9.7
88	-0.445005	430.648479	0.008645	9.6
89	-0.725073	429.287101	0.007567	9.8
90	-1.061992	427.937140	0.011324	9.7
91	-0.868548	426.598440	0.008472	9.7
92	-0.629969	425.270849	0.007214	9.6
93	-0.587656	423.954220	0.007922	9.8
94	-0.028771	422.648404	0.002548	9.9
95	-1.104087	421.353259	0.009429	9.8
96	-0.096950	420.068643	0.005258	9.8
97	-0.243484	418.794419	0.003094	9.5
98	-0.828208	417.530451	0.009281	9.9
99	-0.783019	416.276604	0.007638	10.5
100	-0.525965	415.032748	0.006620	9.6
101	-0.830748	413.798754	0.009115	10.2
102	-1.040096	412.574495	0.009269	9.7
103	-1.111036	411.359849	0.008643	11.2
104	-0.753260	410.154691	0.010120	9.7
105	-0.147631	408.958904	0.002223	9.8
106	-1.022926	407.772368	0.009744	9.5
107	-1.145206	406.594968	0.008306	9.6
108	-1.010295	405.426590	0.011793	9.5
109	-0.622471	404.267122	0.006113	10.4
110	-0.829637	403.116456	0.008109	9.5
111	-0.956731	401.974481	0.010411	9.7
112	-0.898518	400.841093	0.008681	10.2
113	-1.048862	399.716187	0.009334	9.7
114	-1.097640	398.599660	0.009043	9.7
115	-1.076155	397.491411	0.009379	9.7
116	-0.793416	396.391342	0.008682	9.9
117	-1.040893	395.299353	0.008254	9.8
118	-0.400405	394.215350	0.005859	9.6
119	-0.580047	393.139238	0.008376	10.2
120	-1.059252	392.070924	0.009775	9.7
121	-0.767399	391.010316	0.007111	9.7
122	-1.135342	389.957325	0.009274	9.6
123	-0.759097	388.911862	0.008227	9.8
124	-0.082946	387.873839	0.002324	9.8
125	-0.634978	386.843173	0.008660	10.1
126	-0.656326	385.819777	0.005578	9.8
127	-0.344620	384.803569	0.006068	9.6
128	-0.896850	383.794468	0.008583	9.6
129	-1.144586	382.792393	0.009682	9.5
130	-0.713947	381.797264	0.007534	9.9
131	-0.918960	380.809005	0.007538	9.5
132	-0.892860	379.827537	0.006516	9.8
133	-0.545672	378.852786	0.007381	9.8
134	-1.176604	377.884678	0.009276	9.8
135	-0.974338	376.923138	0.008907	9.6
136	-1.134541	375.968095	0.008892	9.7
137	-0.850540	375.019479	0.008228	9.8
138	-0.825439	374.077218	0.008221	10.4
139	-0.686985	373.141244	0.008429	9.7
140	-0.805975	372.211489	0.008828	9.8
141	-0.478625	371.287887	0.006095	10.4
142	-0.403306	370.370370	0.004644	10.6
143	-1.132526	369.458876	0.010834	9.8
144	-0.128158	368.553338	0.003161	9.8
145	-0.899638	367.653696	0.007759	10.4
146	-1.138361	366.759885	0.009536	10.4
