1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	0	-0.712646	5.000000	0.001298	1.000000	-0.001071	Main	true	true	WolfeSatisfied	1634.3
1	1	0	-0.722033	5.000000	0.001561	12.593543	0.004096	Main	true	true	WolfeSatisfied	669.4
2	2	1	-0.729876	1.198282	0.001432	34.475482	0.010266	Main	true	true	WolfeSatisfied	980.3
3	3	1	-0.736460	1.772268	0.001216	20.390416	0.001440	Main	true	true	WolfeSatisfied	1115.1
4	4	1	-0.731494	1.724532	0.001215	19.564953	0.001187	Main	true	true	WolfeSatisfied	1021.8
5	5	1	-0.744797	1.802239	0.001226	18.687585	0.000739	Main	true	true	WolfeSatisfied	985.9
6	6	1	-0.747149	1.944462	0.001285	17.807427	0.000199	Main	true	true	WolfeSatisfied	1008.8
7	7	1	-0.750414	1.733270	0.001241	18.792164	0.001880	Main	true	true	WolfeSatisfied	1008.6
8	8	1	-0.752879	1.695634	0.001360	19.303653	0.002491	Main	true	true	WolfeSatisfied	1104.0
9	9	0	-0.743725	5.000000	0.001431	15.123004	0.005800	Main	true	true	WolfeSatisfied	783.5
10	10	1	-0.754637	1.388741	0.001305	43.717782	0.010968	Main	true	true	WolfeSatisfied	1045.4
11	11	1	-0.753308	1.503271	0.001467	27.966705	0.005542	Main	true	true	WolfeSatisfied	1137.6
12	12	1	-0.758097	1.715974	0.001260	19.632806	0.002571	Main	true	true	WolfeSatisfied	1074.5
13	13	1	-0.764599	1.831468	0.001128	18.533656	0.000492	Main	true	true	WolfeSatisfied	1168.5
14	14	1	-0.766429	1.601865	0.001264	18.459406	0.001700	Main	true	true	WolfeSatisfied	991.2
15	15	1	-0.768188	1.854485	0.001238	16.074668	0.000641	Main	true	true	WolfeSatisfied	1055.9
16	16	1	-0.773658	1.824263	0.001270	16.328641	0.000634	Main	true	true	WolfeSatisfied	1126.6
17	17	1	-0.769354	1.554289	0.001297	18.845718	0.002940	Main	true	true	WolfeSatisfied	1029.8
18	18	1	-0.767360	1.739220	0.001267	15.319225	0.000990	Main	true	true	WolfeSatisfied	979.9
19	19	1	-0.771800	1.930253	0.001212	14.561247	0.000727	Main	true	true	WolfeSatisfied	1191.1
20	20	1	-0.779773	1.893523	0.001349	17.148455	0.000886	Main	true	true	WolfeSatisfied	1166.4
21	21	1	-0.772141	1.519085	0.001269	18.210236	0.002326	Main	true	true	WolfeSatisfied	978.2
22	22	1	-0.777984	1.851426	0.001225	15.345533	0.000263	Main	true	true	WolfeSatisfied	986.7
23	23	1	-0.781359	1.776510	0.001241	15.500084	0.001014	Main	true	true	WolfeSatisfied	1008.5
24	24	1	-0.780973	1.625099	0.001246	17.126995	0.001929	Main	true	true	WolfeSatisfied	1214.3
