1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.395884	2.000000	0.894801	283.2
1	-0.408101	1.000000	0.896768	177.8
2	-0.413506	0.500000	0.898996	177.5
3	-0.416591	0.500000	0.866568	178.5
4	-0.420378	0.500000	0.966034	180.0
5	-0.427609	0.500000	0.930187	192.3
6	-0.431069	0.500000	0.858128	193.6
7	-0.438943	0.250000	0.850508	176.1
8	-0.441047	0.250000	0.865559	178.1
9	-0.443148	0.250000	0.889353	187.5
10	-0.445044	0.250000	0.889929	189.1
11	-0.447208	0.250000	0.898734	178.7
12	-0.449467	0.125000	0.869845	184.6
13	-0.451126	0.062500	0.845243	180.6
14	-0.451887	0.062500	0.857616	179.1
