1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	0	-0.669910	5.000000	0.001306	1.000000	-0.001086	Main	true	true	WolfeSatisfied	1635.4
1	1	0	-0.678469	5.000000	0.001473	9.959535	0.002321	Main	true	true	WolfeSatisfied	669.1
2	2	1	-0.685611	1.633118	0.001327	21.332742	0.002503	Main	true	true	WolfeSatisfied	1032.0
3	3	1	-0.690323	1.860651	0.001315	19.600060	0.000684	Main	true	true	WolfeSatisfied	1061.7
4	4	1	-0.688868	1.786744	0.001405	18.240363	0.001312	Main	true	true	WolfeSatisfied	1071.0
5	5	0	-0.685647	5.000000	0.001429	15.884203	0.006264	Main	true	true	WolfeSatisfied	689.6
6	6	1	-0.689223	1.555707	0.001340	42.213698	0.004408	Main	true	true	WolfeSatisfied	1000.8
7	7	1	-0.697415	1.573897	0.001299	32.458585	0.004607	Main	true	true	WolfeSatisfied	993.9
8	8	1	-0.700207	1.581858	0.001300	27.389274	0.001607	Main	true	true	WolfeSatisfied	1008.3
9	9	1	-0.695575	1.652635	0.001281	23.635129	0.002656	Main	true	true	WolfeSatisfied	1102.5
10	10	1	-0.704924	1.729293	0.001230	22.284504	0.002036	Main	true	true	WolfeSatisfied	1564.4
11	11	1	-0.698672	1.667760	0.001335	21.663932	0.003503	Main	true	true	WolfeSatisfied	1314.2
12	12	1	-0.702370	1.702999	0.001280	20.973333	0.001051	Main	true	true	WolfeSatisfied	1404.6
13	13	1	-0.707536	1.885346	0.001218	19.677302	0.000432	Main	true	true	WolfeSatisfied	1078.8
14	14	1	-0.714030	1.851937	0.001225	19.723773	0.000709	Main	true	true	WolfeSatisfied	1044.4
15	15	1	-0.710544	1.598390	0.001348	22.608026	0.002048	Main	true	true	WolfeSatisfied	1054.0
16	16	1	-0.719590	1.799595	0.001262	19.361432	0.001258	Main	true	true	WolfeSatisfied	1007.3
17	17	1	-0.718760	1.761010	0.001294	18.961865	0.002421	Main	true	true	WolfeSatisfied	991.0
18	18	1	-0.714830	1.595819	0.001236	21.143887	0.003627	Main	true	true	WolfeSatisfied	1051.0
19	19	1	-0.718837	1.908728	0.001321	17.981087	0.000773	Main	true	true	WolfeSatisfied	1042.3
20	20	1	-0.723297	1.876059	0.001368	18.138649	0.001953	Main	true	true	WolfeSatisfied	1013.5
21	21	1	-0.722054	1.934858	0.001308	17.716247	0.000163	Main	true	true	WolfeSatisfied	1059.1
22	22	1	-0.726148	1.852985	0.001294	18.466212	0.001238	Main	true	true	WolfeSatisfied	1108.5
23	23	1	-0.726338	1.743126	0.001244	17.876633	0.001171	Main	true	true	WolfeSatisfied	1057.9
24	24	1	-0.727206	1.918181	0.001362	17.944766	0.000598	Main	true	true	WolfeSatisfied	1086.9
