1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	1	-0.655631	21.293126	0.000949	1.000000	-0.000485	Main	true	true	WolfeSatisfied	2042.4
1	1	0	-0.648877	5.000000	0.001127	23.651309	0.008389	Main	true	true	WolfeSatisfied	707.4
2	2	1	-0.667629	1.353762	0.001124	65.242990	0.008151	Main	true	true	WolfeSatisfied	1023.7
3	3	1	-0.673365	1.585416	0.001066	42.225811	0.004959	Main	true	true	WolfeSatisfied	1100.7
4	4	1	-0.680088	1.830461	0.001059	31.871804	0.001091	Main	true	true	WolfeSatisfied	1092.8
5	5	1	-0.676435	1.822215	0.000981	31.565286	0.001115	Main	true	true	WolfeSatisfied	1408.4
6	6	1	-0.688358	1.836174	0.001009	31.649803	-0.000993	Main	true	true	WolfeSatisfied	1243.7
7	7	1	-0.690068	1.706132	0.001006	33.499674	0.002475	Main	true	true	WolfeSatisfied	1763.0
8	8	1	-0.688828	1.699919	0.001123	30.531388	0.003304	Main	true	true	WolfeSatisfied	1365.3
9	9	1	-0.686922	1.832420	0.001060	27.287168	0.000256	Main	true	true	WolfeSatisfied	1481.1
10	10	1	-0.691943	1.622976	0.001068	30.290403	0.002870	Main	true	true	WolfeSatisfied	1579.2
11	11	1	-0.697845	1.916142	0.001033	25.823374	-0.000299	Main	true	true	WolfeSatisfied	1548.6
12	12	1	-0.699717	1.953148	0.001075	25.375581	0.000411	Main	true	true	WolfeSatisfied	1302.4
13	13	1	-0.698245	1.920229	0.001087	24.940028	0.001236	Main	true	true	WolfeSatisfied	1320.4
14	14	1	-0.704156	1.751322	0.001034	26.665440	0.001190	Main	true	true	WolfeSatisfied	1067.7
15	15	1	-0.704218	1.798490	0.001039	24.230368	0.001059	Main	true	true	WolfeSatisfied	1122.3
16	16	1	-0.706639	1.989942	0.001063	23.982904	0.000102	Main	true	true	WolfeSatisfied	1692.7
17	17	1	-0.711174	1.755736	0.001085	26.251896	0.000043	Main	true	true	WolfeSatisfied	1259.4
18	18	1	-0.706279	1.836699	0.001127	25.526822	0.000887	Main	true	true	WolfeSatisfied	1565.3
19	19	1	-0.715480	1.786242	0.001083	25.427690	0.001023	Main	true	true	WolfeSatisfied	1563.4
20	20	1	-0.712432	1.958845	0.001090	23.112003	0.000378	Main	true	true	WolfeSatisfied	1619.6
21	21	1	-0.711978	1.691823	0.000969	26.361391	0.001425	Main	true	true	WolfeSatisfied	1312.8
22	22	1	-0.710407	1.692702	0.001030	26.158598	0.000797	Main	true	true	WolfeSatisfied	1883.7
23	23	1	-0.715461	1.888503	0.001151	24.581301	0.000862	Main	true	true	WolfeSatisfied	1439.6
24	24	1	-0.719776	1.821026	0.001093	24.443996	0.000718	Main	true	true	WolfeSatisfied	1375.4
