1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.684439	0.000000	17.085192	0.017224	986.8
1	-0.656086	0.000000	17.085192	0.014768	4.0
2	-0.693443	0.000000	17.085192	0.012790	4.1
3	-0.703100	0.000000	17.085192	0.014412	3.6
4	-0.704357	0.000000	17.085192	0.020443	3.9
5	-0.682656	0.000000	17.085192	0.011286	3.7
6	-0.644547	1.000000	16.308593	0.014810	4.0
7	-0.691581	1.121722	16.218857	0.013024	3.6
8	-0.662371	0.623488	16.592561	0.012543	3.8
9	-0.689780	0.125252	16.983894	0.011672	4.2
10	-0.647005	0.000000	17.085192	0.016913	3.8
11	-0.696125	0.999999	16.308593	0.010704	3.7
12	-0.722194	1.999996	15.599526	0.015064	3.7
13	-0.690076	2.999980	14.949556	0.018472	3.7
14	-0.709457	2.737237	15.115030	0.015041	3.9
15	-0.668067	3.513516	14.636376	0.008189	3.7
16	-0.701922	3.231965	14.806436	0.012673	3.6
17	-0.654364	2.832302	15.054737	0.014974	3.8
18	-0.713185	2.334106	15.376164	0.016149	3.7
19	-0.647842	3.205893	14.822384	0.014668	3.8
20	-0.705942	2.707657	15.133889	0.017047	4.0
21	-0.644319	3.707657	14.521370	0.014923	3.8
22	-0.668615	3.209422	14.820224	0.009854	3.8
23	-0.680237	2.716166	15.128459	0.017421	4.2
24	-0.670599	2.217932	15.453101	0.015582	3.6
25	-0.711066	3.217931	14.815016	0.013046	3.7
26	-0.683706	2.719696	15.126208	0.013837	3.6
27	-0.673827	2.346545	15.367971	0.019020	3.6
28	-0.675603	1.854192	15.699048	0.019125	3.9
29	-0.648445	2.853887	15.041114	0.013149	3.7
30	-0.665525	3.845955	14.440541	0.011063	3.7
31	-0.642718	3.392621	14.708917	0.013236	4.5
32	-0.680075	2.894620	15.015474	0.017932	3.8
33	-0.686169	3.894620	14.412313	0.014592	3.7
34	-0.669665	3.865043	14.429456	0.013123	3.6
35	-0.689544	4.865043	13.871581	0.012613	3.5
36	-0.675194	4.366809	14.144036	0.020892	3.9
37	-0.698686	5.366809	13.607602	0.019696	3.7
38	-0.677559	6.366803	13.110375	0.012002	3.7
39	-0.692273	6.929496	12.846241	0.011337	4.0
40	-0.669376	6.431276	13.079561	0.014383	3.7
41	-0.697648	6.127661	13.225948	0.015159	4.0
42	-0.656622	7.126459	12.756282	0.016031	3.7
43	-0.649503	6.628331	12.986273	0.016972	4.3
44	-0.660114	7.628331	12.532657	0.013282	4.1
45	-0.664257	8.618304	12.113761	0.012189	3.8
46	-0.650437	9.609604	11.721453	0.013172	3.7
47	-0.690184	10.559603	11.368617	0.016883	4.0
48	-0.678834	11.559592	11.019458	0.012682	3.6
49	-0.697260	12.559592	10.691103	0.013762	3.6
50	-0.660643	13.558187	10.382172	0.013307	3.8
51	-0.708469	13.059952	10.534044	0.010358	4.1
52	-0.645145	12.562541	10.690163	0.011898	3.7
53	-0.662676	13.562195	10.380968	0.012032	3.9
54	-0.695446	14.561976	10.089120	0.011984	3.7
55	-0.660566	14.063764	10.232474	0.017752	3.9
56	-0.695153	15.063750	9.948745	0.016275	3.8
57	-0.668944	14.677243	10.056524	0.011556	3.9
58	-0.660810	15.595561	9.804168	0.014256	4.0
59	-0.678090	15.097373	9.939478	0.016590	4.1
60	-0.648072	14.599137	10.078588	0.012432	3.7
61	-0.684120	15.583554	9.807386	0.019771	3.6
62	-0.697380	15.085319	9.942798	0.009151	3.6
63	-0.724171	14.587084	10.082002	0.019171	4.3
64	-0.706397	14.744252	10.037671	0.012665	3.6
65	-0.652565	15.744252	9.764494	0.008852	3.7
