1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.905531	627.201626	0.011145	497.9
1	-0.234674	623.504937	0.003820	8.0
2	-0.417459	619.865785	0.006138	8.2
3	-0.989599	616.282728	0.008615	9.2
4	-0.597616	612.754375	0.005698	8.2
5	-1.077167	609.279381	0.010654	8.4
6	-0.793799	605.856447	0.010609	8.3
7	-0.422007	602.484317	0.006008	8.1
8	-0.715087	599.161779	0.005914	8.4
9	-0.694848	595.887656	0.010245	9.7
10	-0.712844	592.660813	0.010662	8.0
11	-0.214471	589.480151	0.003681	8.6
12	-0.341895	586.344606	0.005394	7.9
13	-0.446464	583.253145	0.007057	8.4
14	-0.437062	580.204771	0.004872	8.2
15	-0.689978	577.198517	0.009532	8.8
16	-0.748003	574.233444	0.010250	8.4
17	-0.912069	571.308645	0.014309	8.2
18	-0.500953	568.423237	0.006117	8.9
19	-0.915973	565.576365	0.010255	8.1
20	-0.173036	562.767201	0.005304	8.8
21	-0.296536	559.994938	0.004919	9.7
22	-0.798104	557.258797	0.013573	8.6
23	-0.871117	554.558018	0.009738	11.9
24	-0.350072	551.891865	0.003737	9.3
25	-1.023152	549.259621	0.009432	8.1
26	-1.074628	546.660592	0.012680	8.3
27	-1.150138	544.094102	0.009973	8.4
28	-0.240914	541.559494	0.003651	10.1
29	-0.995237	539.056129	0.007160	11.9
30	-0.754534	536.583387	0.008764	8.4
31	-0.581329	534.140663	0.007278	9.0
32	-1.016696	531.727370	0.010341	9.0
33	-0.602503	529.342935	0.010845	7.7
34	-1.133877	526.986802	0.011155	8.4
35	-0.367895	524.658430	0.004052	8.5
36	-0.776554	522.357290	0.009509	9.0
37	-1.067902	520.082868	0.009033	8.7
38	-1.050155	517.834665	0.006864	7.7
39	-0.803171	515.612193	0.011118	8.6
40	-0.370045	513.414976	0.006832	8.6
41	-0.950682	511.242551	0.011592	8.4
42	-1.190791	509.094468	0.010537	8.0
43	-1.162148	506.970285	0.012344	8.8
44	-0.611969	504.869574	0.010530	8.7
45	-1.140783	502.791916	0.009774	8.3
46	-1.008274	500.736903	0.009716	8.4
47	-0.284815	498.704137	0.003861	8.8
48	-1.055492	496.693228	0.012726	7.8
49	-1.125685	494.703798	0.009479	8.6
50	-0.033142	492.735476	0.001000	8.1
51	-1.160959	490.787900	0.008862	8.1
52	-0.971622	488.860718	0.009819	8.0
53	-0.458068	486.953585	0.006646	7.9
54	-0.859844	485.066164	0.009564	9.5
55	-0.599609	483.198126	0.005790	8.4
56	-1.027748	481.349149	0.007645	9.1
57	-0.749556	479.518920	0.009786	7.8
58	-1.124050	477.707132	0.011879	8.1
59	-0.825689	475.913485	0.007525	8.4
60	-0.602933	474.137684	0.008333	9.9
61	-1.119412	472.379445	0.014268	9.4
62	-0.695204	470.638485	0.008692	8.3
63	-1.167591	468.914531	0.008576	8.1
64	-0.694018	467.207315	0.008498	7.9
65	-0.786447	465.516573	0.012880	8.9
66	-0.193183	463.842050	0.003256	8.3
67	-0.661127	462.183494	0.008078	8.6
68	-0.804463	460.540658	0.009082	8.2
69	-0.894291	458.913303	0.009750	8.2
70	-0.785478	457.301192	0.010467	8.7
71	-0.967669	455.704096	0.007200	11.8
72	-0.524547	454.121787	0.012209	8.2
73	-0.800388	452.554045	0.008901	9.8
74	-0.653448	451.000653	0.007746	8.3
75	-0.283928	449.461399	0.003542	8.1
76	-0.991197	447.936075	0.010566	8.2
77	-1.028326	446.424477	0.011671	9.1
78	-0.575778	444.926406	0.006931	8.8
79	-0.400386	443.441666	0.004455	7.9
80	-0.534989	441.970065	0.007010	8.6
81	-1.036578	440.511415	0.007523	7.8
82	-0.735195	439.065533	0.009075	8.4
83	-0.950869	437.632238	0.010148	8.1
84	-0.956800	436.211351	0.007239	8.3
85	-1.080608	434.802701	0.010899	8.8
86	-0.211927	433.406117	0.003280	7.3
87	-0.325812	432.021430	0.003447	7.9
88	-1.119157	430.648479	0.009865	8.6
89	-0.255830	429.287101	0.004793	10.7
90	-0.780136	427.937140	0.010626	8.3
91	-0.791865	426.598440	0.007747	8.3
92	-0.669217	425.270849	0.007850	8.6
93	-1.010016	423.954220	0.012648	8.3
94	-1.183991	422.648404	0.014430	10.7
95	-0.145004	421.353259	0.003111	10.8
96	-0.959227	420.068643	0.010072	9.3
97	-0.992801	418.794419	0.014119	9.4
98	-0.610044	417.530451	0.008637	9.3
99	-1.210976	416.276604	0.013136	8.6
100	-0.079446	415.032748	0.001600	7.9
101	-0.673152	413.798754	0.006407	10.1
102	-0.353781	412.574495	0.005000	7.8
103	-0.750936	411.359849	0.009683	8.5
104	-1.144466	410.154691	0.009763	8.3
105	-0.735793	408.958904	0.010570	8.5
106	-0.801803	407.772368	0.008372	9.3
107	-0.935076	406.594968	0.008827	9.3
108	-1.026892	405.426590	0.010105	9.3
109	-0.815252	404.267122	0.009283	8.9
110	-0.285040	403.116456	0.003748	9.2
111	-0.328480	401.974481	0.005657	8.6
112	-1.176320	400.841093	0.008975	8.5
113	-1.122371	399.716187	0.008943	8.5
114	-0.725605	398.599660	0.011768	8.1
115	-0.717967	397.491411	0.008265	9.5
116	-0.248494	396.391342	0.008198	8.7
117	-0.812301	395.299353	0.007431	9.7
118	-0.745353	394.215350	0.007982	10.8
119	-0.914696	393.139238	0.008431	10.1
120	-0.605137	392.070924	0.006808	8.0
121	-0.352100	391.010316	0.004116	7.9
122	-1.210793	389.957325	0.011552	9.2
123	-0.194901	388.911862	0.004206	7.7
124	-0.893499	387.873839	0.008012	8.8
125	-1.017657	386.843173	0.008294	7.7
126	-0.566526	385.819777	0.004105	8.8
127	-0.712244	384.803569	0.006344	8.2
128	-0.616527	383.794468	0.008680	8.8
129	-1.048275	382.792393	0.007537	8.3
130	0.000000	381.797264	0.000000	8.5
131	-0.213683	380.809005	0.005480	8.6
132	0.000000	379.827537	0.000000	8.8
133	-0.991898	378.852786	0.009398	8.0
134	-1.023623	377.884678	0.009334	8.3
135	-1.068524	376.923138	0.014051	7.8
136	-1.066937	375.968095	0.007189	8.3
137	-0.865942	375.019479	0.011609	8.1
138	-1.105909	374.077218	0.012894	8.0
139	-1.160949	373.141244	0.010236	7.8
140	-0.568367	372.211489	0.006588	8.5
141	-1.017130	371.287887	0.011880	8.5
142	-0.603185	370.370370	0.007338	8.2
143	-0.520656	369.458876	0.007100	8.2
144	-1.114857	368.553338	0.011059	7.7
145	-0.860560	367.653696	0.011545	9.0
146	-0.884447	366.759885	0.007949	8.2
147	-0.628959	365.871846	0.012156	8.3
148	-0.829230	364.989518	0.011921	7.9
149	-0.751472	364.112841	0.010128	8.2
150	-0.960074	363.241757	0.009689	8.1
151	-0.607952	362.376208	0.008242	9.0
152	-0.465438	361.516137	0.004986	8.2
153	-0.801943	360.661488	0.009168	8.4
154	-0.819520	359.812206	0.015299	8.4
155	-1.120302	358.968236	0.007615	8.4
156	-0.996994	358.129524	0.011243	8.0
157	-1.092649	357.296018	0.008564	8.3
158	-0.192876	356.467665	0.005705	7.4
159	-0.651841	355.644414	0.008810	8.5
160	-0.937455	354.826213	0.008968	8.9
161	-0.922790	354.013012	0.010652	8.3
162	-0.466766	353.204763	0.013134	8.2
163	-0.972617	352.401415	0.009524	7.6
164	-0.447986	351.602922	0.008789	7.7
165	-0.755646	350.809235	0.010279	8.3
166	-1.172906	350.020308	0.015122	8.2
167	-0.750602	349.236095	0.008105	7.9
168	-0.442099	348.456550	0.004702	9.4
169	-1.181082	347.681627	0.007607	9.2
170	-1.073826	346.911283	0.008191	9.1
171	-1.125141	346.145474	0.009085	8.1
172	-0.559512	345.384157	0.007170	8.7
173	-1.088840	344.627288	0.012009	8.8
174	-0.695487	343.874826	0.009856	9.2
175	-1.274486	343.126729	0.010246	13.1
176	-0.071254	342.382957	0.001233	11.8
177	-1.229301	341.643469	0.009459	8.6
178	-1.103622	340.908224	0.010750	8.4
179	-1.184076	340.177184	0.008524	8.3
180	-1.251037	339.450309	0.012999	9.2
181	-0.769989	338.727561	0.007110	8.2
182	-0.668381	338.008902	0.010074	8.2
183	-0.778259	337.294295	0.008937	7.9
184	-0.684470	336.583703	0.007649	9.7
185	-1.255379	335.877089	0.010495	8.1
186	-0.158378	335.174416	0.004172	8.3
