1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.387383	0.000000	29.346603	0.010352	986.4
1	-0.384837	0.000000	29.346603	0.017696	3.6
2	-0.381557	0.000000	29.346603	0.014726	3.7
3	-0.397069	0.000000	29.346603	0.014621	3.7
4	-0.394007	0.000000	29.346603	0.016868	3.8
5	-0.402349	0.000000	29.346603	0.016626	3.6
6	-0.425690	0.000000	29.346603	0.014073	4.1
7	-0.400405	0.000000	29.346603	0.013729	3.7
8	-0.430422	0.000000	29.346603	0.021688	4.3
9	-0.475351	0.000000	29.346603	0.015566	3.6
10	-0.443625	0.000000	29.346603	0.015551	3.7
11	-0.444420	0.000000	29.346603	0.015142	3.9
12	-0.422442	0.000000	29.346603	0.019103	3.9
13	-0.445105	0.000000	29.346603	0.015484	3.7
14	-0.467729	0.000000	29.346603	0.025055	3.7
15	-0.473268	0.000000	29.346603	0.016188	3.5
16	-0.491593	0.000000	29.346603	0.018490	3.8
17	-0.509115	0.000000	29.346603	0.017076	4.3
18	-0.483620	0.000000	29.346603	0.018860	3.8
19	-0.536593	0.000000	29.346603	0.018050	4.0
20	-0.497541	0.000000	29.346603	0.016460	3.8
21	-0.536707	0.000000	29.346603	0.018032	3.9
22	-0.528661	0.000000	29.346603	0.019649	3.9
23	-0.566228	0.000000	29.346603	0.019157	3.6
24	-0.541774	0.000000	29.346603	0.017974	4.0
25	-0.577300	0.000000	29.346603	0.015080	3.5
26	-0.576618	0.000000	29.346603	0.016860	3.5
27	-0.622142	0.000000	29.346603	0.018249	3.8
28	-0.575412	0.000000	29.346603	0.025407	4.3
29	-0.610124	0.000000	29.346603	0.019407	3.5
30	-0.594428	0.000000	29.346603	0.010426	3.8
31	-0.610929	0.000000	29.346603	0.017961	3.6
32	-0.623163	0.000000	29.346603	0.019826	3.7
33	-0.615446	0.000000	29.346603	0.026671	3.7
34	-0.648794	0.000000	29.346603	0.018122	3.6
35	-0.644833	0.000000	29.346603	0.018089	3.6
36	-0.654481	0.000000	29.346603	0.015786	3.6
37	-0.651452	0.000000	29.346603	0.020267	3.6
38	-0.636950	0.000000	29.346603	0.019332	3.5
39	-0.668183	0.000000	29.346603	0.024899	3.5
40	-0.697492	0.000000	29.346603	0.012732	3.5
41	-0.660704	0.000000	29.346603	0.018009	3.9
42	-0.660046	0.000000	29.346603	0.018628	3.7
43	-0.709614	0.000000	29.346603	0.022332	3.7
44	-0.694341	0.000000	29.346603	0.015564	3.8
45	-0.740298	0.000000	29.346603	0.019093	3.9
46	-0.696196	0.000000	29.346603	0.015925	3.6
47	-0.738449	0.000000	29.346603	0.016770	3.8
48	-0.781072	0.000000	29.346603	0.023288	3.6
49	-0.716805	0.000000	29.346603	0.027248	4.0
50	-0.778045	0.000000	29.346603	0.020186	3.6
51	-0.772701	0.000000	29.346603	0.020335	3.5
52	-0.748230	0.000000	29.346603	0.014377	3.8
53	-0.788064	0.000000	29.346603	0.021895	4.0
54	-0.811839	0.000000	29.346603	0.018583	3.6
55	-0.810735	0.000000	29.346603	0.018835	3.7
56	-0.809302	0.000000	29.346603	0.016276	3.7
57	-0.788967	0.000000	29.346603	0.016814	4.1
58	-0.831567	0.000000	29.346603	0.018394	4.0
59	-0.835451	1.000000	28.012666	0.016036	3.7
60	-0.832011	2.000000	26.794724	0.012895	3.7
61	-0.839995	2.999955	25.678326	0.014474	3.9
62	-0.808332	3.999955	24.651191	0.011870	3.6
63	-0.798220	4.999955	23.703067	0.018162	3.7
64	-0.818787	5.999955	22.825174	0.008767	3.5
65	-0.810015	5.848404	22.954015	0.014443	3.7
66	-0.784178	5.696853	23.084319	0.009117	3.8
67	-0.820195	5.545302	23.216111	0.018519	3.6
68	-0.836178	6.545302	22.373277	0.014555	3.6
69	-0.854096	7.545302	21.589495	0.010723	3.9
70	-0.778990	8.545302	20.858770	0.015541	3.8
71	-0.778958	9.545302	20.175890	0.008907	4.0
72	-0.817768	9.393762	20.276485	0.010148	3.7
