1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.458565	2.000000	0.895034	375.5
1	-0.470599	2.000000	1.056269	202.4
2	-0.466253	1.000000	1.366733	216.5
3	-0.477199	1.000000	1.009817	197.3
4	-0.484124	1.000000	1.481040	180.1
5	-0.489123	0.500000	1.062350	186.7
6	-0.493225	0.500000	1.228977	205.8
7	-0.495394	0.250000	1.161532	212.5
8	-0.498107	0.250000	0.922164	200.3
9	-0.498550	0.125000	1.138290	179.6
10	-0.499620	0.125000	1.035397	193.6
11	-0.500457	0.125000	0.985679	188.4
12	-0.500650	0.062500	0.966989	205.5
13	-0.501131	0.062500	0.998316	193.5
