1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	0	-0.690492	5.000000	0.006616	1.000000	-0.000558	Main	true	true	WolfeSatisfied	2113.2
1	1	0	-0.683367	5.000000	0.006931	2.680250	0.001040	Main	true	true	WolfeSatisfied	909.0
2	2	0	-0.687114	5.000000	0.006571	6.710862	0.002752	Main	true	true	WolfeSatisfied	856.1
3	3	1	-0.688625	1.637279	0.007214	17.139934	0.004243	Main	true	true	WolfeSatisfied	1246.4
4	4	1	-0.685693	1.672370	0.006583	13.664013	-0.001716	Main	true	true	WolfeSatisfied	1319.3
5	5	1	-0.686186	1.698804	0.006716	12.630446	0.005078	Main	true	true	WolfeSatisfied	1377.0
6	6	1	-0.683990	1.683556	0.006731	11.181234	0.002567	Main	true	true	WolfeSatisfied	1238.1
7	7	1	-0.691624	1.697639	0.006399	9.777999	0.000293	Main	true	true	WolfeSatisfied	1381.9
8	8	1	-0.686131	1.645332	0.006558	8.700581	0.000016	Main	true	true	WolfeSatisfied	1426.2
9	9	1	-0.689306	1.659270	0.006998	8.615198	0.002726	Main	true	true	WolfeSatisfied	1276.9
10	10	0	-0.688456	5.000000	0.006647	7.329606	0.000420	Main	true	true	WolfeSatisfied	946.4
11	11	1	-0.689202	1.671347	0.007040	18.526856	0.002430	Main	true	true	WolfeSatisfied	1418.4
12	12	1	-0.690883	1.630622	0.006430	15.873933	-0.001384	Main	true	true	WolfeSatisfied	1479.8
13	13	1	-0.694348	1.628251	0.006791	15.184338	0.002093	Main	true	true	WolfeSatisfied	1412.5
14	14	1	-0.688063	1.627799	0.007157	13.474563	-0.004427	Main	true	true	WolfeSatisfied	1482.0
15	15	1	-0.693426	1.687467	0.007229	11.298667	0.001370	Main	true	true	WolfeSatisfied	1638.3
16	16	1	-0.692789	1.622386	0.006929	9.236524	0.001920	Main	true	true	WolfeSatisfied	1399.5
17	17	0	-0.694173	5.000000	0.006792	7.313993	0.002413	Main	true	true	WolfeSatisfied	881.3
18	18	1	-0.686468	1.607863	0.006536	18.705020	0.005155	Main	true	true	WolfeSatisfied	1364.5
19	19	1	-0.692158	1.624880	0.006486	15.498544	0.007325	Main	true	true	WolfeSatisfied	1534.9
20	20	1	-0.698039	1.687532	0.007021	15.180256	0.001414	Main	true	true	WolfeSatisfied	1281.6
21	21	1	-0.689904	1.648436	0.006418	13.249577	0.004544	Main	true	true	WolfeSatisfied	1310.6
22	22	1	-0.689074	1.707783	0.006246	11.553910	0.000565	Main	true	true	WolfeSatisfied	1980.4
23	23	1	-0.691765	1.630588	0.006593	12.081421	0.005320	Main	true	true	WolfeSatisfied	2025.0
24	24	1	-0.697499	1.683727	0.006563	10.904756	-0.000003	Main	true	true	WolfeSatisfied	1866.9
