1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.414390	0.000000	25.187874	0.014956	1059.1
1	-0.413204	0.000000	25.187874	0.014068	3.7
2	-0.411907	0.000000	25.187874	0.012194	3.8
3	-0.425660	0.000000	25.187874	0.016408	3.5
4	-0.424595	0.000000	25.187874	0.014516	3.6
5	-0.446015	0.000000	25.187874	0.019277	3.6
6	-0.459607	0.000000	25.187874	0.017376	3.6
7	-0.425255	0.000000	25.187874	0.013409	4.0
8	-0.460509	0.000000	25.187874	0.019476	3.8
9	-0.507399	0.000000	25.187874	0.014205	3.8
10	-0.470443	0.000000	25.187874	0.018085	3.7
11	-0.474192	0.000000	25.187874	0.015154	3.7
12	-0.451201	0.000000	25.187874	0.017614	4.2
13	-0.467963	0.000000	25.187874	0.019567	3.7
14	-0.493481	0.000000	25.187874	0.017906	3.7
15	-0.498018	0.000000	25.187874	0.017758	4.4
16	-0.502174	0.000000	25.187874	0.018645	3.7
17	-0.521408	0.000000	25.187874	0.015428	3.8
18	-0.523074	0.000000	25.187874	0.015203	3.6
19	-0.543300	0.000000	25.187874	0.018790	3.7
20	-0.511590	0.000000	25.187874	0.012396	3.9
21	-0.544004	0.000000	25.187874	0.012717	4.1
22	-0.539910	0.000000	25.187874	0.015756	3.7
23	-0.555579	0.000000	25.187874	0.017071	4.1
24	-0.517925	0.000000	25.187874	0.011073	3.8
25	-0.546641	0.000000	25.187874	0.013028	3.7
26	-0.562172	0.000000	25.187874	0.009160	3.6
27	-0.575082	0.000000	25.187874	0.014343	4.1
28	-0.549774	0.000000	25.187874	0.015199	4.4
29	-0.582520	0.000000	25.187874	0.012701	3.6
30	-0.554583	0.000000	25.187874	0.013389	3.6
31	-0.564850	0.000000	25.187874	0.018483	4.1
32	-0.568775	0.000000	25.187874	0.015906	3.6
33	-0.566747	0.000000	25.187874	0.017864	3.7
34	-0.588417	0.000000	25.187874	0.013356	3.8
35	-0.577443	0.000000	25.187874	0.016642	3.8
36	-0.587934	0.000000	25.187874	0.016592	3.8
37	-0.574968	0.000000	25.187874	0.016089	5.0
38	-0.566851	0.000000	25.187874	0.011179	3.8
39	-0.580083	0.000000	25.187874	0.017848	4.1
40	-0.618240	0.000000	25.187874	0.016707	3.7
41	-0.571101	0.000000	25.187874	0.012210	4.0
42	-0.563333	0.000000	25.187874	0.013427	3.8
43	-0.593461	0.000000	25.187874	0.013227	3.7
44	-0.604126	0.000000	25.187874	0.012990	4.0
45	-0.608243	0.000000	25.187874	0.013039	3.9
46	-0.598533	0.000000	25.187874	0.011203	4.0
47	-0.638651	0.000000	25.187874	0.012482	3.9
48	-0.646819	0.000000	25.187874	0.015420	3.8
49	-0.595903	0.000000	25.187874	0.013787	4.1
50	-0.623716	0.000000	25.187874	0.016193	4.1
51	-0.640461	0.000000	25.187874	0.015326	3.8
52	-0.615798	0.000000	25.187874	0.014315	4.0
53	-0.656314	0.000000	25.187874	0.015736	4.0
54	-0.658251	0.000000	25.187874	0.018649	5.3
55	-0.651478	0.000000	25.187874	0.016020	3.9
56	-0.652074	0.000000	25.187874	0.016591	3.7
57	-0.656013	0.000000	25.187874	0.014719	4.1
58	-0.683833	0.000000	25.187874	0.015643	4.1
59	-0.673066	0.000000	25.187874	0.015308	3.9
60	-0.679385	0.000000	25.187874	0.021121	3.8
61	-0.709732	0.000000	25.187874	0.019591	3.8
62	-0.675999	0.000000	25.187874	0.018318	4.1
63	-0.693540	0.000000	25.187874	0.020859	3.9
64	-0.719119	0.000000	25.187874	0.019050	3.7
65	-0.723860	0.000000	25.187874	0.019672	3.8
66	-0.691418	0.000000	25.187874	0.016455	3.9
67	-0.723648	0.000000	25.187874	0.022914	3.9
68	-0.755794	0.000000	25.187874	0.020161	3.7
69	-0.769573	0.000000	25.187874	0.019367	3.8
70	-0.720349	0.000000	25.187874	0.020171	4.8
71	-0.731697	0.000000	25.187874	0.014403	3.9
72	-0.762718	0.000000	25.187874	0.021025	3.8
73	-0.762545	0.000000	25.187874	0.015722	3.8
74	-0.783690	0.000000	25.187874	0.012275	4.7
75	-0.757167	0.000000	25.187874	0.008240	4.8
76	-0.777024	0.000000	25.187874	0.012549	4.2
77	-0.774169	0.000000	25.187874	0.013515	4.5
78	-0.766821	0.000000	25.187874	0.010273	3.9
79	-0.759336	0.000000	25.187874	0.014025	3.8
80	-0.749645	0.000000	25.187874	0.011812	4.2
81	-0.773019	1.000000	24.042970	0.008871	4.1
82	-0.761769	0.825910	24.234744	0.008210	4.9
83	-0.796289	0.651821	24.429601	0.012722	4.0
84	-0.808833	1.651820	23.351119	0.009781	3.9
85	-0.791263	2.651820	22.363833	0.008828	4.3
86	-0.761690	3.438664	21.643791	0.008261	4.0
87	-0.787610	3.264574	21.799078	0.006882	4.5
88	-0.768185	3.090484	21.956609	0.007889	4.3
89	-0.730182	4.085185	21.085965	0.006892	3.8
90	-0.775853	3.911099	21.233320	0.012973	4.3
91	-0.789566	3.746327	21.374701	0.009638	4.8
92	-0.763602	3.572237	21.526137	0.014012	4.2
93	-0.765699	4.572237	20.684360	0.010569	4.3
94	-0.725452	4.398217	20.826082	0.012433	4.3
95	-0.738153	4.224127	20.969818	0.005923	4.4
96	-0.754126	5.224125	20.170181	0.011995	4.3
97	-0.716050	5.050035	20.304976	0.008730	4.5
98	-0.798632	4.875945	20.441586	0.011943	3.8
99	-0.761881	5.875944	19.680996	0.008777	4.5
100	-0.741142	5.702887	19.808545	0.011302	4.1
101	-0.732659	6.625583	19.146939	0.011026	3.9
102	-0.792719	6.451493	19.268364	0.008955	4.0
103	-0.777058	7.451327	18.591236	0.007044	4.5
104	-0.739062	8.403408	17.989253	0.006122	4.5
105	-0.767329	9.102546	17.571449	0.006844	4.1
106	-0.735084	10.101895	17.006853	0.008294	4.2
107	-0.766720	11.077103	16.489810	0.009989	4.1
108	-0.762449	11.873624	16.090266	0.008342	3.9
109	-0.733580	12.873624	15.615257	0.005122	4.2
110	-0.762052	13.873606	15.167498	0.010135	4.2
111	-0.795943	14.873606	14.744694	0.011469	3.8
112	-0.731714	15.873606	14.344823	0.007417	3.9
113	-0.782499	16.873606	13.966068	0.013222	4.0
114	-0.766605	16.699517	14.030560	0.006082	4.4
115	-0.752797	16.525427	14.095651	0.007254	4.0
116	-0.758588	16.353133	14.160669	0.013645	4.0
117	-0.769064	16.188524	14.223349	0.013554	4.1
118	-0.766135	17.188524	13.850898	0.014465	4.6
119	-0.750585	18.188524	13.497455	0.008283	4.5
120	-0.766428	19.188524	13.161602	0.010544	4.1
121	-0.790029	19.014434	13.218864	0.007312	4.2
122	-0.740138	20.014434	12.896566	0.011585	5.6
123	-0.795179	21.014434	12.589610	0.009244	5.9
124	-0.736393	20.914082	12.619753	0.011739	6.5
125	-0.756134	21.914082	12.325682	0.013768	5.1
126	-0.739442	22.914082	12.045005	0.009772	4.7
127	-0.752044	22.740084	12.092920	0.010294	4.8
128	-0.784345	23.306403	11.938350	0.010920	4.0
129	-0.728090	24.306403	11.674848	0.010717	3.9
130	-0.707487	24.132313	11.719881	0.007079	3.9
131	-0.763358	23.958223	11.765264	0.006905	4.2
132	-0.738223	24.958212	11.509267	0.008908	4.0
133	-0.752717	24.784124	11.553030	0.005553	4.4
134	-0.721981	25.784124	11.306086	0.008545	3.9
135	-0.785977	26.784123	11.069479	0.007948	4.3
136	-0.748591	27.784123	10.842572	0.009166	9.8
137	-0.754399	28.400454	10.707297	0.010567	9.8
138	-0.771458	28.732319	10.635847	0.006130	4.2
139	-0.758976	28.558229	10.673209	0.003877	4.0
140	-0.755089	28.392757	10.708966	0.009173	4.1
141	-0.742961	29.392754	10.496456	0.011720	4.0
142	-0.750743	30.392754	10.292216	0.009931	4.2
143	-0.798369	30.218665	10.327199	0.006109	4.8
144	-0.722561	31.218665	10.129431	0.006369	4.7
145	-0.805207	31.044589	10.163311	0.011954	4.1
146	-0.752822	30.870500	10.197421	0.006676	4.0
147	-0.745979	31.870500	10.004546	0.005605	4.4
148	-0.769622	32.870499	9.818831	0.006675	4.0
149	-0.758950	32.696475	9.850653	0.006872	4.3
150	-0.778285	33.696346	9.670579	0.004341	4.5
151	-0.760082	33.593555	9.688787	0.011185	3.9
