1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	1	-0.674409	25.000000	0.001004	1.000000	-0.000512	Main	true	true	WolfeSatisfied	1993.3
1	1	1	-0.684663	1.547058	0.001084	27.594126	0.001037	Main	true	true	WolfeSatisfied	1010.9
2	2	0	-0.680756	5.000000	0.001185	20.464639	0.008488	Main	true	true	WolfeSatisfied	692.9
3	3	1	-0.690549	1.519457	0.001153	46.855835	0.004001	Main	true	true	WolfeSatisfied	995.3
4	4	1	-0.695571	1.713395	0.001095	33.938727	0.002399	Main	true	true	WolfeSatisfied	995.5
5	5	1	-0.693860	1.752161	0.001044	28.259560	0.002755	Main	true	true	WolfeSatisfied	1031.6
6	6	1	-0.703555	1.730162	0.001026	28.393990	0.001439	Main	true	true	WolfeSatisfied	986.9
7	7	1	-0.707866	1.852228	0.001031	25.623471	0.000956	Main	true	true	WolfeSatisfied	1023.3
8	8	1	-0.711552	1.758937	0.001011	25.737126	0.002339	Main	true	true	WolfeSatisfied	1018.5
9	9	1	-0.710938	1.534073	0.001058	30.244990	0.003021	Main	true	true	WolfeSatisfied	1003.4
10	10	1	-0.713511	1.836462	0.001056	24.420335	0.001175	Main	true	true	WolfeSatisfied	1014.6
11	11	1	-0.718868	1.728525	0.001102	25.797390	0.002125	Main	true	true	WolfeSatisfied	1085.0
12	12	1	-0.712637	1.715828	0.001055	23.655804	0.000693	Main	true	true	WolfeSatisfied	1144.1
13	13	1	-0.716205	1.615809	0.001108	24.310999	0.002079	Main	true	true	WolfeSatisfied	1014.4
14	14	1	-0.721448	1.925162	0.001096	21.143810	0.001051	Main	true	true	WolfeSatisfied	1076.2
15	15	1	-0.727789	1.768400	0.001074	21.648779	0.000919	Main	true	true	WolfeSatisfied	1057.4
16	16	1	-0.728136	1.905077	0.001041	21.803259	0.000519	Main	true	true	WolfeSatisfied	1031.1
17	17	1	-0.735798	1.787163	0.001092	24.470929	0.001007	Main	true	true	WolfeSatisfied	1042.1
18	18	1	-0.733478	1.805220	0.001200	21.777427	0.002108	Main	true	true	WolfeSatisfied	1004.4
19	19	1	-0.727804	1.849367	0.001084	20.632965	0.000631	Main	true	true	WolfeSatisfied	1006.1
20	20	1	-0.732647	1.836855	0.001097	20.721905	-0.000067	Main	true	true	WolfeSatisfied	1014.3
21	21	1	-0.738501	1.718290	0.001095	21.711903	0.000667	Main	true	true	WolfeSatisfied	1005.2
22	22	1	-0.732485	1.585011	0.001009	23.443570	0.000293	Main	true	true	WolfeSatisfied	1025.6
23	23	1	-0.740557	1.688405	0.001110	21.465685	0.001396	Main	true	true	WolfeSatisfied	1004.6
24	24	1	-0.738010	1.676824	0.001062	21.798622	0.001270	Main	true	true	WolfeSatisfied	1018.8
