1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.404560	2.000000	0.887752	242.9
1	-0.414921	1.000000	0.877296	150.4
2	-0.420475	1.000000	0.894708	154.7
3	-0.429421	0.500000	0.887890	156.7
4	-0.432413	0.500000	0.933174	157.1
5	-0.446852	0.500000	0.948914	154.0
6	-0.452135	0.500000	0.929938	149.4
7	-0.458728	0.250000	0.893700	155.1
8	-0.461041	0.250000	0.864272	157.8
9	-0.469524	0.250000	0.880834	153.6
10	-0.471573	0.125000	0.879284	162.4
11	-0.473889	0.062500	0.866668	153.9
12	-0.474885	0.062500	0.861524	150.9
13	-0.477722	0.062500	0.853187	154.0
14	-0.481620	0.062500	0.842861	150.8
15	-0.482925	0.062500	0.860252	162.2
16	-0.484082	0.062500	0.872195	153.1
17	-0.485395	0.062500	0.876486	161.3
18	-0.487762	0.062500	0.885618	155.1
19	-0.489891	0.062500	0.884672	155.7
20	-0.492475	0.062500	0.865933	156.2
21	-0.500808	0.062500	0.781838	156.1
22	-0.501712	0.062500	0.780379	154.1
23	-0.503228	0.062500	0.775380	165.0
24	-0.505236	0.062500	0.783491	174.9
25	-0.506599	0.062500	0.806274	151.5
26	-0.507624	0.062500	0.816965	154.4
27	-0.508880	0.062500	0.808006	155.3
28	-0.511718	0.062500	0.776148	182.7
