1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.606864	0.000000	6.216682	0.014252	1004.5
1	-0.592221	0.000000	6.216682	0.012131	3.6
2	-0.569289	0.000000	6.216682	0.025414	4.0
3	-0.602987	1.000000	5.934106	0.008766	3.7
4	-0.582502	0.079194	6.193326	0.015655	3.6
5	-0.600520	0.000000	6.216682	0.012968	3.9
6	-0.556867	0.271980	6.137196	0.007971	3.8
7	-0.595144	0.244918	6.145014	0.010927	3.6
8	-0.606814	0.000000	6.216682	0.009498	4.4
9	-0.571142	0.997278	5.934840	0.009549	4.7
10	-0.569668	0.167315	6.167543	0.010591	4.2
11	-0.606607	0.878239	5.967131	0.009667	3.8
12	-0.573298	1.878165	5.706328	0.007059	4.8
13	-0.593513	1.138801	5.896901	0.013528	3.7
14	-0.610224	0.239891	6.146468	0.014357	4.3
15	-0.562817	1.239890	5.870097	0.005593	3.9
16	-0.598126	1.987288	5.679240	0.015000	4.5
17	-0.632549	1.084207	5.911479	0.016350	5.0
18	-0.582932	0.144825	6.174103	0.011387	4.2
19	-0.580383	1.144825	5.895297	0.018920	5.1
20	-0.608743	2.144824	5.640584	0.014427	3.9
21	-0.571089	3.144824	5.406969	0.013027	5.5
22	-0.614932	2.205568	5.625819	0.018290	3.7
23	-0.600597	3.205558	5.393403	0.011439	3.6
24	-0.630551	2.965114	5.447515	0.012737	3.7
25	-0.612441	2.250367	5.614979	0.011700	4.0
26	-0.574203	1.334086	5.845340	0.016823	6.5
27	-0.573012	0.394742	6.101981	0.009142	4.8
28	-0.590587	0.000000	6.216682	0.020990	3.9
29	-0.575154	0.916440	5.956730	0.014170	3.9
30	-0.589777	1.916440	5.696798	0.016977	4.0
31	-0.626351	2.181135	5.631749	0.012314	3.9
32	-0.626955	1.324408	5.847874	0.007636	4.0
33	-0.577117	0.386737	6.104265	0.023579	3.6
34	-0.580814	0.173313	6.165796	0.011879	3.7
35	-0.592790	0.000000	6.216682	0.015919	6.5
36	-0.606008	0.999921	5.934127	0.015835	3.6
37	-0.627226	1.997009	5.676839	0.014481	3.8
38	-0.616023	1.067840	5.915863	0.010828	4.6
39	-0.607669	2.060787	5.661139	0.011553	4.2
40	-0.585677	3.043240	5.429814	0.018136	3.7
41	-0.584955	2.113857	5.648141	0.010836	3.7
42	-0.595922	1.998520	5.676466	0.007774	4.0
43	-0.578100	2.729209	5.501672	0.012136	4.1
44	-0.594745	3.595309	5.307936	0.019880	6.5
45	-0.586287	3.174728	5.400281	0.016454	4.2
46	-0.599651	4.174672	5.185780	0.016981	4.8
47	-0.558661	3.235290	5.386786	0.012346	3.7
48	-0.590516	2.295909	5.604002	0.014845	3.7
49	-0.592662	1.356811	5.839398	0.012739	4.2
50	-0.610851	0.417474	6.095505	0.018055	4.0
51	-0.620832	0.779852	5.994087	0.015428	3.7
52	-0.592607	0.000000	6.216682	0.017483	3.8
53	-0.621754	0.917036	5.956568	0.022668	6.5
54	-0.586048	0.000000	6.216682	0.012167	3.7
55	-0.619668	1.000000	5.934106	0.018359	3.8
56	-0.578827	1.147204	5.894664	0.012337	3.9
57	-0.647422	2.147204	5.640004	0.020179	4.8
58	-0.593943	3.096054	5.417913	0.012515	3.7
59	-0.614373	4.096050	5.202027	0.019355	3.6
60	-0.638996	3.156671	5.404318	0.013927	3.6
61	-0.594991	3.948668	5.232757	0.016141	3.9
62	-0.633048	4.948667	5.031099	0.016818	7.9
63	-0.581622	5.937761	4.846369	0.017746	4.4
64	-0.568095	6.917738	4.676250	0.011065	5.1
65	-0.583843	7.730345	4.543987	0.017223	4.1
66	-0.588316	6.791274	4.697529	0.012857	3.8
67	-0.548812	5.852001	4.861847	0.009096	3.7
68	-0.587755	6.335376	4.775874	0.013870	3.9
69	-0.578917	6.796611	4.696627	0.023706	3.7
70	-0.568000	7.789294	4.534683	0.010143	5.1
71	-0.584023	8.789255	4.382464	0.016661	4.7
72	-0.599335	7.849901	4.525157	0.015788	5.0
73	-0.608246	6.910519	4.677459	0.013954	3.8
74	-0.557311	5.971253	4.840351	0.015638	3.7
75	-0.635396	5.031871	5.015019	0.014133	4.0
76	-0.599338	6.031871	4.829496	0.012844	3.7
77	-0.603310	5.295879	4.964669	0.013754	4.0
78	-0.602429	6.264770	4.788242	0.020094	3.7
79	-0.570154	5.761127	4.878357	0.016308	5.3
80	-0.607439	5.206060	4.981684	0.013437	4.2
81	-0.612001	6.206011	4.798584	0.014131	3.7
82	-0.608599	7.068568	4.651122	0.009725	4.1
83	-0.600204	6.305652	4.781073	0.010397	3.7
84	-0.601499	5.406486	4.943873	0.007922	4.5
85	-0.634041	4.483352	5.122965	0.013166	3.9
86	-0.628290	4.226900	5.175044	0.009798	4.0
87	-0.625069	3.289721	5.374715	0.011471	3.7
