1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.643937	0.000000	22.096198	0.013072	960.8
1	-0.623832	0.000000	22.096198	0.011853	4.0
2	-0.651832	0.000000	22.096198	0.012648	4.1
3	-0.665079	0.985485	21.105750	0.014879	3.8
4	-0.646434	1.151930	20.947166	0.009681	3.8
5	-0.660666	2.066326	20.116778	0.008225	3.7
6	-0.626006	2.845823	19.459180	0.015646	3.9
7	-0.672872	2.130199	20.061226	0.011280	3.7
8	-0.640435	1.414574	20.701716	0.006133	5.0
9	-0.653319	0.754349	21.329995	0.007816	5.4
10	-0.632306	0.038747	22.055503	0.012788	3.7
11	-0.663241	1.038747	21.054742	0.011467	4.0
12	-0.681993	2.038747	20.140858	0.009522	4.1
13	-0.673542	3.037011	19.304403	0.011496	3.8
14	-0.674474	4.037011	18.533369	0.015067	3.8
15	-0.618827	3.408626	19.010499	0.012485	3.8
16	-0.667747	4.406988	18.263485	0.014436	4.1
17	-0.623656	3.691363	18.792812	0.010929	5.0
18	-0.679479	4.691363	18.061329	0.009820	4.5
19	-0.625082	5.619269	17.431739	0.010686	3.8
20	-0.684890	4.903644	17.913315	0.009357	3.6
21	-0.611918	5.897987	17.251111	0.014333	4.8
22	-0.652924	6.897986	16.632747	0.011310	4.1
23	-0.645686	6.182362	17.070634	0.010370	3.8
24	-0.648087	7.182362	16.464913	0.008649	3.8
25	-0.670534	8.182343	15.900716	0.013648	3.7
26	-0.662806	9.182191	15.373972	0.008380	4.6
27	-0.625853	10.177227	14.883304	0.011030	5.1
28	-0.659576	11.170195	14.423915	0.010884	3.7
29	-0.617722	10.464967	14.747200	0.013686	5.0
30	-0.632450	11.464728	14.293055	0.008263	3.7
31	-0.618375	12.464566	13.866014	0.008182	4.3
32	-0.647036	13.460449	13.465296	0.011385	3.7
33	-0.653815	12.744824	13.750854	0.010066	4.1
34	-0.634344	13.744824	13.355087	0.006675	3.6
35	-0.644484	13.029289	13.635905	0.011453	4.8
36	-0.649328	14.029285	13.246635	0.011966	4.4
