1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-1.015003	627.201626	0.013246	664.7
1	-1.204840	623.504937	0.014276	9.4
2	-0.657823	619.865785	0.009754	8.5
3	-1.095836	616.282728	0.009658	9.0
4	-0.234750	612.754375	0.002707	11.0
5	-1.311002	609.279381	0.017062	8.3
6	-1.058038	605.856447	0.012427	8.3
7	-0.015059	602.484317	0.000288	8.5
8	-0.641419	599.161779	0.005175	11.6
9	-0.692120	595.887656	0.010806	7.9
10	-0.667884	592.660813	0.004717	8.1
11	-0.722248	589.480151	0.009684	9.4
12	-0.815631	586.344606	0.012387	9.3
13	-0.900169	583.253145	0.009142	13.2
14	-1.049159	580.204771	0.013340	9.6
15	-1.206085	577.198517	0.016569	15.0
16	-0.928827	574.233444	0.010724	16.6
17	-1.255844	571.308645	0.012841	11.7
18	-1.225429	568.423237	0.018416	9.5
19	-0.625054	565.576365	0.010006	12.2
20	-0.009258	562.767201	0.000036	10.1
21	-0.307495	559.994938	0.003683	9.4
22	-0.610370	557.258797	0.014522	9.4
23	-1.139971	554.558018	0.017582	12.5
24	-1.307184	551.891865	0.018162	9.9
25	-1.131299	549.259621	0.019952	9.3
26	-1.171835	546.660592	0.010674	8.8
27	-1.037165	544.094102	0.019512	13.7
28	-0.881853	541.559494	0.015937	9.9
29	-1.263206	539.056129	0.015541	8.6
30	-1.118477	536.583387	0.013679	10.8
31	-0.248709	534.140663	0.004521	13.0
32	-0.188217	531.727370	0.002645	9.3
33	-0.791011	529.342935	0.013477	9.7
34	-1.238570	526.986802	0.017564	8.0
35	-1.143329	524.658430	0.024326	9.4
36	-0.375076	522.357290	0.003209	9.7
37	-0.337942	520.082868	0.005363	6.6
38	-1.166225	517.834665	0.017622	9.5
39	-0.968233	515.612193	0.012808	8.1
40	-0.727943	513.414976	0.016719	11.0
41	-0.693593	511.242551	0.012660	8.9
42	-1.375872	509.094468	0.018272	9.3
43	-0.923191	506.970285	0.008760	7.3
44	-0.760099	504.869574	0.014824	8.4
45	-0.642627	502.791916	0.010497	11.3
46	-0.458920	500.736903	0.004414	7.6
47	-1.241700	498.704137	0.013302	8.1
48	-1.296644	496.693228	0.021128	7.6
49	-0.474724	494.703798	0.004642	11.6
50	-0.678740	492.735476	0.006244	7.0
51	-0.041165	490.787900	0.002308	8.0
52	-0.868610	488.860718	0.011454	9.1
53	-1.273498	486.953585	0.021482	8.3
54	-1.150596	485.066164	0.020538	9.8
55	-0.893555	483.198126	0.011800	8.6
56	-1.213632	481.349149	0.018776	8.7
57	-0.653536	479.518920	0.009160	8.1
58	-0.909555	477.707132	0.007429	8.3
59	-1.146803	475.913485	0.010152	11.2
60	-0.595770	474.137684	0.005231	8.2
61	-1.149300	472.379445	0.014566	7.6
62	-0.022367	470.638485	0.000040	8.1
63	-0.087052	468.914531	0.001346	10.6
64	-0.514698	467.207315	0.008344	8.4
65	-1.139183	465.516573	0.009083	8.3
66	-0.429420	463.842050	0.007175	7.6
67	-0.569424	462.183494	0.012065	9.0
68	-0.809357	460.540658	0.007568	11.9
69	-0.614180	458.913303	0.007915	8.5
70	-0.151461	457.301192	0.001839	9.0
71	-1.207648	455.704096	0.014763	8.3
72	-0.536611	454.121787	0.006206	10.9
73	-1.255861	452.554045	0.021175	7.8
74	-1.050436	451.000653	0.012390	8.6
75	-1.341523	449.461399	0.020735	8.6
76	-0.168479	447.936075	0.005284	8.4
77	-0.566078	446.424477	0.007044	9.9
78	-0.461728	444.926406	0.010484	8.1
79	-1.109423	443.441666	0.008528	8.5
80	-1.250051	441.970065	0.014735	7.7
81	-1.098967	440.511415	0.013515	10.5
82	-1.016513	439.065533	0.007580	8.3
83	-0.747571	437.632238	0.010476	8.9
84	-0.844409	436.211351	0.013136	8.7
85	-0.910289	434.802701	0.007132	8.3
86	-0.238608	433.406117	0.002477	11.5
87	-1.235838	432.021430	0.019787	7.8
88	-1.003155	430.648479	0.017946	8.2
89	-0.812171	429.287101	0.011562	8.6
90	-0.895220	427.937140	0.014867	10.6
91	-0.532294	426.598440	0.008952	8.1
92	-0.968789	425.270849	0.010297	9.8
93	-0.228692	423.954220	0.002455	7.5
94	-1.131108	422.648404	0.011107	8.1
95	-0.245221	421.353259	0.005848	11.4
96	-0.598383	420.068643	0.015966	9.6
