1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.413832	0.000000	22.703433	0.017732	1262.7
1	-0.415594	0.000000	22.703433	0.017164	3.9
2	-0.419817	0.000000	22.703433	0.016813	3.7
3	-0.437601	0.000000	22.703433	0.016902	4.2
4	-0.436998	0.000000	22.703433	0.019292	3.5
5	-0.442649	0.000000	22.703433	0.014172	4.3
6	-0.465685	0.000000	22.703433	0.018611	3.4
7	-0.432460	0.000000	22.703433	0.018794	4.0
8	-0.469242	0.000000	22.703433	0.014002	3.8
9	-0.505478	0.000000	22.703433	0.018657	4.0
10	-0.476554	0.000000	22.703433	0.020890	3.6
11	-0.479516	0.000000	22.703433	0.014748	3.9
12	-0.453166	0.000000	22.703433	0.012875	3.5
13	-0.469415	0.000000	22.703433	0.016359	3.9
14	-0.496818	0.000000	22.703433	0.021217	3.5
15	-0.495702	0.000000	22.703433	0.014088	4.2
16	-0.516069	0.000000	22.703433	0.015993	3.7
17	-0.514145	0.000000	22.703433	0.016878	3.9
18	-0.506241	0.000000	22.703433	0.014420	3.5
19	-0.541929	0.000000	22.703433	0.008824	3.6
20	-0.516647	0.000000	22.703433	0.016810	3.5
21	-0.537500	0.000000	22.703433	0.019983	4.7
22	-0.517119	0.000000	22.703433	0.018305	3.5
23	-0.547185	0.000000	22.703433	0.013787	3.8
24	-0.518009	0.000000	22.703433	0.012711	3.5
25	-0.555733	0.000000	22.703433	0.013083	4.3
26	-0.561482	0.000000	22.703433	0.015129	3.8
27	-0.591590	0.000000	22.703433	0.013214	3.8
28	-0.551743	0.000000	22.703433	0.014151	3.6
29	-0.568225	0.000000	22.703433	0.016617	3.8
30	-0.550293	0.000000	22.703433	0.012839	3.5
31	-0.568249	0.000000	22.703433	0.017686	3.9
32	-0.563206	0.000000	22.703433	0.010919	3.8
33	-0.559432	0.000000	22.703433	0.016563	4.0
34	-0.584388	0.000000	22.703433	0.018575	3.5
35	-0.573548	0.000000	22.703433	0.015261	3.8
36	-0.595365	0.000000	22.703433	0.015904	4.2
37	-0.587056	0.000000	22.703433	0.016408	3.8
38	-0.566763	0.000000	22.703433	0.016459	3.5
39	-0.596955	0.000000	22.703433	0.016074	3.8
40	-0.607582	0.000000	22.703433	0.017110	3.5
41	-0.566617	0.000000	22.703433	0.013525	3.6
42	-0.574975	0.000000	22.703433	0.013532	4.8
43	-0.624085	0.000000	22.703433	0.024106	3.9
44	-0.619901	0.000000	22.703433	0.016907	3.4
45	-0.629125	0.000000	22.703433	0.021204	3.9
46	-0.615829	0.000000	22.703433	0.017070	3.4
47	-0.657191	0.000000	22.703433	0.010863	3.4
48	-0.652012	0.000000	22.703433	0.016314	3.8
49	-0.614695	0.000000	22.703433	0.016797	3.7
50	-0.643571	0.000000	22.703433	0.018591	3.6
51	-0.659553	0.000000	22.703433	0.014481	3.6
52	-0.631065	0.000000	22.703433	0.017172	3.7
53	-0.702319	0.000000	22.703433	0.019771	3.7
54	-0.684382	0.000000	22.703433	0.019562	4.1
55	-0.668219	0.000000	22.703433	0.017036	3.5
56	-0.682615	0.000000	22.703433	0.016924	3.8
57	-0.662730	0.000000	22.703433	0.016042	3.5
58	-0.711998	0.000000	22.703433	0.018764	4.0
59	-0.727730	0.000000	22.703433	0.017552	3.4
60	-0.709299	0.000000	22.703433	0.024538	6.0
61	-0.734338	0.000000	22.703433	0.026785	3.9
62	-0.719730	0.000000	22.703433	0.022052	3.7
63	-0.718409	0.000000	22.703433	0.017640	3.6
64	-0.754589	0.000000	22.703433	0.019523	4.0
65	-0.731021	0.000000	22.703433	0.016863	3.6
66	-0.718512	0.000000	22.703433	0.019430	3.5
67	-0.742416	0.000000	22.703433	0.017080	3.5
68	-0.789235	0.000000	22.703433	0.015726	3.9
69	-0.802701	0.000000	22.703433	0.018177	3.7
70	-0.739203	0.000000	22.703433	0.023068	6.0
71	-0.731711	0.000000	22.703433	0.014430	6.1
72	-0.771413	0.000000	22.703433	0.013633	6.9
73	-0.787324	0.000000	22.703433	0.016306	3.7
74	-0.795053	0.000000	22.703433	0.011905	3.8
75	-0.770657	0.000000	22.703433	0.011274	3.6
76	-0.781090	0.000000	22.703433	0.013103	3.8
77	-0.775038	0.996350	21.675055	0.008749	3.8
78	-0.775123	1.113153	21.560565	0.017212	4.2
79	-0.778398	1.445223	21.241584	0.010651	4.7
80	-0.774548	1.178011	21.497513	0.012856	4.2
81	-0.765671	1.939374	20.784006	0.015503	3.6
82	-0.776249	2.939374	19.915812	0.009020	4.0
83	-0.806625	3.557083	19.414850	0.012701	3.6
84	-0.827605	3.289871	19.628432	0.013422	4.0
85	-0.767452	3.224370	19.681506	0.012680	3.8
86	-0.761634	2.957159	19.901028	0.012051	4.1
87	-0.803315	2.689947	20.125502	0.008270	5.3
