1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	0	-0.702448	5.000000	0.001736	1.000000	-0.000982	Main	true	true	WolfeSatisfied	1771.8
1	1	0	-0.710820	5.000000	0.001718	4.855774	-0.001044	Main	true	true	WolfeSatisfied	725.3
2	2	0	-0.705552	5.000000	0.001893	14.817158	0.005836	Main	true	true	WolfeSatisfied	790.0
3	3	1	-0.709265	1.436247	0.001697	41.656663	0.008892	Main	true	true	WolfeSatisfied	1245.5
4	4	1	-0.715935	1.614144	0.001691	27.351249	0.004662	Main	true	true	WolfeSatisfied	1179.3
5	5	1	-0.721970	1.614361	0.001546	22.750941	0.002323	Main	true	true	WolfeSatisfied	1289.8
6	6	1	-0.726490	1.593430	0.001888	22.724332	0.003632	Main	true	true	WolfeSatisfied	1139.7
7	7	0	-0.713603	5.000000	0.001636	15.724430	0.005658	Main	true	true	WolfeSatisfied	747.3
8	8	1	-0.720599	1.480077	0.001677	39.769020	0.006311	Main	true	true	WolfeSatisfied	1133.5
9	9	1	-0.725402	1.535309	0.001606	27.984971	0.004231	Main	true	true	WolfeSatisfied	1156.3
10	10	1	-0.728031	1.551705	0.001692	25.027391	0.003947	Main	true	true	WolfeSatisfied	1213.6
11	11	1	-0.724040	1.610493	0.001704	20.246727	0.002999	Main	true	true	WolfeSatisfied	1182.2
12	12	1	-0.735730	1.789157	0.001665	15.805633	-0.000030	Main	true	true	WolfeSatisfied	1136.3
13	13	0	-0.730398	5.000000	0.001832	14.861655	0.004794	Main	true	true	WolfeSatisfied	901.5
14	14	1	-0.727144	1.512812	0.001595	37.890774	0.008072	Main	true	true	WolfeSatisfied	1240.8
15	15	1	-0.737846	1.556178	0.001723	33.203735	0.006121	Main	true	true	WolfeSatisfied	1121.0
16	16	1	-0.735203	1.506935	0.001771	29.297315	0.004277	Main	true	true	WolfeSatisfied	1259.2
17	17	1	-0.735278	1.564148	0.001688	23.189646	0.003431	Main	true	true	WolfeSatisfied	1205.1
18	18	1	-0.739493	1.698997	0.001665	19.931803	0.002034	Main	true	true	WolfeSatisfied	1076.9
19	19	1	-0.745398	1.616204	0.001756	20.954180	0.001392	Main	true	true	WolfeSatisfied	1103.2
20	20	1	-0.741226	1.743727	0.001804	16.417332	0.001487	Main	true	true	WolfeSatisfied	1225.0
21	21	1	-0.746728	1.620760	0.001693	16.081902	0.002218	Main	true	true	WolfeSatisfied	1195.4
22	22	1	-0.748697	1.620069	0.001721	17.673042	0.002544	Main	true	true	WolfeSatisfied	1120.3
23	23	1	-0.754413	1.867225	0.001487	15.345836	0.001654	Main	true	true	WolfeSatisfied	1197.3
24	24	1	-0.750995	1.699750	0.001715	15.894320	0.001763	Main	true	true	WolfeSatisfied	1132.8
