1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.580565	0.000000	11.780621	0.016064	1236.2
1	-0.591097	0.000000	11.780621	0.013488	9.3
2	-0.567340	0.000000	11.780621	0.015600	13.9
3	-0.573180	1.000000	11.245138	0.012345	8.0
4	-0.565969	1.860610	10.821804	0.016264	5.3
5	-0.574774	0.978522	11.256127	0.016510	4.0
6	-0.560001	1.978522	10.766272	0.016995	6.8
7	-0.588938	1.860990	10.821624	0.018670	9.7
8	-0.600890	0.978902	11.255932	0.012594	9.6
9	-0.555531	0.096814	11.726559	0.007981	8.8
10	-0.549962	1.095466	11.196552	0.017900	10.0
11	-0.589736	2.095440	10.711770	0.018119	5.5
12	-0.557261	3.095440	10.267214	0.016576	8.8
13	-0.586701	2.213355	10.657358	0.014916	10.0
14	-0.591545	1.331284	11.078316	0.011686	4.4
15	-0.539179	1.912644	10.797228	0.017028	4.2
16	-0.563711	2.912571	10.345731	0.016447	6.2
17	-0.615622	3.912571	9.930450	0.016488	4.0
18	-0.567549	3.708723	10.012376	0.010118	3.9
19	-0.562901	2.826637	10.383045	0.016682	4.5
20	-0.582852	3.826625	9.964828	0.019173	4.4
21	-0.554447	4.773052	9.598903	0.010138	5.4
22	-0.588261	4.089319	9.860492	0.016857	4.8
23	-0.568466	5.089319	9.482541	0.018682	6.3
24	-0.598666	4.207231	9.814368	0.015240	3.9
25	-0.594182	3.325143	10.170260	0.018369	4.4
26	-0.553225	4.325143	9.768673	0.014326	4.8
27	-0.548980	5.325143	9.397595	0.014186	4.0
28	-0.563867	4.443055	9.723401	0.018815	4.4
29	-0.554386	3.560967	10.072609	0.016430	5.2
30	-0.571463	3.520628	10.089180	0.013325	5.2
31	-0.588420	2.638540	10.465665	0.015932	3.9
32	-0.606904	3.638529	10.040901	0.013597	4.4
33	-0.562938	4.636579	9.650002	0.014662	5.5
34	-0.556833	3.757978	9.992457	0.012119	4.4
35	-0.577854	3.485481	10.103663	0.013991	5.0
36	-0.596073	2.603402	10.481245	0.015603	4.7
37	-0.615669	1.721412	10.888101	0.015434	6.9
38	-0.594757	2.721407	10.429104	0.017317	5.2
39	-0.555208	1.839320	10.831891	0.012368	6.1
40	-0.567837	2.839320	10.377521	0.014232	4.6
41	-0.578126	1.957434	10.776162	0.019567	4.8
42	-0.561419	2.121966	10.699481	0.011823	4.2
43	-0.552641	3.121945	10.255932	0.011482	4.7
44	-0.567563	4.121331	9.847927	0.015701	5.5
45	-0.563233	5.121267	9.470943	0.011288	7.6
46	-0.589387	4.239415	9.801853	0.013437	4.7
47	-0.535060	3.965663	9.909331	0.021132	4.4
48	-0.544576	3.536608	10.082609	0.012698	4.2
49	-0.576220	2.654521	10.458594	0.014314	4.1
50	-0.573402	1.775038	10.862464	0.013582	4.9
51	-0.585515	2.775038	10.405579	0.015951	4.0
52	-0.564386	1.892950	10.806516	0.012276	6.3
53	-0.582223	1.013883	11.238046	0.009376	5.8
54	-0.569884	0.254730	11.639434	0.011067	4.3
55	-0.606059	1.242839	11.122368	0.023487	5.9
56	-0.563168	2.242839	10.643839	0.010332	5.1
57	-0.619096	1.360751	11.063718	0.016872	4.1
58	-0.572301	0.478663	11.518083	0.015776	5.4
59	-0.587040	0.687027	11.407421	0.017339	5.0
60	-0.589064	1.687027	10.904604	0.009895	6.6
61	-0.580859	2.490534	10.531605	0.015854	6.2
62	-0.608040	1.639802	10.927350	0.015272	6.1
63	-0.551728	2.639304	10.465326	0.012969	4.6
64	-0.550471	1.765887	10.866830	0.016642	5.2
65	-0.544939	2.765887	10.409586	0.017543	5.8
66	-0.564308	3.765887	9.989266	0.016021	5.9
67	-0.527878	4.765887	9.601573	0.015359	8.3
68	-0.578751	3.883813	9.941926	0.010994	4.7
69	-0.566594	3.001726	10.307302	0.009415	5.8
70	-0.559245	2.119639	10.700558	0.014799	7.8
71	-0.552147	1.237551	11.125012	0.007874	5.4
72	-0.567725	0.566628	11.471104	0.016234	6.4
73	-0.595466	0.000000	11.780621	0.015116	9.4
74	-0.532791	0.999935	11.245171	0.018662	6.8
75	-0.604570	0.117847	11.714879	0.011128	6.6
76	-0.598415	0.000000	11.780621	0.018357	4.2
77	-0.580713	1.000000	11.245138	0.012949	5.8
78	-0.579849	2.000000	10.756219	0.021159	4.2
79	-0.545697	1.575507	10.958471	0.009864	6.6
80	-0.584838	0.693419	11.404059	0.019448	7.5
81	-0.573777	1.679338	10.908301	0.018198	4.7
82	-0.590084	2.678036	10.448207	0.011203	4.1
83	-0.586028	3.678036	10.024826	0.013867	5.6
84	-0.590140	4.678017	9.634429	0.024057	4.8
85	-0.599026	5.678017	9.273292	0.016161	4.5
86	-0.596601	4.795929	9.590390	0.020742	7.4
87	-0.584110	3.913842	9.929943	0.020180	4.5
88	-0.561143	4.913842	9.546752	0.016770	4.4
89	-0.591034	5.913842	9.192037	0.007938	6.2
90	-0.567126	6.751844	8.914472	0.024850	5.2
91	-0.563951	5.960965	9.175971	0.012558	4.3
92	-0.577132	5.078877	9.486337	0.009308	5.3
93	-0.579280	5.438422	9.357330	0.012128	6.5
94	-0.560789	4.573951	9.673634	0.011965	6.1
95	-0.576600	5.557609	9.315335	0.020623	7.0
96	-0.580672	6.557606	8.977305	0.014602	4.5
97	-0.567687	7.557606	8.662947	0.014436	6.0
98	-0.565006	8.557606	8.369860	0.010443	4.9
99	-0.583107	8.734568	8.320048	0.014377	5.8
100	-0.561993	7.852481	8.574411	0.012820	9.6
101	-0.558867	8.852481	8.287185	0.015874	4.7
102	-0.549718	9.852481	8.018578	0.014649	5.6
103	-0.549317	10.852481	7.766837	0.012080	7.2
104	-0.594250	11.852318	7.530459	0.015217	5.0
105	-0.575247	10.982921	7.735161	0.013491	5.1
106	-0.603592	11.982920	7.500641	0.018684	8.1
107	-0.569902	12.982920	7.279923	0.017710	5.6
108	-0.548576	13.982920	7.071823	0.015984	7.4
109	-0.546102	13.452289	7.180743	0.008771	4.9
110	-0.565535	14.452289	6.978196	0.011867	5.0
111	-0.540062	13.570306	7.156229	0.015388	4.8
112	-0.548569	14.570287	6.955047	0.012146	4.7
113	-0.541290	15.570287	6.764864	0.017462	7.6
114	-0.552863	14.688199	6.932068	0.020725	8.3
115	-0.584560	14.751824	6.919732	0.019114	5.4
116	-0.565698	13.869736	7.094778	0.017760	5.3
117	-0.574599	12.987649	7.278910	0.014131	5.5
118	-0.611911	13.987648	7.070868	0.014664	4.8
119	-0.572504	13.106000	7.253651	0.018429	5.3
120	-0.564836	14.102977	7.047637	0.013424	6.5
121	-0.560602	15.102520	6.852514	0.013928	4.0
122	-0.584377	14.220465	7.024127	0.013875	4.4
123	-0.570093	13.338382	7.204563	0.014057	5.0
124	-0.561265	14.240979	7.020039	0.013394	4.0
125	-0.583110	15.240979	6.826334	0.018624	4.2
126	-0.597123	16.236280	6.643871	0.019550	5.0
127	-0.559109	17.236280	6.470112	0.010772	5.7
128	-0.583442	18.236280	6.305211	0.012000	4.3
129	-0.560538	17.354192	6.450221	0.013864	6.3
130	-0.560528	17.419060	6.439331	0.015521	4.0
131	-0.571412	16.536983	6.590648	0.015562	4.2
132	-0.587245	15.654895	6.749249	0.010172	4.1
133	-0.591826	16.650561	6.570766	0.015018	4.7
