1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-1.374839	627.201626	0.034098	465.0
1	-0.286338	623.504937	0.009401	8.0
2	-1.051972	619.865785	0.007763	7.9
3	-0.544953	616.282728	0.012541	7.9
4	-0.474797	612.754375	0.004693	9.7
5	-1.300141	609.279381	0.022857	7.7
6	-0.955981	605.856447	0.022299	7.8
7	-1.222406	602.484317	0.030258	7.7
8	-1.331035	599.161779	0.011065	7.8
9	-0.001560	595.887656	0.000044	10.3
10	-0.629231	592.660813	0.009417	8.1
11	-1.541366	589.480151	0.016114	7.8
12	-0.852334	586.344606	0.024075	7.9
13	-0.885009	583.253145	0.009948	7.8
14	-1.189353	580.204771	0.024628	10.4
15	-0.536069	577.198517	0.013120	7.7
16	-0.367272	574.233444	0.010056	8.6
17	-0.978344	571.308645	0.020282	7.9
18	-0.552430	568.423237	0.005620	7.5
19	-1.513223	565.576365	0.022801	10.3
20	-0.652007	562.767201	0.008242	8.0
21	-1.342804	559.994938	0.029207	7.9
22	-0.599373	557.258797	0.010021	8.1
23	-0.837157	554.558018	0.021591	8.0
24	-1.054587	551.891865	0.016528	10.3
25	-0.554882	549.259621	0.011233	7.9
26	-0.627699	546.660592	0.012890	8.2
27	-1.074402	544.094102	0.018791	7.9
28	-1.118007	541.559494	0.018882	8.0
29	-0.749677	539.056129	0.007391	9.9
30	-0.978945	536.583387	0.014665	8.3
31	-0.843797	534.140663	0.012383	9.0
32	-1.546166	531.727370	0.019295	8.8
33	-1.513079	529.342935	0.016726	9.7
34	-0.655355	526.986802	0.011940	10.2
35	-1.585412	524.658430	0.015813	8.5
36	-0.916447	522.357290	0.008618	8.6
37	-0.934205	520.082868	0.009871	8.6
38	-1.131962	517.834665	0.017692	11.4
39	-0.367621	515.612193	0.004455	8.6
40	-1.300942	513.414976	0.012628	7.7
41	-0.731715	511.242551	0.011397	8.4
42	-1.530686	509.094468	0.020748	10.5
43	-1.445719	506.970285	0.007550	8.4
44	-0.892914	504.869574	0.007627	8.1
45	-1.218487	502.791916	0.020363	8.7
46	-0.957524	500.736903	0.014786	8.6
47	-1.573682	498.704137	0.020388	10.9
48	-0.796096	496.693228	0.004960	8.9
49	-1.104148	494.703798	0.015230	8.8
50	-1.429931	492.735476	0.017104	9.1
51	-1.010609	490.787900	0.015135	10.9
52	-1.568486	488.860718	0.017221	7.8
53	-1.576374	486.953585	0.024325	7.8
54	-1.508540	485.066164	0.020394	7.7
55	-0.576523	483.198126	0.008702	10.1
56	-1.509591	481.349149	0.022294	7.6
57	-0.862507	479.518920	0.007345	7.6
58	-1.021440	477.707132	0.025188	8.0
59	-1.250455	475.913485	0.026836	8.5
60	-0.520632	474.137684	0.007919	10.8
61	-1.586279	472.379445	0.023758	8.3
62	-0.701511	470.638485	0.010277	8.1
63	-1.406942	468.914531	0.025180	7.9
64	-1.446623	467.207315	0.025590	8.2
65	-0.582207	465.516573	0.011194	12.4
66	-0.270368	463.842050	0.002843	9.0
67	-0.692217	462.183494	0.007245	8.2
68	-1.431124	460.540658	0.014170	8.2
69	-1.032821	458.913303	0.018324	8.9
70	-1.537636	457.301192	0.016898	10.1
71	-1.231034	455.704096	0.013723	8.4
72	-0.060530	454.121787	0.001201	8.4
73	-0.308693	452.554045	0.004960	8.3
74	-0.422253	451.000653	0.009440	11.6
75	-1.206437	449.461399	0.010839	9.0
76	-0.178503	447.936075	0.001952	8.5
77	-1.174298	446.424477	0.014829	11.4
78	-1.246863	444.926406	0.014705	12.5
79	-1.581334	443.441666	0.010247	9.8
80	-0.565163	441.970065	0.005559	8.5
81	-1.025959	440.511415	0.014549	8.3
82	-1.391284	439.065533	0.014324	9.5
83	-1.519452	437.632238	0.011380	9.0
84	-1.573105	436.211351	0.019540	8.4
85	-1.489343	434.802701	0.008847	8.9
86	-1.322855	433.406117	0.009851	8.4
87	-0.655502	432.021430	0.011114	11.9
88	-1.420752	430.648479	0.017645	8.2
89	-0.385139	429.287101	0.003928	8.6
90	-0.571037	427.937140	0.009373	8.8
91	-1.600911	426.598440	0.029502	10.7
92	-0.203612	425.270849	0.003542	8.5
93	-1.557800	423.954220	0.035625	8.3
94	-1.040030	422.648404	0.014160	8.9
95	-1.512210	421.353259	0.021755	8.9
96	-1.438183	420.068643	0.038556	10.0
97	-1.033298	418.794419	0.009486	9.0
98	-1.111437	417.530451	0.006991	8.9
99	-0.440346	416.276604	0.003706	15.3
100	-1.702372	415.032748	0.010636	10.2
101	-1.266809	413.798754	0.025614	9.2
102	-1.436746	412.574495	0.014318	9.5
103	-0.171379	411.359849	0.002299	13.0
