1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.626584	0.000000	20.203592	0.015794	1045.5
1	-0.591783	0.000000	20.203592	0.012232	4.4
2	-0.630102	0.000000	20.203592	0.013572	3.8
3	-0.649772	0.000000	20.203592	0.008494	4.4
4	-0.646716	0.000000	20.203592	0.009478	4.2
5	-0.638035	0.000000	20.203592	0.007844	4.3
6	-0.593581	0.987527	19.296186	0.011034	4.1
7	-0.621891	0.411642	19.815174	0.009523	3.9
8	-0.601211	0.000000	20.203592	0.014186	4.2
9	-0.606608	1.000000	19.285246	0.009679	5.5
10	-0.605786	0.399875	19.826070	0.007537	3.8
11	-0.644177	0.971372	19.310375	0.011260	4.5
12	-0.656125	1.971371	18.469748	0.011869	4.2
13	-0.643546	1.357381	18.976973	0.012844	3.8
14	-0.650562	2.357381	18.164512	0.012250	3.8
15	-0.603251	3.357369	17.418770	0.012300	4.0
16	-0.645969	4.357369	16.731839	0.008195	4.8
17	-0.604037	3.743386	17.147024	0.009039	4.2
18	-0.645819	4.742757	16.481351	0.011566	3.8
19	-0.599548	5.742754	15.865061	0.010904	4.1
20	-0.646807	5.129086	16.237668	0.008644	3.8
21	-0.592617	5.956790	15.739093	0.009239	4.1
22	-0.631266	5.447764	16.042015	0.011076	4.3
23	-0.622367	4.833885	16.423214	0.015381	4.2
24	-0.619376	5.833885	15.811182	0.009139	4.5
25	-0.643928	5.219916	16.181418	0.008499	4.0
26	-0.632786	4.895490	16.384143	0.010579	3.9
27	-0.619338	5.894460	15.775569	0.009716	4.1
28	-0.628491	5.301964	16.130941	0.012836	3.8
29	-0.608382	6.301964	15.540106	0.007469	4.1
30	-0.612537	6.137539	15.634263	0.011219	3.8
31	-0.592784	7.137177	15.078820	0.009311	4.3
32	-0.614479	6.523193	15.415197	0.014688	3.9
33	-0.634187	7.523162	14.874768	0.008400	4.0
34	-0.616675	8.037192	14.611448	0.012545	4.2
35	-0.620207	7.423833	14.926749	0.006381	4.0
36	-0.633925	6.878796	15.218571	0.008061	4.1
37	-0.658659	7.877446	14.692276	0.010280	3.7
38	-0.633750	8.874621	14.201868	0.011617	3.8
39	-0.644731	9.874620	13.741883	0.010927	4.3
40	-0.614630	9.345801	13.981355	0.012149	4.3
41	-0.653729	10.343430	13.536343	0.009768	4.3
42	-0.603046	11.339903	13.119255	0.009693	4.1
43	-0.588289	10.943695	13.281977	0.010372	3.9
44	-0.602597	10.329732	13.542262	0.012271	4.5
45	-0.617711	9.715774	13.812949	0.011726	3.9
46	-0.586090	10.715774	13.377426	0.007953	4.6
47	-0.619060	11.698123	12.975528	0.004965	4.0
48	-0.620772	11.766365	12.948505	0.007067	3.7
49	-0.642020	11.543988	13.036983	0.009556	4.7
50	-0.611961	12.541960	12.649095	0.006891	3.9
51	-0.652520	13.484378	12.303410	0.007676	4.0
52	-0.596107	14.205428	12.051421	0.015294	4.0
53	-0.596745	14.356725	11.999851	0.009040	3.9
54	-0.645321	15.356621	11.669825	0.010558	4.6
55	-0.615378	14.853288	11.833654	0.009365	4.7
56	-0.636770	15.676136	11.568160	0.011662	4.1
57	-0.620222	16.561712	11.295423	0.007830	4.1
58	-0.619278	15.947723	11.483128	0.011362	3.9
59	-0.629893	16.873428	11.202456	0.008231	3.9
60	-0.601254	17.870184	10.915189	0.009745	4.1
61	-0.628735	17.256195	11.090372	0.012508	4.0
62	-0.641217	16.643676	11.270829	0.010584	4.0
63	-0.664523	16.029719	11.457700	0.010689	4.1
64	-0.648612	17.029719	11.156417	0.013987	4.4
65	-0.605680	16.416344	11.339307	0.012433	4.0
66	-0.620553	17.416343	11.044139	0.007541	4.1
67	-0.621543	18.262916	10.806009	0.011041	4.0
68	-0.608063	19.262195	10.537812	0.008303	4.1
69	-0.647498	18.648236	10.700991	0.006817	4.1
70	-0.598433	19.648197	10.437743	0.009182	3.7
71	-0.651242	19.184488	10.558189	0.011184	4.0
72	-0.628812	20.182804	10.302247	0.012424	4.0
73	-0.647648	19.891169	10.375723	0.013243	3.7
74	-0.630117	20.891168	10.128040	0.010886	3.9
75	-0.612031	20.277178	10.278692	0.009088	3.7
76	-0.610542	20.829548	10.142960	0.011538	4.1
77	-0.622357	20.216504	10.293824	0.008086	4.1
78	-0.579058	19.612903	10.446813	0.008424	3.8
79	-0.582805	19.009683	10.604318	0.014951	4.2
80	-0.682069	18.748492	10.674001	0.014198	4.4
