1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-1.055293	627.201626	0.011508	488.5
1	-1.190672	623.504937	0.014062	8.2
2	-0.793873	619.865785	0.015839	9.6
3	-1.265325	616.282728	0.010050	10.4
4	-0.227292	612.754375	0.002155	9.1
5	-1.286582	609.279381	0.014220	10.4
6	-1.050032	605.856447	0.020350	8.6
7	-0.015938	602.484317	0.000120	10.1
8	-0.647121	599.161779	0.007442	9.3
9	-0.796831	595.887656	0.010958	11.0
10	-0.758498	592.660813	0.006698	8.8
11	-0.803182	589.480151	0.013460	10.0
12	-0.832161	586.344606	0.014067	10.9
13	-0.967853	583.253145	0.020010	9.8
14	-1.110235	580.204771	0.021599	8.4
15	-1.282544	577.198517	0.014483	10.3
16	-1.028426	574.233444	0.013642	8.3
17	-1.276260	571.308645	0.019465	10.2
18	-1.282317	568.423237	0.021463	9.5
19	-0.808132	565.576365	0.008465	9.1
20	-0.009305	562.767201	0.000009	9.4
21	-0.341434	559.994938	0.005929	10.6
22	-0.571967	557.258797	0.013596	8.6
23	-1.188822	554.558018	0.020280	9.5
24	-1.241266	551.891865	0.018085	12.0
25	-1.122137	549.259621	0.020964	8.8
26	-1.264087	546.660592	0.015110	8.4
27	-1.004275	544.094102	0.014425	8.0
28	-0.865453	541.559494	0.017639	11.8
29	-1.269139	539.056129	0.019131	10.5
30	-1.097008	536.583387	0.014210	8.0
31	-0.275613	534.140663	0.004894	8.7
32	-0.185379	531.727370	0.004465	10.5
33	-0.790624	529.342935	0.009956	9.8
34	-1.193827	526.986802	0.017621	8.9
35	-1.079610	524.658430	0.028934	8.6
36	-0.438555	522.357290	0.004843	9.7
37	-0.312631	520.082868	0.005848	7.4
38	-1.235332	517.834665	0.018672	9.9
39	-0.983774	515.612193	0.015880	9.5
40	-0.694764	513.414976	0.012442	9.4
41	-0.647507	511.242551	0.011691	13.3
42	-1.376902	509.094468	0.012229	8.9
43	-1.162419	506.970285	0.015604	10.1
44	-0.774157	504.869574	0.016132	11.0
45	-0.661401	502.791916	0.009042	8.2
46	-0.477248	500.736903	0.004542	12.2
47	-1.314902	498.704137	0.015853	11.1
48	-1.350748	496.693228	0.024961	12.0
49	-0.522192	494.703798	0.005784	13.2
50	-0.737884	492.735476	0.010785	8.8
51	-0.042725	490.787900	0.001921	9.1
52	-0.951586	488.860718	0.012247	13.2
53	-1.313805	486.953585	0.015120	10.0
54	-1.176483	485.066164	0.011315	10.0
55	-1.040484	483.198126	0.016572	9.2
56	-1.273714	481.349149	0.017197	10.9
57	-0.609736	479.518920	0.011124	9.5
58	-1.001899	477.707132	0.008874	8.5
59	-1.185434	475.913485	0.014672	7.8
60	-0.652387	474.137684	0.007375	8.3
61	-1.187810	472.379445	0.011882	11.1
62	-0.017788	470.638485	0.000246	9.1
63	-0.091210	468.914531	0.001926	7.7
64	-0.540710	467.207315	0.007679	8.7
65	-1.241257	465.516573	0.011598	10.7
66	-0.439531	463.842050	0.006930	10.2
67	-0.580363	462.183494	0.011627	8.5
68	-0.814628	460.540658	0.007076	8.2
69	-0.577778	458.913303	0.008505	8.6
70	-0.166591	457.301192	0.002603	10.0
71	-1.323825	455.704096	0.017166	9.9
72	-0.551292	454.121787	0.006871	8.8
73	-1.311475	452.554045	0.015232	10.3
74	-1.098331	451.000653	0.016791	10.3
75	-1.374222	449.461399	0.018373	9.6
76	-0.183650	447.936075	0.004259	9.0
77	-0.671184	446.424477	0.006968	8.4
78	-0.497739	444.926406	0.007505	12.4
79	-1.151491	443.441666	0.010763	10.6
80	-1.279780	441.970065	0.012271	9.9
81	-1.168299	440.511415	0.014458	11.9
82	-1.184301	439.065533	0.009328	10.2
83	-0.678359	437.632238	0.008475	10.7
84	-0.886717	436.211351	0.008907	12.3
85	-1.058024	434.802701	0.015115	12.5
86	-0.223953	433.406117	0.004029	10.9
87	-1.251800	432.021430	0.021785	12.0
88	-1.091065	430.648479	0.026378	12.0
89	-0.822114	429.287101	0.011216	14.6
90	-0.967669	427.937140	0.012396	10.5
91	-0.530703	426.598440	0.003948	10.2
92	-1.145092	425.270849	0.009581	13.2
93	-0.240530	423.954220	0.003624	9.5
94	-1.018690	422.648404	0.011931	12.4
95	-0.252844	421.353259	0.004169	10.4
96	-0.617093	420.068643	0.015313	13.2
97	-0.178718	418.794419	0.002380	11.6
98	-1.220265	417.530451	0.011770	10.4
99	-0.835777	416.276604	0.011567	12.0
100	-0.854504	415.032748	0.016399	17.4
101	-1.324406	413.798754	0.010085	12.8
102	-0.913386	412.574495	0.017687	11.8
103	-1.040002	411.359849	0.010088	12.6
