1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.584877	0.000000	6.495373	0.017615	992.7
1	-0.611637	0.000000	6.495373	0.016403	3.6
2	-0.586391	0.999998	6.200130	0.020974	3.8
3	-0.607633	1.999992	5.930560	0.013203	4.1
4	-0.603602	1.073025	6.179617	0.011270	3.7
5	-0.607388	0.277818	6.410565	0.017028	3.7
6	-0.595139	0.000000	6.495373	0.023447	3.8
7	-0.614222	1.000000	6.200129	0.018455	3.9
8	-0.611297	0.126574	6.456458	0.017652	3.8
9	-0.597077	0.711635	6.282477	0.024414	3.5
10	-0.588478	0.000000	6.495373	0.023857	3.7
11	-0.638469	0.000000	6.495373	0.022521	3.9
12	-0.594900	0.437957	6.362679	0.020374	3.6
13	-0.608827	0.000000	6.495373	0.030333	3.7
14	-0.625420	0.000000	6.495373	0.018698	4.0
15	-0.572373	0.000000	6.495373	0.011476	3.8
16	-0.605298	0.999999	6.200129	0.019532	3.7
17	-0.647401	0.142480	6.451601	0.020507	4.0
18	-0.611244	1.142286	6.160287	0.014230	3.6
19	-0.601003	2.142254	5.894104	0.019367	4.2
20	-0.603006	2.206295	5.877838	0.015220	4.3
21	-0.577796	3.206294	5.635016	0.024326	3.7
22	-0.616788	4.181236	5.416845	0.026652	3.7
23	-0.605604	5.181236	5.209947	0.020272	4.0
24	-0.644495	4.254269	5.401180	0.014285	3.9
25	-0.612200	4.671563	5.313383	0.018056	3.7
26	-0.593255	5.671484	5.114183	0.009769	3.6
27	-0.571322	4.861663	5.274326	0.022158	4.3
28	-0.594179	3.949690	5.467116	0.018694	3.6
29	-0.612952	4.949690	5.256434	0.022178	3.7
30	-0.596230	4.184122	5.416224	0.025976	3.9
31	-0.634015	3.257154	5.623200	0.023873	3.8
32	-0.641282	2.330187	5.846624	0.020710	3.6
33	-0.594877	1.403220	6.088537	0.026079	3.6
34	-0.590919	2.403054	5.828421	0.019541	3.6
35	-0.613946	3.403054	5.589581	0.017035	4.0
36	-0.605137	2.476087	5.810289	0.012070	3.6
37	-0.661113	1.578552	6.041257	0.020956	3.7
38	-0.634039	1.058716	6.183626	0.024119	4.0
39	-0.595570	2.058710	5.915458	0.012108	3.8
40	-0.595519	1.356429	6.101280	0.023695	3.6
41	-0.602350	2.356429	5.840056	0.030575	4.0
42	-0.609054	3.356392	5.600289	0.014735	3.6
43	-0.580162	4.356392	5.379426	0.018545	3.9
44	-0.599997	5.356390	5.175324	0.020208	3.6
45	-0.589012	6.325878	4.991709	0.021235	3.5
