1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.598297	42.000000	0.002776	1.000000	-0.002199	Main	true	true	WolfeSatisfied	407.5
1	1	1	-0.637229	0.523369	0.002747	215.305673	0.343281	Main	true	true	WolfeSatisfied	235.7
2	2	1	-0.698928	0.954892	0.002407	44.306606	-0.009355	Main	true	true	WolfeSatisfied	245.8
3	3	1	-0.727102	0.486588	0.002627	42.935598	-0.016718	Main	true	true	WolfeSatisfied	231.2
4	4	1	-0.735645	0.372599	0.002331	43.518015	-0.030591	Main	true	true	WolfeSatisfied	240.7
5	5	1	-0.768071	0.500612	0.001783	27.897715	0.000347	Main	true	true	WolfeSatisfied	246.2
6	6	0	-0.768619	2.000000	0.002269	10.522754	0.002752	Main	true	true	WolfeSatisfied	163.1
7	7	0	-0.786545	2.000000	0.002002	8.438564	0.002457	Main	true	true	WolfeSatisfied	166.0
8	8	0	-0.789605	2.000000	0.001585	9.903094	-0.000239	Main	true	true	WolfeSatisfied	158.8
9	9	1	-0.805492	1.134447	0.001304	11.933064	-0.000809	Main	true	true	WolfeSatisfied	242.1
10	10	0	-0.797691	2.000000	0.001912	9.244175	0.003943	Main	true	true	WolfeSatisfied	243.8
11	11	0	-0.807851	2.000000	0.002415	10.389237	0.012152	Main	true	true	WolfeSatisfied	237.9
12	12	1	-0.814905	1.115716	0.001380	10.689888	0.000848	Main	true	true	WolfeSatisfied	304.4
13	13	0	-0.802815	2.000000	0.001737	5.644456	0.001629	Main	true	true	WolfeSatisfied	176.7
14	14	0	-0.827275	2.000000	0.001858	5.728937	0.005089	Main	true	true	WolfeSatisfied	173.3
15	15	0	-0.813582	2.000000	0.002275	6.785832	0.008222	Main	true	true	WolfeSatisfied	165.7
16	16	0	-0.812729	2.000000	0.002189	11.275508	0.011268	Main	true	true	WolfeSatisfied	188.4
17	17	1	-0.837609	0.971150	0.001080	10.262937	0.000777	Main	true	true	WolfeSatisfied	275.2
