1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-1.038116	627.201626	0.008980	479.6
1	-1.054408	623.504937	0.010386	7.7
2	-0.803338	619.865785	0.010149	7.7
3	-1.269513	616.282728	0.008959	7.5
4	-0.205667	612.754375	0.002864	9.9
5	-1.190865	609.279381	0.011204	7.8
6	-0.956446	605.856447	0.011728	7.5
7	-0.015084	602.484317	0.000161	7.6
8	-0.556992	599.161779	0.004461	7.5
9	-0.805296	595.887656	0.012920	10.1
10	-0.660253	592.660813	0.006519	8.8
11	-0.792644	589.480151	0.010920	8.2
12	-0.707739	586.344606	0.014297	7.4
13	-0.815547	583.253145	0.007884	10.2
14	-1.039575	580.204771	0.010789	15.1
15	-1.083390	577.198517	0.010364	13.8
16	-1.070237	574.233444	0.010232	14.3
17	-1.281470	571.308645	0.012082	13.2
18	-1.152154	568.423237	0.010723	13.5
19	-0.777335	565.576365	0.009554	12.3
20	-0.009154	562.767201	0.000034	14.0
21	-0.315632	559.994938	0.006132	15.2
22	-0.650161	557.258797	0.014577	14.6
23	-1.061422	554.558018	0.014352	14.6
24	-1.167365	551.891865	0.012936	16.4
25	-0.946935	549.259621	0.014122	16.0
26	-1.263225	546.660592	0.008971	13.6
27	-1.000960	544.094102	0.012457	13.7
28	-0.807814	541.559494	0.009316	13.3
29	-1.141193	539.056129	0.007348	8.1
30	-1.031570	536.583387	0.007174	8.2
31	-0.315988	534.140663	0.004697	8.1
32	-0.160703	531.727370	0.003553	8.3
33	-0.750968	529.342935	0.009463	12.3
34	-1.192538	526.986802	0.011665	7.7
35	-1.097795	524.658430	0.017980	7.6
36	-0.439646	522.357290	0.006268	7.3
37	-0.282820	520.082868	0.002284	6.9
38	-1.110142	517.834665	0.011679	11.4
39	-0.912375	515.612193	0.010426	9.1
40	-0.794017	513.414976	0.012750	9.2
41	-0.659961	511.242551	0.006132	7.7
42	-1.251038	509.094468	0.014324	9.0
43	-1.155554	506.970285	0.015599	9.9
44	-0.694794	504.869574	0.009459	7.7
45	-0.664711	502.791916	0.009619	7.6
46	-0.478236	500.736903	0.004859	7.6
47	-1.140294	498.704137	0.011812	9.4
48	-1.218836	496.693228	0.015385	7.8
49	-0.451988	494.703798	0.005015	7.6
50	-0.643284	492.735476	0.007083	7.5
51	-0.039628	490.787900	0.000390	7.6
52	-0.829800	488.860718	0.010775	10.2
53	-1.171353	486.953585	0.012021	7.9
54	-1.086727	485.066164	0.008521	7.5
55	-0.974649	483.198126	0.015608	7.7
56	-1.141312	481.349149	0.010543	8.6
57	-0.674894	479.518920	0.008309	11.5
58	-0.951313	477.707132	0.012381	7.5
59	-0.952578	475.913485	0.017379	9.0
