1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.578907	0.000000	5.194196	0.012617	1057.2
1	-0.603177	0.000000	5.194196	0.025096	4.9
2	-0.573258	0.000000	5.194196	0.012289	4.2
3	-0.600793	0.000000	5.194196	0.017177	4.0
4	-0.582045	0.000000	5.194196	0.014214	4.2
5	-0.591884	0.722268	5.021488	0.017465	3.9
6	-0.559782	1.722249	4.800498	0.014095	4.1
7	-0.597703	0.775127	5.009299	0.013387	4.0
8	-0.604750	0.590508	5.052133	0.024373	6.2
9	-0.575830	0.000000	5.194196	0.016694	4.1
10	-0.566804	1.000000	4.958096	0.015808	3.9
11	-0.583006	1.999992	4.742529	0.015027	5.1
12	-0.546339	1.133818	4.928120	0.017753	4.0
13	-0.577598	2.123803	4.717136	0.015582	4.0
14	-0.590638	1.179163	4.918045	0.011314	3.9
15	-0.547410	0.749474	5.015207	0.018884	3.9
16	-0.583659	0.000000	5.194196	0.013892	5.3
17	-0.610319	0.999449	4.958220	0.015382	4.5
18	-0.586009	0.052334	5.181284	0.019267	5.2
19	-0.573204	1.051988	4.946408	0.018598	4.1
20	-0.559085	2.051988	4.731831	0.015425	4.0
21	-0.555572	1.105884	4.934348	0.016278	4.3
22	-0.605920	2.089921	4.724058	0.012583	4.3
23	-0.576751	3.089801	4.527979	0.010605	4.0
24	-0.618794	3.610468	4.432184	0.015909	4.0
25	-0.584476	2.677121	4.606900	0.013581	6.9
26	-0.558227	3.508654	4.450596	0.017103	4.1
27	-0.557378	4.507967	4.276237	0.017386	4.0
28	-0.560182	5.506151	4.115200	0.014560	4.0
29	-0.582089	4.614045	4.258528	0.020208	5.0
30	-0.584500	5.613805	4.098554	0.019548	3.9
31	-0.589963	6.459993	3.972256	0.011008	3.9
32	-0.608143	5.519826	4.113078	0.014187	3.9
33	-0.576314	6.134166	4.019955	0.022258	5.4
34	-0.550763	7.134146	3.877072	0.016662	4.7
35	-0.585941	6.187790	4.012026	0.012842	3.9
36	-0.583941	6.292699	3.996604	0.017043	5.4
37	-0.608740	6.121540	4.021826	0.011784	4.4
38	-0.594321	6.420209	3.978019	0.018075	3.9
39	-0.576536	5.850688	4.062396	0.019176	4.6
40	-0.564134	4.903565	4.210931	0.009185	4.0
41	-0.571850	5.015535	4.192807	0.018384	6.2
42	-0.572290	4.070191	4.350909	0.016737	4.9
43	-0.564773	3.125912	4.521202	0.015378	7.2
44	-0.578719	4.125912	4.341260	0.011827	4.1
45	-0.553809	5.125592	4.175144	0.014546	4.8
46	-0.581561	5.447818	4.124277	0.014325	3.9
47	-0.565332	6.447816	3.974018	0.012005	4.9
48	-0.561020	7.446423	3.834511	0.010295	4.2
49	-0.581767	6.543118	3.960268	0.024436	7.4
50	-0.590742	6.607338	3.951055	0.017708	5.2
51	-0.594673	7.607225	3.812957	0.009173	4.6
52	-0.566834	6.715583	3.935624	0.012097	5.1
53	-0.585785	7.262081	3.859522	0.015996	4.9
54	-0.568726	8.260835	3.727786	0.016557	3.9
55	-0.620334	7.628310	3.810149	0.024927	8.5
56	-0.557738	8.628006	3.681588	0.015589	6.4
57	-0.620590	7.682850	3.802904	0.014711	3.9
58	-0.587824	8.141685	3.743027	0.010483	6.2
59	-0.601012	9.134425	3.619718	0.014134	4.0
60	-0.590157	8.213437	3.733834	0.020946	4.8
61	-0.577377	7.266315	3.858944	0.015939	5.4
62	-0.613306	8.266188	3.727104	0.016024	4.2
63	-0.554624	9.255175	3.605271	0.018240	6.8
64	-0.544382	10.242707	3.491315	0.018660	6.3
65	-0.563074	11.149480	3.392842	0.013774	3.9
66	-0.579657	12.113888	3.294029	0.016765	5.5
67	-0.541352	13.113639	3.197493	0.022594	5.6
68	-0.585470	14.113639	3.106432	0.020019	3.9
69	-0.551804	13.166535	3.192543	0.019507	4.9
70	-0.580797	14.166535	3.101759	0.020066	5.9
71	-0.586023	15.122020	3.019713	0.017357	5.1
72	-0.575200	14.209615	3.097964	0.015861	4.7
73	-0.592914	15.209608	3.012408	0.022898	4.7
74	-0.549543	16.191372	2.932888	0.014881	5.0
75	-0.612921	15.269029	3.007473	0.030087	4.9
76	-0.605804	16.140474	2.936907	0.016118	4.0
77	-0.581261	15.193351	3.013761	0.018832	3.9
78	-0.577412	14.296132	3.090370	0.010023	6.9
79	-0.545015	13.349037	3.175580	0.015331	5.0
80	-0.596418	13.042022	3.204220	0.018422	5.3
81	-0.573295	12.962520	3.211720	0.016478	5.2
82	-0.571151	12.052524	3.300145	0.012887	5.2
83	-0.587419	11.107044	3.397327	0.018572	4.0
84	-0.595016	10.159923	3.500590	0.012225	5.1
85	-0.611909	11.152576	3.392516	0.015757	4.0
86	-0.593950	12.152478	3.290195	0.016461	7.7
87	-0.583673	11.212582	3.386196	0.015412	4.9
88	-0.574285	12.212572	3.284242	0.018096	5.0
89	-0.607758	11.348484	3.371970	0.012435	5.2
90	-0.578798	10.402489	3.473550	0.016927	5.1
91	-0.568033	9.455366	3.581573	0.017022	4.1
92	-0.563168	10.455366	3.467711	0.014257	3.9
93	-0.597146	11.455223	3.360880	0.025549	6.2
94	-0.581645	10.509775	3.461723	0.012517	5.8
95	-0.562483	11.509775	3.355241	0.013512	5.1
96	-0.581003	10.562742	3.455914	0.013956	5.9
97	-0.560920	9.616570	3.562715	0.013912	5.1
98	-0.581851	8.714957	3.670815	0.018240	4.2
99	-0.594664	7.769556	3.791443	0.016083	5.0
100	-0.595240	7.543657	3.821449	0.015820	4.0
101	-0.547206	6.620252	3.949208	0.010680	7.1
102	-0.556526	5.693652	4.086294	0.019828	5.2
103	-0.553069	4.746529	4.236615	0.010165	7.0
104	-0.589927	5.746511	4.078219	0.023173	5.4
105	-0.588839	4.870438	4.216323	0.016109	4.6
106	-0.594056	5.867146	4.059907	0.015088	4.0
107	-0.589528	5.171969	4.167746	0.020946	5.3
108	-0.572957	4.224978	4.324211	0.020661	7.4
109	-0.538521	5.224978	4.159322	0.018667	4.5
110	-0.562409	6.224978	4.006546	0.018445	4.0
111	-0.538193	7.224824	3.864616	0.012759	5.2
112	-0.550154	6.277974	3.998762	0.018635	4.3
113	-0.530077	6.107946	4.023843	0.015854	4.1
114	-0.567818	6.876309	3.912933	0.011780	4.4
115	-0.587479	7.875724	3.777503	0.014941	4.5
116	-0.573822	6.978274	3.898672	0.020318	6.0
117	-0.563444	7.970590	3.765133	0.023685	4.4
118	-0.626132	8.970590	3.639505	0.020123	4.9
119	-0.553039	8.023467	3.758273	0.011791	4.1
120	-0.577336	7.696321	3.801119	0.024933	4.0
121	-0.560690	7.716177	3.798490	0.011056	4.2
122	-0.582686	8.705492	3.671985	0.014531	3.9
123	-0.587886	9.696891	3.553393	0.016468	4.0
124	-0.566611	10.696880	3.441289	0.018810	4.6
125	-0.596451	10.403477	3.473441	0.012386	6.1
126	-0.595710	11.403162	3.366280	0.020472	4.4
127	-0.547942	11.186404	3.388950	0.015538	4.0
128	-0.599798	10.239281	3.491698	0.025502	61.0
129	-0.563249	9.292184	3.600867	0.015767	10.3
130	-0.580254	8.348346	3.716670	0.015107	9.4
131	-0.584120	9.320939	3.597452	0.016000	9.8
132	-0.570693	8.378048	3.712912	0.020209	6.3
133	-0.601250	7.591697	3.815028	0.019475	7.0
134	-0.549040	6.956841	3.901661	0.020063	4.7
135	-0.549812	6.009718	4.038477	0.015721	4.0
136	-0.579928	6.667325	3.942489	0.016239	5.0
137	-0.565369	7.517297	3.824981	0.019694	5.4
138	-0.582576	6.704667	3.937175	0.018535	6.0
139	-0.537681	7.704667	3.800013	0.015804	7.4
140	-0.556957	8.704594	3.672096	0.015870	4.8
141	-0.575747	9.704587	3.552502	0.010158	5.0
142	-0.544317	8.776628	3.663213	0.016335	3.9
143	-0.569203	9.615504	3.562839	0.014927	4.0
144	-0.564478	8.668396	3.676576	0.011879	3.9
145	-0.544525	8.410958	3.708758	0.015898	4.2
146	-0.574430	7.623355	3.810808	0.018119	7.2
147	-0.585882	8.623354	3.682166	0.024551	7.0
148	-0.544436	7.676235	3.803781	0.015475	3.9
149	-0.578859	6.729116	3.933704	0.014490	5.1
150	-0.541810	6.062647	4.030578	0.014488	4.0
151	-0.616397	5.115534	4.176752	0.013995	4.0
152	-0.568000	6.115473	4.022726	0.018384	4.4
153	-0.586302	7.115473	3.879647	0.011314	4.9
154	-0.567231	7.760412	3.792648	0.018939	5.4
155	-0.609643	8.751170	3.666347	0.018446	8.5
156	-0.616938	9.499306	3.576413	0.026801	7.8
157	-0.561116	10.499306	3.462874	0.019656	8.3
158	-0.597035	11.499305	3.356322	0.016824	6.5
159	-0.539629	10.560397	3.456171	0.016380	10.3
160	-0.565351	10.987928	3.409978	0.013109	4.8
161	-0.573156	11.839052	3.321598	0.020413	4.1
162	-0.548500	12.839045	3.223440	0.016597	6.4
163	-0.601730	11.891946	3.316256	0.016993	6.3
164	-0.583495	12.891943	3.218409	0.014688	4.4
165	-0.565525	11.945504	3.310865	0.010606	4.6
166	-0.612588	12.944247	3.213449	0.021173	5.2
167	-0.574803	13.937357	3.122106	0.011548	5.2
168	-0.560094	14.936878	3.035270	0.014174	6.2
169	-0.616518	14.655380	3.059233	0.017742	6.0
170	-0.575678	13.949896	3.120986	0.017879	4.1
171	-0.560831	14.949829	3.034176	0.016915	5.2
172	-0.579614	14.004541	3.116113	0.015725	5.7
173	-0.577533	15.001998	3.029780	0.017875	4.2
174	-0.555621	16.001980	2.947900	0.010006	6.8
175	-0.608522	16.641982	2.897778	0.019471	6.5
176	-0.568588	17.641864	2.822797	0.019833	5.1
177	-0.616316	16.694741	2.893722	0.014919	3.9
178	-0.591259	15.747627	2.968304	0.018365	7.0
179	-0.571221	14.907236	3.037775	0.011006	8.7
180	-0.579463	13.971339	3.119072	0.017104	14.7
181	-0.564454	14.214994	3.097491	0.019528	18.0
182	-0.570129	15.214773	3.011979	0.016677	24.7
183	-0.552298	16.214738	2.931046	0.014675	13.5
184	-0.564215	16.517087	2.907425	0.020467	13.0
185	-0.590707	17.320333	2.846482	0.017007	23.8
186	-0.569393	16.373210	2.918618	0.014977	12.6
187	-0.592600	17.373145	2.842564	0.022901	11.9
188	-0.576686	16.516011	2.907508	0.011788	7.7
189	-0.556921	15.570433	2.982686	0.015201	15.2
190	-0.547869	16.505292	2.908339	0.018362	10.7
191	-0.584782	17.505256	2.832811	0.016719	6.7
192	-0.591133	18.504936	2.761126	0.018026	11.3
193	-0.585770	18.936395	2.731296	0.012479	10.3
194	-0.588673	19.898699	2.667032	0.017924	5.3
195	-0.562202	20.889584	2.603944	0.025165	10.3
196	-0.605267	21.879068	2.543855	0.018359	6.8
197	-0.592791	22.874909	2.486116	0.016246	10.6
198	-0.550389	23.874868	2.430717	0.011269	6.6
199	-0.595457	23.740260	2.438031	0.015300	6.7
200	-0.544383	22.809630	2.489821	0.015716	4.4
201	-0.580822	23.006747	2.478668	0.013753	4.0
202	-0.581499	22.069268	2.532621	0.016693	5.4
203	-0.563603	21.531824	2.564624	0.024996	4.6
204	-0.584585	20.584701	2.623035	0.025305	5.3
205	-0.577134	19.637578	2.684169	0.011978	5.6
206	-0.578230	18.712596	2.746688	0.026037	4.5
207	-0.553985	17.765474	2.813796	0.018270	4.4
208	-0.572096	16.818351	2.884264	0.017111	4.2
209	-0.546266	15.913461	2.954969	0.020468	5.0
210	-0.580309	16.005222	2.947641	0.019222	4.1
211	-0.599245	15.058099	3.025066	0.016529	4.2
212	-0.592106	16.058099	2.943435	0.017376	6.0
213	-0.596517	17.054606	2.866358	0.017115	4.9
214	-0.583633	17.250380	2.851687	0.019912	4.2
215	-0.609375	18.250379	2.779034	0.016730	4.3
216	-0.538730	17.303260	2.847750	0.019964	4.9
217	-0.566556	18.303260	2.775294	0.014300	4.0
218	-0.627410	19.301738	2.706536	0.015696	4.7
219	-0.568819	20.301738	2.641006	0.015482	5.0
220	-0.571988	19.354618	2.702990	0.014768	5.9
221	-0.550207	20.354618	2.637629	0.019143	5.0
222	-0.576799	19.407501	2.699452	0.014415	4.9
223	-0.559615	18.460941	2.764205	0.024047	4.8
224	-0.577088	18.045924	2.793585	0.011746	4.1
225	-0.617897	17.100726	2.862888	0.019271	5.1
226	-0.601682	16.153604	2.935869	0.013400	5.5
227	-0.568989	17.149999	2.859191	0.018796	3.9
228	-0.568699	18.131962	2.787443	0.021272	7.2
229	-0.555109	19.131893	2.717991	0.014992	5.0
230	-0.581469	18.327217	2.773604	0.010410	4.0
231	-0.592431	19.182985	2.714535	0.014996	4.9
232	-0.580638	20.157305	2.650274	0.011865	5.7
233	-0.574789	19.258131	2.709468	0.013845	4.9
234	-0.548440	18.819851	2.739290	0.015270	4.9
235	-0.609657	19.741140	2.677346	0.018834	5.8
236	-0.576689	18.795980	2.740933	0.018807	5.9
237	-0.535429	19.795979	2.673747	0.018752	4.2
238	-0.568996	20.753085	2.612457	0.012964	5.3
239	-0.544493	19.805962	2.673093	0.014027	4.1
240	-0.560308	18.923794	2.732158	0.014432	5.1
241	-0.561269	17.980153	2.798299	0.020191	4.6
242	-0.583184	18.979615	2.728343	0.013986	4.2
243	-0.590667	18.049518	2.793328	0.020007	6.1
244	-0.582807	19.049203	2.723603	0.015225	5.2
245	-0.543726	20.043462	2.657625	0.019529	5.6
246	-0.616484	21.043140	2.594433	0.012581	7.7
247	-0.593304	20.097436	2.654134	0.018269	7.9
248	-0.605446	19.179641	2.714761	0.019361	7.7
249	-0.581346	19.527755	2.691442	0.011812	22.8
250	-0.559437	18.684920	2.748604	0.015578	8.3
251	-0.587074	18.112445	2.788834	0.012524	11.7
252	-0.565533	19.110784	2.719421	0.015402	9.4
253	-0.595926	20.064380	2.656271	0.027391	9.3
254	-0.579336	21.058595	2.593480	0.012501	5.2
255	-0.559282	20.426200	2.633071	0.016774	10.1
256	-0.561322	19.479080	2.694679	0.010606	6.5
257	-0.591970	18.561756	2.757161	0.012011	10.2
258	-0.579118	19.447714	2.696768	0.018463	5.9
259	-0.611648	19.939172	2.664395	0.018540	8.1
260	-0.569829	20.809960	2.608903	0.019220	7.1
261	-0.603447	21.807784	2.548091	0.023225	11.9
262	-0.584699	22.807783	2.489926	0.011423	9.6
263	-0.579626	23.801394	2.434704	0.017720	5.5
264	-0.569619	22.861012	2.486904	0.021657	9.2
265	-0.615077	21.913889	2.541791	0.018433	9.3
266	-0.582636	22.913881	2.483910	0.015497	12.6
267	-0.589218	23.899790	2.429368	0.018010	8.1
268	-0.583400	24.898971	2.376483	0.023251	6.6
269	-0.585435	25.898969	2.325811	0.030705	4.1
270	-0.566495	24.951855	2.373748	0.016118	4.2
271	-0.566098	24.094720	2.418867	0.013948	6.1
272	-0.581776	23.319967	2.461151	0.019695	6.1
273	-0.605658	24.319965	2.406845	0.011194	4.0
274	-0.553804	25.308346	2.355474	0.017036	4.1
275	-0.559910	25.355169	2.353095	0.015563	3.9
276	-0.559266	26.263762	2.307859	0.017065	4.0
277	-0.566983	26.578401	2.292597	0.009891	4.2
278	-0.536617	25.631483	2.339152	0.023610	4.2
279	-0.593372	26.631465	2.290043	0.017753	4.0
280	-0.562990	27.631132	2.242969	0.021442	4.5
