1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.655736	0.000000	14.602427	0.011756	1069.6
1	-0.640181	0.000000	14.602427	0.013619	3.9
2	-0.665398	0.000000	14.602427	0.008882	4.4
3	-0.684204	0.000000	14.602427	0.018252	4.7
4	-0.654536	0.000000	14.602427	0.018024	3.9
5	-0.657164	0.999905	13.938740	0.014982	3.9
6	-0.642165	0.332294	14.374965	0.012962	4.4
7	-0.662600	1.324624	13.735997	0.011810	4.3
8	-0.655797	2.324600	13.147105	0.013782	8.1
9	-0.651421	3.324600	12.606619	0.013499	6.6
10	-0.639632	2.678488	12.950614	0.007557	19.9
11	-0.665809	3.662534	12.433879	0.012466	16.3
12	-0.691629	4.580514	11.987678	0.018969	10.0
13	-0.680818	5.580480	11.536698	0.005937	6.2
14	-0.679946	4.912870	11.833925	0.012113	6.1
15	-0.629800	4.578128	11.988796	0.011842	6.7
16	-0.696370	4.541765	12.005864	0.013334	10.2
17	-0.634097	3.936412	12.297317	0.011738	6.1
18	-0.692060	3.405601	12.564779	0.013013	8.0
19	-0.627321	4.405596	12.070214	0.009484	4.1
20	-0.675276	4.963200	11.810985	0.022115	4.1
21	-0.619714	4.349963	12.096703	0.016152	5.8
22	-0.660955	5.349963	11.637624	0.011074	8.4
23	-0.653980	5.834639	11.427430	0.012528	7.9
24	-0.656066	6.834273	11.017028	0.009726	3.9
25	-0.679565	6.170636	11.286117	0.012007	3.9
26	-0.656007	5.626919	11.516577	0.013114	4.8
27	-0.641307	6.613489	11.105115	0.013965	5.2
28	-0.658640	7.611782	10.717647	0.012533	3.9
29	-0.631214	8.388200	10.434493	0.010067	3.9
30	-0.646770	7.723200	10.676073	0.010931	4.1
31	-0.608356	7.062878	10.927282	0.011738	6.2
32	-0.659287	8.062876	10.551295	0.017863	3.9
33	-0.663644	7.396223	10.799005	0.019290	5.1
34	-0.643321	8.382799	10.436411	0.011051	3.9
35	-0.660914	9.382795	10.092915	0.008821	4.1
36	-0.663437	10.344808	9.783150	0.015578	4.0
37	-0.678564	11.344806	9.480687	0.015355	4.4
38	-0.668370	10.677195	9.680496	0.019092	4.5
39	-0.667150	10.009584	9.888910	0.015783	3.9
40	-0.653366	9.344453	10.105668	0.012918	6.7
41	-0.687445	10.343389	9.783593	0.012501	3.9
42	-0.633576	11.339214	9.482326	0.013326	3.9
43	-0.620015	10.671609	9.682204	0.011790	4.0
44	-0.630305	10.210350	9.825297	0.007644	5.1
45	-0.640134	9.699449	9.988810	0.011478	4.1
46	-0.623438	10.290535	9.800119	0.007905	3.8
47	-0.670148	9.622983	10.013752	0.011569	4.0
48	-0.657427	9.216580	10.148434	0.011274	4.9
49	-0.667855	10.216570	9.823340	0.011208	5.5
50	-0.646013	10.319435	9.791076	0.010202	4.1
51	-0.695908	11.319433	9.488130	0.009060	4.0
52	-0.608951	12.303000	9.207908	0.011217	4.7
53	-0.637473	13.301988	8.939743	0.009956	4.0
54	-0.673839	14.301766	8.686562	0.013697	3.9
55	-0.643216	15.301764	8.447275	0.014751	3.9
56	-0.665204	14.634153	8.605536	0.013453	4.0
57	-0.637060	14.591177	8.615927	0.014421	4.7
58	-0.645292	15.591177	8.380462	0.014102	5.4
59	-0.659562	16.586397	8.158563	0.006274	5.3
60	-0.633212	16.730694	8.127361	0.008156	3.9
61	-0.662561	17.719933	7.919718	0.011519	3.9
62	-0.693580	17.054048	8.058301	0.012361	3.9
63	-0.713294	16.388709	8.201700	0.014830	3.9
64	-0.666665	16.679555	8.138392	0.017789	4.2
65	-0.620591	17.679555	7.927986	0.015629	3.9
66	-0.654066	18.679555	7.728186	0.012601	5.7
67	-0.671631	18.136445	7.835432	0.007556	4.1
68	-0.631831	19.115192	7.644260	0.014812	3.9
69	-0.670452	20.103140	7.460524	0.006803	4.4
70	-0.613827	21.100351	7.283810	0.013936	5.1
71	-0.680842	20.858364	7.325919	0.008961	4.0
72	-0.651402	20.191228	7.444570	0.020849	3.8
73	-0.664508	21.191225	7.268122	0.008087	4.0
74	-0.662724	22.182277	7.101315	0.021045	4.1
75	-0.644676	23.180496	6.940867	0.008051	5.8
76	-0.659146	24.100448	6.799289	0.012268	4.0
77	-0.654934	23.528366	6.886643	0.007564	4.0
78	-0.604063	23.288633	6.923920	0.013448	4.7
79	-0.616207	23.547172	6.883736	0.009387	3.8
80	-0.703352	23.046528	6.961978	0.009555	4.0
81	-0.629768	23.784710	6.847225	0.008049	3.9
82	-0.642130	24.766329	6.700362	0.013744	3.9
83	-0.664366	24.270577	6.773737	0.007814	3.9
84	-0.696463	23.603330	6.875069	0.016426	6.0
85	-0.658939	23.091043	6.954949	0.008280	5.3
86	-0.653014	22.453192	7.057041	0.013985	4.0
87	-0.657343	22.002327	7.131032	0.014599	4.4
88	-0.647430	22.806946	7.000054	0.015225	3.8
89	-0.646579	23.805893	6.843988	0.009266	4.6
90	-0.648911	23.138331	6.947498	0.012692	5.9
91	-0.625975	22.523971	7.045565	0.011711	4.0
92	-0.648047	23.333781	6.916869	0.007080	6.6
93	-0.611806	24.282907	6.771892	0.011831	3.9
94	-0.679236	25.241794	6.631468	0.008627	4.1
95	-0.637244	24.782058	6.698060	0.010371	5.2
96	-0.610312	24.426654	6.750463	0.007914	4.0
97	-0.670782	24.863883	6.686110	0.009304	3.8
98	-0.675348	25.862677	6.543608	0.010654	4.5
99	-0.659583	26.861235	6.407084	0.014843	4.1
100	-0.630041	26.604284	6.441667	0.013347	5.4
101	-0.661744	25.936976	6.533249	0.015921	4.7
102	-0.623452	26.884207	6.404011	0.008306	3.9
103	-0.654991	27.878538	6.273735	0.016941	5.8
104	-0.641334	27.211029	6.360598	0.016860	4.5
105	-0.640558	28.211029	6.231346	0.014593	4.1
106	-0.646589	27.776099	6.286910	0.014009	4.1
107	-0.669683	28.679212	6.172621	0.013618	3.9
108	-0.673525	28.011624	6.256699	0.012619	5.0
109	-0.646710	28.917276	6.143183	0.015191	6.8
110	-0.617134	28.249665	6.226458	0.008521	5.0
111	-0.648199	27.833785	6.279484	0.012593	3.9
112	-0.650266	27.856485	6.276566	0.010565	4.2
113	-0.638488	28.110536	6.244097	0.010544	4.0
114	-0.664836	27.445569	6.329804	0.011279	4.4
115	-0.629264	28.445474	6.201801	0.006304	4.3
116	-0.697515	27.789259	6.285215	0.014473	4.0
117	-0.661283	27.237688	6.357083	0.013974	6.2
118	-0.646398	28.236598	6.228110	0.015592	3.9
119	-0.616736	29.236538	6.104142	0.009500	4.2
120	-0.659387	28.569068	6.186337	0.009996	5.0
121	-0.662869	27.902057	6.270717	0.015832	4.0
122	-0.653492	27.234445	6.357510	0.016457	4.1
123	-0.688533	28.234445	6.228383	0.009743	4.6
124	-0.650114	27.585089	6.311627	0.014170	4.4
125	-0.646679	26.918031	6.399490	0.015291	5.4
126	-0.632289	26.250420	6.489910	0.008245	5.2
127	-0.679452	25.582852	6.582915	0.014047	5.8
128	-0.621493	24.916922	6.678387	0.014601	3.9
129	-0.659628	25.916921	6.536042	0.013830	4.2
130	-0.674775	25.249310	6.630390	0.009112	3.9
131	-0.633492	24.589224	6.726391	0.011513	4.3
132	-0.661102	24.158499	6.790548	0.014661	4.0
133	-0.647111	23.712506	6.858282	0.011568	3.9
134	-0.719627	23.644136	6.868785	0.013556	5.8
135	-0.668997	24.073618	6.803336	0.014549	3.8
136	-0.634788	25.073529	6.655687	0.014679	4.2
137	-0.657572	24.424592	6.750770	0.008579	4.0
138	-0.654837	25.414906	6.606735	0.012734	5.4
139	-0.628284	25.532350	6.590060	0.009860	4.1
140	-0.669257	24.865830	6.685826	0.009599	4.3
141	-0.670609	24.219304	6.781417	0.013134	4.2
142	-0.668348	25.196153	6.638020	0.014765	4.5
143	-0.676534	26.186267	6.498733	0.010023	6.2
144	-0.653339	27.185548	6.363961	0.009715	4.0
145	-0.644652	26.518385	6.453312	0.011021	5.5
146	-0.617469	25.911133	6.536848	0.013605	5.3
147	-0.684617	25.251291	6.630106	0.014565	3.9
148	-0.655033	24.590883	6.726147	0.010595	4.2
149	-0.673230	25.586344	6.582422	0.007738	3.9
150	-0.641230	25.725319	6.562844	0.011411	4.3
151	-0.691311	25.270114	6.627409	0.010606	7.0
152	-0.631449	26.269825	6.487246	0.014624	6.5
153	-0.669875	27.238665	6.356954	0.007786	3.9
154	-0.649018	27.045364	6.382530	0.010407	4.2
155	-0.647234	26.743190	6.422926	0.010673	3.9
156	-0.663128	27.689801	6.298054	0.012503	4.2
157	-0.623256	28.689771	6.171310	0.008952	3.7
158	-0.642833	29.688877	6.049670	0.012137	4.2
159	-0.680576	30.688763	5.932643	0.016444	6.2
160	-0.696841	30.021157	6.010271	0.011486	4.1
161	-0.659834	30.984532	5.898889	0.012633	4.1
162	-0.666176	30.329212	5.974200	0.012855	3.8
163	-0.658578	29.991356	6.013783	0.013603	5.9
164	-0.704052	29.703938	6.047873	0.014223	4.0
165	-0.647003	29.036327	6.128567	0.012077	4.3
166	-0.662016	28.368798	6.211433	0.012356	4.0
167	-0.658051	29.368554	6.088143	0.006940	4.8
168	-0.648313	28.705040	6.169414	0.018667	5.8
169	-0.653005	28.852438	6.151173	0.013802	3.8
170	-0.638390	28.187363	6.234345	0.010610	5.2
171	-0.681712	27.545211	6.316812	0.013718	3.8
172	-0.645052	28.545195	6.189318	0.015213	4.2
173	-0.660479	28.731158	6.166174	0.011821	3.9
174	-0.646507	29.731158	6.044628	0.016630	4.3
175	-0.640675	30.721623	5.928874	0.018489	3.9
176	-0.651845	31.721622	5.816418	0.009930	5.2
177	-0.652469	32.363052	5.746504	0.013111	5.9
178	-0.626305	31.695809	5.819267	0.015064	3.9
179	-0.619758	32.695749	5.710898	0.013425	4.3
180	-0.658509	32.028267	5.782783	0.023818	3.8
181	-0.672379	33.028267	5.675751	0.010350	4.0
182	-0.649719	34.027309	5.572705	0.013146	4.0
183	-0.636366	35.010564	5.474877	0.010445	3.9
184	-0.614219	36.010562	5.378845	0.009061	3.9
185	-0.650580	35.343627	5.442514	0.009300	6.3
186	-0.665436	35.877701	5.391409	0.009251	4.3
187	-0.668227	36.830750	5.302559	0.009870	3.9
188	-0.667969	36.165488	5.364267	0.011752	5.2
189	-0.662376	35.652220	5.412868	0.008314	3.9
190	-0.644672	34.984675	5.477409	0.013879	4.0
191	-0.624114	35.970005	5.382674	0.013487	3.9
192	-0.634357	36.969531	5.289865	0.012761	4.1
193	-0.679658	37.968588	5.200243	0.012796	4.1
194	-0.666485	38.968393	5.113543	0.010891	6.7
195	-0.660840	39.968105	5.029695	0.013827	5.3
196	-0.681417	40.967996	4.948538	0.012851	4.2
197	-0.669235	41.965278	4.870160	0.010658	3.9
198	-0.594288	42.784159	4.807635	0.006607	3.8
199	-0.642086	42.920764	4.797361	0.012788	4.2
200	-0.671902	42.455833	4.832510	0.015876	4.1
201	-0.661477	42.797723	4.806613	0.013834	3.8
202	-0.615107	43.797722	4.732434	0.008931	5.3
203	-0.661589	43.162977	4.779251	0.013780	5.6
204	-0.612449	42.547794	4.825517	0.008883	4.0
205	-0.657047	41.913211	4.874190	0.011370	4.1
206	-0.670358	41.254096	4.925796	0.011848	3.9
207	-0.588549	42.254075	4.847924	0.007106	3.8
208	-0.637914	41.587182	4.899581	0.011501	4.4
209	-0.678985	41.733544	4.888150	0.015098	4.1
210	-0.645747	41.072645	4.940195	0.013052	3.9
211	-0.618453	40.406753	4.993766	0.013865	5.6
212	-0.652084	40.169439	5.013140	0.013762	3.9
213	-0.677170	41.169436	4.932504	0.010678	4.2
214	-0.639551	42.167890	4.854539	0.009300	5.0
215	-0.649913	41.500410	4.906383	0.010288	3.9
216	-0.664455	42.371038	4.838977	0.010451	3.9
217	-0.626184	41.703580	4.890486	0.012928	4.4
218	-0.679426	42.703580	4.813716	0.014937	4.5
219	-0.672061	42.035969	4.864698	0.013929	4.0
220	-0.633630	41.368357	4.916772	0.010811	6.2
221	-0.673588	42.366476	4.839325	0.012463	5.0
222	-0.630902	43.362489	4.764436	0.012784	3.8
223	-0.608617	43.722952	4.737901	0.017290	4.2
224	-0.616982	43.055343	4.787282	0.011341	4.0
225	-0.640224	44.055343	4.713694	0.015063	4.3
226	-0.678508	45.009421	4.645564	0.009570	3.9
227	-0.675513	44.342047	4.693011	0.019427	4.1
228	-0.656722	45.230685	4.630044	0.007703	4.5
229	-0.645233	46.230570	4.561184	0.011595	5.8
230	-0.642397	45.564269	4.606840	0.011453	3.9
231	-0.620863	46.564197	4.538661	0.007329	4.1
232	-0.620709	46.086885	4.570953	0.010411	4.5
233	-0.648025	46.725187	4.527872	0.008691	4.8
234	-0.655694	46.068701	4.572192	0.008775	4.4
235	-0.663536	45.401167	4.618156	0.012195	3.9
236	-0.642435	45.523986	4.609630	0.007383	3.8
237	-0.652971	44.856892	4.656323	0.008523	6.4
238	-0.679029	44.244847	4.700003	0.008893	3.8
239	-0.646981	44.618832	4.673216	0.005673	3.8
240	-0.647751	45.586323	4.605315	0.014962	5.3
241	-0.647009	46.107239	4.569566	0.008687	4.2
242	-0.688614	47.107013	4.502487	0.014572	3.9
243	-0.659252	46.461964	4.545539	0.012765	3.9
244	-0.677301	47.461964	4.479144	0.017605	4.2
245	-0.666856	46.848695	4.519630	0.009495	4.2
246	-0.631239	47.848674	4.453985	0.010564	7.1
247	-0.653780	48.736247	4.397297	0.008042	7.0
248	-0.686660	48.069096	4.439771	0.014603	4.2
249	-0.600499	48.546998	4.409262	0.007848	4.3
250	-0.658161	47.880159	4.451949	0.013804	4.0
251	-0.660281	47.212630	4.495516	0.011165	3.9
252	-0.663466	46.545146	4.539941	0.005423	4.0
253	-0.663337	45.990989	4.577496	0.015384	4.0
254	-0.668128	45.326561	4.623351	0.016084	6.2
255	-0.659383	46.326561	4.554680	0.011378	3.8
256	-0.633901	45.658949	4.600297	0.012061	4.3
257	-0.594640	46.658948	4.532305	0.011392	3.9
258	-0.644742	47.658724	4.466307	0.013938	5.0
259	-0.630007	47.834230	4.454920	0.011698	3.7
260	-0.678254	47.166626	4.498550	0.022769	4.4
261	-0.659231	48.166626	4.433511	0.010973	4.0
262	-0.682694	49.166626	4.370325	0.011275	4.3
263	-0.605755	48.584574	4.406881	0.011280	6.9
264	-0.629541	49.552404	4.346428	0.012491	3.9
265	-0.675107	50.552074	4.285703	0.013202	5.1
266	-0.631170	49.884516	4.326064	0.006986	3.8
267	-0.632857	49.802971	4.331047	0.011084	4.1
268	-0.702952	50.523321	4.287426	0.016363	4.0
269	-0.631803	51.342566	4.238873	0.012211	4.0
270	-0.662641	50.674955	4.278356	0.009886	4.0
271	-0.654825	51.583855	4.224782	0.009337	4.6
272	-0.642056	50.934235	4.262935	0.010297	5.8
273	-0.617662	50.268699	4.302744	0.013474	3.9
274	-0.633364	50.776518	4.272302	0.012378	4.2
275	-0.652665	50.108953	4.312410	0.005791	3.8
276	-0.634716	50.599053	4.282891	0.016665	5.5
277	-0.657433	49.956649	4.321666	0.010919	4.2
278	-0.671715	50.455418	4.291501	0.014711	3.9
279	-0.639152	51.454108	4.232348	0.010302	4.2
280	-0.621710	52.448323	4.175057	0.006537	6.0
281	-0.634113	53.142587	4.135963	0.009099	4.1
282	-0.651351	53.754854	4.102088	0.010798	3.9
283	-0.656688	54.748770	4.048263	0.009892	4.9
284	-0.641059	54.087126	4.083935	0.012821	4.0
285	-0.671086	54.699303	4.050909	0.010184	4.2
286	-0.623760	54.031843	4.086944	0.018735	4.1
287	-0.656295	55.031843	4.033191	0.017508	4.5
288	-0.652738	54.418770	4.065977	0.008353	3.9
289	-0.647757	54.116011	4.082365	0.013190	7.0
290	-0.683266	55.061057	4.031642	0.010610	4.8
291	-0.648869	56.048725	3.979962	0.012868	3.8
292	-0.660527	56.344191	3.964758	0.014581	4.8
293	-0.673262	57.344111	3.914155	0.008072	4.2
294	-0.625391	56.738499	3.944647	0.012998	4.0
295	-0.641844	57.736895	3.894629	0.012451	4.1
296	-0.663810	58.736889	3.845785	0.011120	3.9
297	-0.652664	58.079047	3.877778	0.011590	5.5
298	-0.632459	59.028977	3.831749	0.009268	6.7
