1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.681155	21.000000	0.001437	1.000000	-0.000615	Main	true	true	WolfeSatisfied	653.4
1	1	0	-0.688279	1.000000	0.001493	25.752165	0.004092	Main	true	true	WolfeSatisfied	230.4
2	2	0	-0.699350	1.000000	0.001205	14.497702	-0.006247	Main	true	true	WolfeSatisfied	230.0
3	3	0	-0.700425	1.000000	0.001287	11.222518	-0.008042	Main	true	true	WolfeSatisfied	231.2
4	4	0	-0.704685	1.000000	0.001337	18.410576	-0.003107	Main	true	true	WolfeSatisfied	231.7
5	5	0	-0.709548	1.000000	0.001300	11.033513	-0.006270	Main	true	true	WolfeSatisfied	229.5
6	6	0	-0.700289	1.000000	0.001232	14.373244	-0.005016	Main	true	true	WolfeSatisfied	228.7
7	7	0	-0.713120	1.000000	0.001383	17.072227	-0.003553	Main	true	true	WolfeSatisfied	229.6
8	8	0	-0.720757	1.000000	0.001404	20.611269	-0.002161	Main	true	true	WolfeSatisfied	237.0
9	9	0	-0.728443	1.000000	0.001190	10.289690	-0.004705	Main	true	true	WolfeSatisfied	239.1
10	10	0	-0.728386	1.000000	0.001268	15.006446	-0.004786	Main	true	true	WolfeSatisfied	231.3
11	11	0	-0.736615	1.000000	0.001375	15.142788	-0.003691	Main	true	true	WolfeSatisfied	233.1
12	12	0	-0.733256	1.000000	0.001205	12.511192	-0.005265	Main	true	true	WolfeSatisfied	251.2
13	13	0	-0.735695	1.000000	0.001284	20.926838	-0.004045	Main	true	true	WolfeSatisfied	243.1
14	14	0	-0.737188	1.000000	0.001114	14.848964	-0.004269	Main	true	true	WolfeSatisfied	238.2
15	15	0	-0.739263	1.000000	0.001086	10.523017	-0.004677	Main	true	true	WolfeSatisfied	233.5
16	16	0	-0.740627	1.000000	0.001162	22.278764	-0.003669	Main	true	true	WolfeSatisfied	238.7
17	17	0	-0.749292	1.000000	0.001121	13.728871	-0.005018	Main	true	true	WolfeSatisfied	231.7
18	18	0	-0.755033	1.000000	0.001268	16.766186	-0.002969	Main	true	true	WolfeSatisfied	231.6
19	19	0	-0.751327	1.000000	0.001180	13.674855	-0.001088	Main	true	true	WolfeSatisfied	235.0
20	20	0	-0.748491	1.000000	0.001142	13.600045	-0.003366	Main	true	true	WolfeSatisfied	229.4
21	21	0	-0.746982	1.000000	0.001313	14.348072	-0.001838	Main	true	true	WolfeSatisfied	269.3
22	22	0	-0.749517	1.000000	0.001118	11.296158	-0.004307	Main	true	true	WolfeSatisfied	232.7
23	23	0	-0.759381	1.000000	0.001263	19.555296	-0.003065	Main	true	true	WolfeSatisfied	229.8
24	24	0	-0.758224	1.000000	0.001143	8.226784	-0.004065	Main	true	true	WolfeSatisfied	235.6
25	25	0	-0.756236	1.000000	0.001073	14.733623	-0.004577	Main	true	true	WolfeSatisfied	229.7
26	26	0	-0.765443	1.000000	0.001205	12.156883	-0.004259	Main	true	true	WolfeSatisfied	235.3
27	27	0	-0.767306	1.000000	0.001333	11.453652	-0.000994	Main	true	true	WolfeSatisfied	232.6
28	28	0	-0.758090	1.000000	0.001078	10.338377	-0.003118	Main	true	true	WolfeSatisfied	283.8
29	29	0	-0.767739	1.000000	0.001174	9.498140	-0.003818	Main	true	true	WolfeSatisfied	231.6
30	30	0	-0.756510	1.000000	0.001143	7.073606	-0.003971	Main	true	true	WolfeSatisfied	231.8
31	31	0	-0.768472	1.000000	0.001377	28.518590	-0.000194	Main	true	true	WolfeSatisfied	235.3
32	32	0	-0.764132	1.000000	0.001227	12.293819	-0.002850	Main	true	true	WolfeSatisfied	232.5
33	33	0	-0.773007	1.000000	0.001141	8.914073	-0.004739	Main	true	true	WolfeSatisfied	236.9
34	34	0	-0.764609	1.000000	0.001196	8.586581	-0.002562	Main	true	true	WolfeSatisfied	230.1
