1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.684153	21.000000	0.001206	1.000000	-0.000620	Main	true	true	WolfeSatisfied	696.4
1	1	0	-0.686161	1.000000	0.001274	26.368689	0.002328	Main	true	true	WolfeSatisfied	239.2
2	2	0	-0.699990	1.000000	0.000970	14.709566	-0.008687	Main	true	true	WolfeSatisfied	239.4
3	3	0	-0.708136	1.000000	0.000999	21.082605	-0.008399	Main	true	true	WolfeSatisfied	276.3
4	4	0	-0.711328	1.000000	0.001048	24.002038	-0.006891	Main	true	true	WolfeSatisfied	258.7
5	5	0	-0.717622	1.000000	0.001001	13.697522	-0.008207	Main	true	true	WolfeSatisfied	244.7
6	6	0	-0.712148	1.000000	0.000980	16.870301	-0.006696	Main	true	true	WolfeSatisfied	240.5
7	7	0	-0.720521	1.000000	0.001091	22.049758	-0.005089	Main	true	true	WolfeSatisfied	241.7
8	8	0	-0.729641	1.000000	0.000978	14.281541	-0.006133	Main	true	true	WolfeSatisfied	258.0
9	9	0	-0.735859	1.000000	0.001051	18.907888	-0.005330	Main	true	true	WolfeSatisfied	240.4
10	10	0	-0.733350	1.000000	0.000952	13.559132	-0.005826	Main	true	true	WolfeSatisfied	234.4
11	11	0	-0.746202	1.000000	0.001027	25.758394	-0.007239	Main	true	true	WolfeSatisfied	250.6
12	12	0	-0.744775	1.000000	0.001213	31.490888	-0.000755	Main	true	true	WolfeSatisfied	242.7
13	13	0	-0.736930	1.000000	0.001027	12.269199	-0.005960	Main	true	true	WolfeSatisfied	233.4
14	14	0	-0.744303	1.000000	0.000996	18.415763	-0.004925	Main	true	true	WolfeSatisfied	246.8
15	15	0	-0.743836	1.000000	0.000957	13.545310	-0.005334	Main	true	true	WolfeSatisfied	242.3
16	16	0	-0.749392	1.000000	0.001037	11.557744	-0.003844	Main	true	true	WolfeSatisfied	256.4
17	17	0	-0.749316	1.000000	0.000938	10.132506	-0.004644	Main	true	true	WolfeSatisfied	243.6
18	18	0	-0.757148	1.000000	0.000981	31.159571	-0.005844	Main	true	true	WolfeSatisfied	235.8
19	19	0	-0.760276	1.000000	0.001012	30.298973	-0.004228	Main	true	true	WolfeSatisfied	235.6
20	20	0	-0.753716	1.000000	0.001014	25.845899	-0.001392	Main	true	true	WolfeSatisfied	253.5
21	21	0	-0.753474	1.000000	0.000993	14.997393	-0.006611	Main	true	true	WolfeSatisfied	280.2
22	22	0	-0.760201	1.000000	0.001073	23.784361	-0.004151	Main	true	true	WolfeSatisfied	235.9
23	23	0	-0.768880	1.000000	0.000974	15.888590	-0.003505	Main	true	true	WolfeSatisfied	247.2
24	24	0	-0.762179	1.000000	0.000932	13.251725	-0.004349	Main	true	true	WolfeSatisfied	240.4
25	25	0	-0.766064	1.000000	0.000932	21.368696	-0.002840	Main	true	true	WolfeSatisfied	248.4
26	26	0	-0.775605	1.000000	0.000961	12.736603	-0.004892	Main	true	true	WolfeSatisfied	253.1
27	27	0	-0.770873	1.000000	0.001009	19.165188	-0.006145	Main	true	true	WolfeSatisfied	245.6
28	28	0	-0.768987	1.000000	0.000876	12.954358	-0.003512	Main	true	true	WolfeSatisfied	249.0
29	29	0	-0.774685	1.000000	0.001004	25.666333	-0.003971	Main	true	true	WolfeSatisfied	231.6
30	30	0	-0.763840	1.000000	0.000982	18.175175	-0.002452	Main	true	true	WolfeSatisfied	235.0
31	31	0	-0.773388	1.000000	0.001017	19.238004	-0.002345	Main	true	true	WolfeSatisfied	249.4
32	32	0	-0.769105	1.000000	0.000902	10.234694	-0.004842	Main	true	true	WolfeSatisfied	238.5
33	33	0	-0.782145	1.000000	0.000958	13.026236	-0.004647	Main	true	true	WolfeSatisfied	248.4
34	34	0	-0.772658	1.000000	0.000915	11.412809	-0.002320	Main	true	true	WolfeSatisfied	253.5
35	35	0	-0.772250	1.000000	0.000894	8.893746	-0.004321	Main	true	true	WolfeSatisfied	339.3
36	36	0	-0.775069	1.000000	0.000890	7.877712	-0.004225	Main	true	true	WolfeSatisfied	409.8
37	37	0	-0.778867	1.000000	0.000887	9.115237	-0.003507	Main	true	true	WolfeSatisfied	340.3
38	38	0	-0.772688	1.000000	0.000941	23.989326	-0.002751	Main	true	true	WolfeSatisfied	334.9
39	39	0	-0.786682	1.000000	0.000936	16.058990	-0.002661	Main	true	true	WolfeSatisfied	284.6
40	40	0	-0.788255	1.000000	0.000871	9.943255	-0.004623	Main	true	true	WolfeSatisfied	259.4
41	41	0	-0.786933	1.000000	0.000912	14.177828	-0.004321	Main	true	true	WolfeSatisfied	261.1
42	42	0	-0.782094	1.000000	0.000925	11.511061	-0.003189	Main	true	true	WolfeSatisfied	280.8
43	43	0	-0.780579	1.000000	0.000901	10.781502	-0.003277	Main	true	true	WolfeSatisfied	257.3
44	44	0	-0.789392	1.000000	0.000914	12.943425	-0.004348	Main	true	true	WolfeSatisfied	270.0
45	45	0	-0.787521	1.000000	0.000868	10.766350	-0.003294	Main	true	true	WolfeSatisfied	260.3
46	46	0	-0.791566	1.000000	0.000913	12.340318	-0.002862	Main	true	true	WolfeSatisfied	253.8
47	47	0	-0.784229	1.000000	0.000869	11.947483	-0.002903	Main	true	true	WolfeSatisfied	241.3
48	48	0	-0.777768	1.000000	0.000923	9.839015	-0.003714	Main	true	true	WolfeSatisfied	268.5
49	49	0	-0.784066	1.000000	0.000966	15.473794	-0.002707	Main	true	true	WolfeSatisfied	306.3
50	50	0	-0.776324	1.000000	0.001046	14.191667	-0.004558	Main	true	true	WolfeSatisfied	308.3
51	51	0	-0.782447	1.000000	0.000938	10.794173	-0.002212	Main	true	true	WolfeSatisfied	239.8
52	52	0	-0.779313	1.000000	0.001016	10.023889	-0.003530	Main	true	true	WolfeSatisfied	241.3
53	53	0	-0.788697	1.000000	0.000900	11.848732	-0.003870	Main	true	true	WolfeSatisfied	240.0
