1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-1.235033	627.201626	0.027613	465.5
1	-0.397203	623.504937	0.013681	7.9
2	-0.976652	619.865785	0.014273	9.8
3	-0.767175	616.282728	0.008461	11.5
4	-0.438835	612.754375	0.006004	12.1
5	-1.470676	609.279381	0.023978	12.7
6	-0.904150	605.856447	0.010601	20.6
7	-1.202062	602.484317	0.030783	8.0
8	-1.330302	599.161779	0.013223	8.6
9	-0.001100	595.887656	0.000111	9.6
10	-0.821265	592.660813	0.014751	8.9
11	-1.458384	589.480151	0.021120	12.0
12	-0.957465	586.344606	0.014461	7.7
13	-0.711036	583.253145	0.021759	7.7
14	-1.125509	580.204771	0.018420	11.8
15	-0.523939	577.198517	0.007050	13.6
16	-0.416826	574.233444	0.013944	12.6
17	-1.047739	571.308645	0.021604	14.1
18	-0.617092	568.423237	0.010604	10.9
19	-1.453704	565.576365	0.018754	12.9
20	-0.656439	562.767201	0.011645	11.8
21	-1.341885	559.994938	0.026001	10.2
22	-0.656585	557.258797	0.015146	7.7
23	-0.953726	554.558018	0.018901	8.0
24	-1.164739	551.891865	0.017118	9.4
25	-0.482872	549.259621	0.014202	11.2
26	-0.637044	546.660592	0.014359	8.5
27	-1.200494	544.094102	0.015377	28.9
28	-1.150534	541.559494	0.015431	14.4
29	-0.659199	539.056129	0.010297	13.0
30	-0.841398	536.583387	0.028774	14.9
31	-0.808941	534.140663	0.016798	14.5
32	-1.450801	531.727370	0.021320	15.3
33	-1.518231	529.342935	0.016746	15.5
34	-0.693867	526.986802	0.012960	8.4
35	-1.429638	524.658430	0.018430	10.7
36	-0.958507	522.357290	0.017722	7.7
37	-0.990259	520.082868	0.024258	8.2
38	-1.230864	517.834665	0.019202	13.7
39	-0.394528	515.612193	0.007454	9.0
40	-1.306588	513.414976	0.014070	9.5
41	-0.669114	511.242551	0.011443	11.9
42	-1.595518	509.094468	0.007193	10.9
43	-1.343599	506.970285	0.026756	12.9
44	-0.983153	504.869574	0.008147	7.0
45	-1.274908	502.791916	0.021884	11.0
46	-0.941056	500.736903	0.017590	8.4
47	-1.536458	498.704137	0.021135	12.0
48	-0.668702	496.693228	0.010602	12.2
49	-1.050034	494.703798	0.011071	12.1
50	-1.472581	492.735476	0.015719	11.2
51	-1.062861	490.787900	0.020186	11.3
52	-1.438944	488.860718	0.023476	12.5
53	-1.563604	486.953585	0.010030	10.4
54	-1.514804	485.066164	0.022667	12.4
55	-0.711563	483.198126	0.023739	9.7
56	-1.505568	481.349149	0.029459	10.9
57	-0.751936	479.518920	0.025635	11.0
58	-1.197281	477.707132	0.023045	7.6
59	-1.227418	475.913485	0.020052	7.9
60	-0.608621	474.137684	0.006528	8.3
61	-1.469262	472.379445	0.025071	12.3
62	-0.779246	470.638485	0.006633	7.3
63	-1.342062	468.914531	0.025046	7.4
64	-1.455271	467.207315	0.024848	8.8
65	-0.506991	465.516573	0.014027	10.3
66	-0.259373	463.842050	0.003316	9.4
67	-0.819637	462.183494	0.013394	9.3
68	-1.369892	460.540658	0.034111	7.6
69	-0.956443	458.913303	0.014782	8.0
70	-1.566530	457.301192	0.011501	10.9
71	-1.158453	455.704096	0.037825	11.9
72	-0.060680	454.121787	0.001064	12.0
73	-0.296703	452.554045	0.004057	14.1
74	-0.423099	451.000653	0.006591	11.9
75	-1.166182	449.461399	0.019236	10.1
76	-0.175948	447.936075	0.002130	8.8
77	-1.162380	446.424477	0.015168	11.3
78	-1.240747	444.926406	0.005865	9.6
79	-1.559784	443.441666	0.022089	9.3
80	-0.592710	441.970065	0.020141	12.5
81	-1.042327	440.511415	0.019976	11.2
82	-1.369164	439.065533	0.019488	15.7
83	-1.361133	437.632238	0.018382	13.0
84	-1.502507	436.211351	0.035734	15.4
85	-1.407004	434.802701	0.017926	12.1
86	-1.364554	433.406117	0.025130	12.3
87	-0.566120	432.021430	0.015398	13.5
88	-1.380575	430.648479	0.012982	12.3
89	-0.365459	429.287101	0.006826	11.6
90	-0.495781	427.937140	0.012387	12.4
91	-1.628801	426.598440	0.021687	15.5
92	-0.194926	425.270849	0.003668	13.8
93	-1.489387	423.954220	0.020155	14.1
94	-1.049528	422.648404	0.018941	13.9
95	-1.448049	421.353259	0.024822	13.6
96	-1.421160	420.068643	0.033570	15.0
97	-1.041245	418.794419	0.009912	13.1
98	-0.982536	417.530451	0.015784	12.1
99	-0.421131	416.276604	0.003648	14.0
100	-1.606331	415.032748	0.016169	12.4
101	-1.305276	413.798754	0.029943	8.0
102	-1.360212	412.574495	0.014667	11.6
103	-0.178507	411.359849	0.002675	13.0
104	-0.863008	410.154691	0.010557	10.8
105	-1.558091	408.958904	0.018955	14.6
106	-0.764422	407.772368	0.012714	11.7
107	-0.598574	406.594968	0.013968	11.0
108	-0.352812	405.426590	0.006417	9.9
109	-0.515512	404.267122	0.009823	9.3
110	-0.367663	403.116456	0.004523	8.4
111	-1.275319	401.974481	0.016419	10.3
112	-1.131060	400.841093	0.028025	7.9
113	-0.531500	399.716187	0.010176	10.4
114	-1.581715	398.599660	0.019976	14.6
115	-1.514221	397.491411	0.015789	7.9
116	-1.253121	396.391342	0.020029	10.9
117	-1.138259	395.299353	0.015787	11.0
118	-1.667541	394.215350	0.015075	12.4
119	-0.841498	393.139238	0.026336	8.5
120	-0.268016	392.070924	0.003113	10.9
121	-1.090459	391.010316	0.016934	7.8
122	-0.584748	389.957325	0.011705	10.0
123	-0.515097	388.911862	0.002810	9.5
124	-1.311463	387.873839	0.008055	7.7
125	-0.820172	386.843173	0.022926	10.4
126	-0.520893	385.819777	0.007322	13.5
127	-1.534120	384.803569	0.009210	8.6
128	-1.238846	383.794468	0.007474	8.1
129	-0.326678	382.792393	0.004193	7.5
130	-0.210424	381.797264	0.004407	7.9
131	-0.304466	380.809005	0.005654	10.4
132	-0.744377	379.827537	0.005791	9.7
133	-0.462508	378.852786	0.009286	10.5
134	-1.466911	377.884678	0.018967	11.9
135	-0.643019	376.923138	0.007247	13.8
136	-0.080921	375.968095	0.000939	11.5
137	-0.891250	375.019479	0.015276	11.2
138	-0.685743	374.077218	0.009642	11.3
139	-1.603646	373.141244	0.016286	13.7
140	-0.996867	372.211489	0.011331	7.9
141	-0.403757	371.287887	0.003657	9.6
142	-0.616431	370.370370	0.009817	9.9
143	-0.776801	369.458876	0.014848	12.8
144	-1.528859	368.553338	0.018660	8.2
145	-0.754000	367.653696	0.013524	7.6
146	-1.168546	366.759885	0.022459	12.2
147	-0.372058	365.871846	0.005413	12.1
148	-1.421643	364.989518	0.008363	12.3
149	-0.707861	364.112841	0.011995	13.6
150	-1.060692	363.241757	0.022039	9.7
151	-1.195577	362.376208	0.009846	9.6
152	-1.485193	361.516137	0.017942	7.5
153	-1.395310	360.661488	0.014122	10.9
154	-0.817317	359.812206	0.017283	12.2
155	-1.356498	358.968236	0.013444	10.1
156	-1.013324	358.129524	0.010436	9.5
157	-0.661984	357.296018	0.011978	12.5
158	-1.546592	356.467665	0.028063	8.0
159	-1.405228	355.644414	0.017544	7.8
160	-1.400827	354.826213	0.015622	11.0
161	-1.590059	354.013012	0.017813	8.0
162	-0.715820	353.204763	0.008675	10.5
163	-0.288243	352.401415	0.002548	9.6
164	-1.430175	351.602922	0.018483	7.8
165	-0.959095	350.809235	0.020419	8.4
166	-1.351410	350.020308	0.014776	11.8
167	-1.488814	349.236095	0.017579	10.0
168	-0.234682	348.456550	0.002721	8.0
169	-1.544535	347.681627	0.018393	7.9
170	-0.640968	346.911283	0.005105	13.4
171	-0.966491	346.145474	0.007499	9.9
172	-1.590040	345.384157	0.014742	9.6
173	-0.943329	344.627288	0.013746	10.3
174	-0.866041	343.874826	0.010058	11.7
175	-1.568179	343.126729	0.028065	11.2
176	-0.777803	342.382957	0.009124	8.3
177	-1.020156	341.643469	0.029189	11.9
178	-1.559521	340.908224	0.018608	12.1
179	-0.108020	340.177184	0.001113	10.3
180	-0.496877	339.450309	0.004340	10.6
181	-0.693270	338.727561	0.006778	10.2
182	-0.842277	338.008902	0.007941	11.8
183	-0.976410	337.294295	0.012974	7.8
184	-1.481023	336.583703	0.023057	10.1
185	-1.499021	335.877089	0.016013	9.8
186	-1.525246	335.174416	0.026333	10.7
187	-1.611265	334.475651	0.012282	10.4
188	-0.544232	333.780756	0.006466	10.6
189	-0.825956	333.089698	0.021429	11.9
190	-1.552875	332.402443	0.026942	11.0
191	-0.016832	331.718955	0.000057	7.8
192	-1.304426	331.039203	0.013471	12.1
193	-0.308963	330.363153	0.004312	12.0
194	-0.163762	329.690771	0.002218	10.7
195	-0.857869	329.022027	0.014462	9.8
196	-1.381537	328.356888	0.028231	12.3
197	-0.667247	327.695322	0.007651	9.0
198	-1.564742	327.037299	0.020048	10.6
199	-0.612507	326.382787	0.006931	7.6
200	-0.790443	325.731758	0.009075	7.7
201	-1.134301	325.084179	0.008250	7.5
202	-1.172421	324.440023	0.013507	7.7
203	-1.503673	323.799258	0.008127	10.6
204	-0.208033	323.161858	0.002839	8.3
205	-0.437322	322.527792	0.007097	11.9
206	-1.172841	321.897034	0.013751	15.0
207	-0.518816	321.269554	0.005621	13.9
208	-1.487610	320.645325	0.015615	10.8
209	-0.854018	320.024320	0.014493	12.1
210	-1.395950	319.406512	0.012107	11.2
211	-0.839109	318.791875	0.008230	11.3
212	-1.481934	318.180381	0.006231	7.6
213	-0.688629	317.572005	0.011977	7.5
214	-0.031266	316.966721	0.000682	6.6
215	-0.740908	316.364504	0.012287	10.7
216	-0.143748	315.765329	0.001373	10.8
217	-0.301877	315.169170	0.004688	11.0
218	-0.311854	314.576003	0.005140	14.5
219	-1.390520	313.985804	0.014114	11.1
220	-0.797450	313.398548	0.018551	9.3
221	-0.497423	312.814213	0.006769	12.3
222	-1.044032	312.232773	0.007667	13.8
223	-0.609735	311.654207	0.013758	11.7
224	-1.496388	311.078491	0.013446	12.5
225	-0.806942	310.505602	0.010411	13.5
226	-1.027075	309.935518	0.006847	12.4
227	-0.072206	309.368217	0.000986	11.8
228	-1.467825	308.803676	0.015548	12.8
229	-0.339439	308.241874	0.005796	13.4
230	-1.593288	307.682789	0.011002	11.8
231	-0.962718	307.126400	0.016347	13.8
232	-1.403022	306.572687	0.019492	10.5
233	-1.010248	306.021627	0.014059	8.6
234	-1.329967	305.473201	0.019760	11.7
235	-1.336866	304.927388	0.022285	8.5
236	-1.493329	304.384168	0.028865	11.9
237	-1.621495	303.843521	0.008397	11.8
238	-1.323437	303.305427	0.017189	8.6
239	-1.029310	302.769867	0.012146	9.7
240	-0.178528	302.236821	0.001886	12.1
241	-1.293434	301.706270	0.018867	11.6
242	-1.455436	301.178196	0.021454	8.1
243	-1.291949	300.652580	0.027321	12.5
244	-1.256753	300.129402	0.013507	11.0
245	-1.250393	299.608645	0.022221	9.5
246	-0.934195	299.090291	0.014647	7.5
247	-1.506737	298.574321	0.011721	8.7
248	-1.556688	298.060718	0.010407	9.4
249	-0.987867	297.549465	0.008964	7.9
250	-1.223289	297.040543	0.012592	7.8
251	-0.717663	296.533936	0.009668	10.4
252	-0.161041	296.029626	0.002018	13.1
253	-1.484447	295.527597	0.026568	11.8
254	-0.122451	295.027832	0.002213	11.6
255	-0.455876	294.530315	0.006973	9.4
256	-1.316935	294.035028	0.027368	10.8
257	-1.572743	293.541956	0.022903	8.6
258	-0.833597	293.051083	0.009845	12.2
259	-1.662482	292.562393	0.015600	7.6
260	-0.784971	292.075870	0.012192	10.5
261	-1.351437	291.591498	0.026261	15.0
262	-1.558777	291.109263	0.019249	9.5
263	-1.413370	290.629149	0.013678	8.1
264	-0.937937	290.151140	0.006505	11.7
265	-1.155595	289.675222	0.013548	8.8
266	-0.622062	289.201380	0.022795	7.5
267	-1.115714	288.729600	0.007057	10.2
268	-0.279187	288.259866	0.004762	13.7
269	-1.099904	287.792165	0.017049	12.1
270	-0.722119	287.326481	0.015492	11.7
271	-1.521132	286.862802	0.020379	11.9
