1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.638535	21.000000	0.001364	1.000000	-0.000776	Main	true	true	WolfeSatisfied	674.2
1	1	0	-0.653338	1.000000	0.001477	30.542585	0.005642	Main	true	true	WolfeSatisfied	237.5
2	2	0	-0.665023	1.000000	0.001251	15.080941	-0.009642	Main	true	true	WolfeSatisfied	351.0
3	3	0	-0.664454	1.000000	0.001316	15.201929	-0.005819	Main	true	true	WolfeSatisfied	347.2
4	4	0	-0.677050	1.000000	0.001529	26.091468	-0.002893	Main	true	true	WolfeSatisfied	351.0
5	5	0	-0.687496	1.000000	0.001357	18.959454	-0.004460	Main	true	true	WolfeSatisfied	277.4
6	6	0	-0.678527	1.000000	0.001246	12.658664	-0.006551	Main	true	true	WolfeSatisfied	249.1
7	7	0	-0.681863	1.000000	0.001260	15.328367	-0.008130	Main	true	true	WolfeSatisfied	236.7
8	8	0	-0.702331	1.000000	0.001378	22.850429	-0.004500	Main	true	true	WolfeSatisfied	239.4
9	9	0	-0.709146	1.000000	0.001242	24.782914	-0.004714	Main	true	true	WolfeSatisfied	311.2
10	10	0	-0.708276	1.000000	0.001245	20.593385	-0.005845	Main	true	true	WolfeSatisfied	307.8
11	11	0	-0.713212	1.000000	0.001097	11.343517	-0.006289	Main	true	true	WolfeSatisfied	244.3
12	12	0	-0.716781	1.000000	0.001151	13.332547	-0.005750	Main	true	true	WolfeSatisfied	234.6
13	13	0	-0.709763	1.000000	0.001189	11.267591	-0.003124	Main	true	true	WolfeSatisfied	235.8
14	14	0	-0.710211	1.000000	0.001118	11.845983	-0.004422	Main	true	true	WolfeSatisfied	233.3
15	15	0	-0.712716	1.000000	0.001263	24.401282	-0.003744	Main	true	true	WolfeSatisfied	234.4
16	16	0	-0.718970	1.000000	0.001184	14.545845	-0.001404	Main	true	true	WolfeSatisfied	235.2
17	17	0	-0.722204	1.000000	0.001164	11.378203	-0.004708	Main	true	true	WolfeSatisfied	235.8
18	18	0	-0.722065	1.000000	0.001179	19.287921	-0.002863	Main	true	true	WolfeSatisfied	238.6
19	19	0	-0.729018	1.000000	0.001188	11.551180	-0.002668	Main	true	true	WolfeSatisfied	243.2
20	20	0	-0.725415	1.000000	0.001160	12.824654	-0.004219	Main	true	true	WolfeSatisfied	237.7
21	21	0	-0.720341	1.000000	0.001092	7.933901	-0.003366	Main	true	true	WolfeSatisfied	239.7
22	22	0	-0.726749	1.000000	0.001336	15.772624	-0.002671	Main	true	true	WolfeSatisfied	236.0
23	23	0	-0.735537	1.000000	0.001120	8.482273	-0.003348	Main	true	true	WolfeSatisfied	235.1
24	24	0	-0.733072	1.000000	0.001060	8.902185	-0.003092	Main	true	true	WolfeSatisfied	232.6
25	25	0	-0.733237	1.000000	0.001173	12.854415	-0.004160	Main	true	true	WolfeSatisfied	233.4
26	26	0	-0.739863	1.000000	0.001178	12.859650	-0.004362	Main	true	true	WolfeSatisfied	234.4
27	27	0	-0.739599	1.000000	0.001123	15.448704	-0.003452	Main	true	true	WolfeSatisfied	236.4
28	28	0	-0.738850	1.000000	0.001146	12.853035	-0.002669	Main	true	true	WolfeSatisfied	240.8
29	29	0	-0.741347	1.000000	0.001173	18.321206	-0.002740	Main	true	true	WolfeSatisfied	235.1
30	30	0	-0.726649	1.000000	0.001157	10.789938	-0.002047	Main	true	true	WolfeSatisfied	242.3
31	31	0	-0.741934	1.000000	0.001286	12.393469	-0.004592	Main	true	true	WolfeSatisfied	236.1
32	32	0	-0.736655	1.000000	0.001214	10.274700	-0.004181	Main	true	true	WolfeSatisfied	233.7
33	33	0	-0.744321	1.000000	0.001112	10.977409	-0.003194	Main	true	true	WolfeSatisfied	234.8
34	34	0	-0.739091	1.000000	0.001203	9.930163	-0.003709	Main	true	true	WolfeSatisfied	234.9
35	35	0	-0.740973	1.000000	0.001171	14.757123	-0.004073	Main	true	true	WolfeSatisfied	234.6
36	36	0	-0.740941	1.000000	0.001177	10.359949	-0.003225	Main	true	true	WolfeSatisfied	234.8
37	37	0	-0.746941	1.000000	0.001141	8.785591	-0.004067	Main	true	true	WolfeSatisfied	242.5
38	38	0	-0.746431	1.000000	0.001274	22.708028	-0.002409	Main	true	true	WolfeSatisfied	236.4
39	39	0	-0.752400	1.000000	0.001203	11.746674	-0.001006	Main	true	true	WolfeSatisfied	239.7
40	40	0	-0.760090	1.000000	0.001321	13.156246	-0.001088	Main	true	true	WolfeSatisfied	234.9
41	41	0	-0.750771	1.000000	0.001071	14.627857	-0.002483	Main	true	true	WolfeSatisfied	233.3
42	42	0	-0.751651	1.000000	0.001390	35.504637	0.006494	Main	true	true	WolfeSatisfied	243.7
43	43	0	-0.755095	1.000000	0.001205	13.480220	-0.002235	Main	true	true	WolfeSatisfied	236.8
44	44	0	-0.761485	1.000000	0.001216	12.951593	-0.001937	Main	true	true	WolfeSatisfied	236.8
45	45	0	-0.758319	1.000000	0.001167	10.153490	-0.004683	Main	true	true	WolfeSatisfied	234.2
46	46	0	-0.756206	1.000000	0.001207	8.451414	-0.003530	Main	true	true	WolfeSatisfied	242.9
47	47	0	-0.750382	1.000000	0.001193	10.758991	-0.002111	Main	true	true	WolfeSatisfied	238.0
48	48	0	-0.750003	1.000000	0.001177	8.795556	-0.004189	Main	true	true	WolfeSatisfied	243.8
49	49	0	-0.755033	1.000000	0.001194	6.147387	-0.004608	Main	true	true	WolfeSatisfied	235.6
50	50	0	-0.749600	1.000000	0.001109	11.518954	-0.002679	Main	true	true	WolfeSatisfied	233.6
51	51	0	-0.758259	1.000000	0.001152	10.029142	-0.003387	Main	true	true	WolfeSatisfied	235.0
52	52	0	-0.756064	1.000000	0.001194	10.389847	-0.004107	Main	true	true	WolfeSatisfied	241.2
53	53	0	-0.752059	1.000000	0.001106	10.089253	-0.002916	Main	true	true	WolfeSatisfied	235.7
54	54	0	-0.757151	1.000000	0.001135	8.181909	-0.002832	Main	true	true	WolfeSatisfied	235.3
55	55	0	-0.747495	1.000000	0.001024	7.956215	-0.002454	Main	true	true	WolfeSatisfied	241.1
56	56	0	-0.758028	1.000000	0.001215	7.023805	-0.003347	Main	true	true	WolfeSatisfied	233.5
57	57	0	-0.763881	1.000000	0.001163	7.429766	-0.002868	Main	true	true	WolfeSatisfied	241.1
58	58	0	-0.761056	1.000000	0.001073	10.205630	-0.002100	Main	true	true	WolfeSatisfied	234.3
59	59	0	-0.766624	1.000000	0.001187	8.358713	-0.003155	Main	true	true	WolfeSatisfied	236.6
60	60	0	-0.751626	1.000000	0.001172	10.606926	-0.001802	Main	true	true	WolfeSatisfied	231.5
61	61	0	-0.764829	1.000000	0.001217	13.431713	-0.005658	Main	true	true	WolfeSatisfied	232.2
62	62	0	-0.753749	1.000000	0.001070	6.916897	-0.002998	Main	true	true	WolfeSatisfied	233.9
63	63	0	-0.761401	1.000000	0.001160	7.857181	-0.002873	Main	true	true	WolfeSatisfied	240.5
64	64	0	-0.760247	1.000000	0.001149	9.439828	-0.003360	Main	true	true	WolfeSatisfied	234.3
65	65	0	-0.764010	1.000000	0.001150	9.527140	-0.003081	Main	true	true	WolfeSatisfied	240.1
66	66	0	-0.764067	1.000000	0.001110	8.300001	-0.002691	Main	true	true	WolfeSatisfied	232.2
67	67	0	-0.760566	1.000000	0.001130	9.343219	-0.002690	Main	true	true	WolfeSatisfied	237.8
68	68	0	-0.770386	1.000000	0.001165	8.703143	-0.003007	Main	true	true	WolfeSatisfied	233.8
69	69	0	-0.759897	1.000000	0.001267	9.980552	-0.001671	Main	true	true	WolfeSatisfied	238.1
70	70	0	-0.757978	1.000000	0.001042	9.062880	-0.003655	Main	true	true	WolfeSatisfied	238.6
71	71	0	-0.763973	1.000000	0.001124	8.874588	-0.004135	Main	true	true	WolfeSatisfied	234.9
72	72	0	-0.759144	1.000000	0.001116	7.507094	-0.001042	Main	true	true	WolfeSatisfied	234.8
73	73	0	-0.767025	1.000000	0.001138	6.962368	-0.003966	Main	true	true	WolfeSatisfied	245.0
74	74	0	-0.765430	1.000000	0.001145	6.597043	-0.003806	Main	true	true	WolfeSatisfied	234.1
