1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	0	-0.679596	5.000000	0.007265	1.000000	0.000360	Main	true	true	WolfeSatisfied	2008.3
1	1	0	-0.683052	5.000000	0.006973	2.335010	0.000952	Main	true	true	WolfeSatisfied	909.8
2	2	0	-0.680924	5.000000	0.006444	5.971376	-0.001843	Main	true	true	WolfeSatisfied	943.0
3	3	2	-0.674927	0.540892	0.006464	15.382897	0.005109	Main	true	true	WolfeSatisfied	1795.6
4	4	0	-0.680523	5.000000	0.006145	4.427173	0.001443	Main	true	true	WolfeSatisfied	861.9
5	5	1	-0.685614	1.626571	0.006350	12.004339	0.005754	Main	true	true	WolfeSatisfied	1383.4
6	6	0	-0.678012	5.000000	0.006660	11.428601	0.002565	Main	true	true	WolfeSatisfied	883.7
7	7	2	-0.679464	0.534030	0.006652	28.806603	0.014275	Main	true	true	WolfeSatisfied	1774.0
8	8	0	-0.673800	5.000000	0.006482	8.290700	0.002100	Main	true	true	WolfeSatisfied	858.9
9	9	2	-0.681172	0.528454	0.006838	19.713638	0.008399	Main	true	true	WolfeSatisfied	1737.4
10	10	0	-0.681964	5.000000	0.006407	9.019380	-0.000555	Main	true	true	WolfeSatisfied	858.9
11	11	1	-0.680870	1.624299	0.006284	16.511185	0.002565	Main	true	true	WolfeSatisfied	1282.9
12	12	1	-0.681851	1.642157	0.006595	14.794923	0.005726	Main	true	true	WolfeSatisfied	1407.6
13	13	1	-0.682463	1.625326	0.006977	14.899269	0.000933	Main	true	true	WolfeSatisfied	1364.0
14	14	1	-0.686546	1.697946	0.006686	10.285717	0.003366	Main	true	true	WolfeSatisfied	1585.7
15	15	0	-0.686578	5.000000	0.006399	8.869669	-0.000271	Main	true	true	WolfeSatisfied	898.0
16	16	1	-0.677208	1.625836	0.006654	22.034686	0.004877	Main	true	true	WolfeSatisfied	1385.7
17	17	1	-0.684272	1.641310	0.005921	19.787615	-0.003373	Main	true	true	WolfeSatisfied	1394.1
18	18	1	-0.683198	1.621998	0.006112	16.469558	0.001346	Main	true	true	WolfeSatisfied	1460.1
19	19	1	-0.686414	1.656261	0.006783	14.673159	0.002049	Main	true	true	WolfeSatisfied	1511.1
20	20	1	-0.682927	1.663447	0.006765	14.728181	-0.007342	Main	true	true	WolfeSatisfied	1385.7
21	21	1	-0.685408	1.618931	0.006074	11.645056	0.003467	Main	true	true	WolfeSatisfied	1410.3
22	22	1	-0.689716	1.680868	0.006180	10.408188	0.001123	Main	true	true	WolfeSatisfied	1442.1
23	23	1	-0.683314	1.707848	0.006273	11.581238	-0.004746	Main	true	true	WolfeSatisfied	1638.6
24	24	1	-0.680673	1.696969	0.006508	9.409604	0.001354	Main	true	true	WolfeSatisfied	1494.5
