1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.673384	42.000000	0.003079	1.000000	-0.001081	Main	true	true	WolfeSatisfied	471.5
1	1	1	-0.702935	0.441814	0.003764	71.575278	0.073311	Main	true	true	WolfeSatisfied	274.5
2	2	0	-0.720837	2.000000	0.003245	14.857536	0.024161	Main	true	true	WolfeSatisfied	201.5
3	3	0	-0.736058	2.000000	0.003437	11.645246	0.026579	Main	true	true	WolfeSatisfied	181.0
4	4	0	-0.730189	2.000000	0.003207	11.139515	0.023257	Main	true	true	WolfeSatisfied	191.0
5	5	1	-0.773007	1.163037	0.001636	10.266656	-0.000144	Main	true	true	WolfeSatisfied	304.6
6	6	0	-0.763369	2.000000	0.002295	7.728997	0.004953	Main	true	true	WolfeSatisfied	202.2
7	7	0	-0.778803	2.000000	0.002692	7.086395	0.006536	Main	true	true	WolfeSatisfied	274.6
8	8	0	-0.781030	2.000000	0.001968	4.878290	0.003632	Main	true	true	WolfeSatisfied	262.1
9	9	0	-0.787069	2.000000	0.002028	5.762075	0.004941	Main	true	true	WolfeSatisfied	268.2
10	10	0	-0.789346	2.000000	0.001790	7.391689	0.001538	Main	true	true	WolfeSatisfied	237.1
11	11	0	-0.797233	2.000000	0.002241	6.192127	0.004177	Main	true	true	WolfeSatisfied	275.7
12	12	0	-0.807361	2.000000	0.001833	5.791858	0.003283	Main	true	true	WolfeSatisfied	248.2
13	13	0	-0.791732	2.000000	0.001781	10.444911	0.002485	Main	true	true	WolfeSatisfied	199.2
14	14	0	-0.818883	2.000000	0.001782	5.260940	0.002885	Main	true	true	WolfeSatisfied	246.7
15	15	0	-0.813544	2.000000	0.001598	7.349273	0.002434	Main	true	true	WolfeSatisfied	240.9
16	16	1	-0.809589	1.089990	0.001403	12.670835	0.000170	Main	true	true	WolfeSatisfied	279.6
17	17	0	-0.830357	2.000000	0.002263	12.399395	0.005173	Main	true	true	WolfeSatisfied	194.1
18	18	0	-0.835313	2.000000	0.002211	5.457154	0.006193	Main	true	true	WolfeSatisfied	248.3
19	19	1	-0.832048	1.121498	0.001025	7.391646	-0.000940	Main	true	true	WolfeSatisfied	368.7
