1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	1	-0.654082	4.906302	0.002250	1.000000	-0.000833	Main	true	true	WolfeSatisfied	835.6
1	1	0	-0.648565	1.000000	0.002197	6.338974	-0.004733	Main	true	true	WolfeSatisfied	354.9
2	2	0	-0.680818	1.000000	0.002201	16.801385	-0.009272	Main	true	true	WolfeSatisfied	331.5
3	3	1	-0.681671	0.426257	0.002191	43.154285	-0.006857	Main	true	true	WolfeSatisfied	456.5
4	4	0	-0.688766	1.000000	0.002107	8.175052	-0.003409	Main	true	true	WolfeSatisfied	295.3
5	5	0	-0.682459	1.000000	0.002259	5.524387	-0.003632	Main	true	true	WolfeSatisfied	383.3
6	6	0	-0.699309	1.000000	0.002149	9.513380	-0.002219	Main	true	true	WolfeSatisfied	366.1
7	7	0	-0.693265	1.000000	0.002611	15.411626	-0.004229	Main	true	true	WolfeSatisfied	341.8
8	8	0	-0.700342	1.000000	0.002608	13.714341	0.004702	Main	true	true	WolfeSatisfied	357.1
9	9	0	-0.693384	1.000000	0.002508	10.059453	0.000818	Main	true	true	WolfeSatisfied	306.8
10	10	0	-0.699151	1.000000	0.002222	6.856112	-0.001381	Main	true	true	WolfeSatisfied	408.0
11	11	0	-0.705372	1.000000	0.002377	10.349971	0.002747	Main	true	true	WolfeSatisfied	480.9
12	12	0	-0.705090	1.000000	0.002161	5.891754	-0.003147	Main	true	true	WolfeSatisfied	423.3
13	13	0	-0.715100	1.000000	0.002282	10.121251	0.002553	Main	true	true	WolfeSatisfied	436.2
14	14	0	-0.708587	1.000000	0.002500	10.673934	-0.002412	Main	true	true	WolfeSatisfied	408.8
15	15	0	-0.697927	1.000000	0.002302	5.444757	-0.001552	Main	true	true	WolfeSatisfied	448.0
16	16	0	-0.717503	1.000000	0.002558	5.750431	-0.001722	Main	true	true	WolfeSatisfied	413.8
17	17	0	-0.714551	1.000000	0.002622	5.590710	-0.001760	Main	true	true	WolfeSatisfied	422.6
18	18	0	-0.713587	1.000000	0.002417	3.720572	-0.000878	Main	true	true	WolfeSatisfied	421.0
19	19	0	-0.721102	1.000000	0.002609	7.615819	-0.000968	Main	true	true	WolfeSatisfied	453.1
20	20	0	-0.717822	1.000000	0.002547	8.864688	0.003356	Main	true	true	WolfeSatisfied	450.3
21	21	0	-0.721748	1.000000	0.002518	5.985044	-0.002084	Main	true	true	WolfeSatisfied	563.1
22	22	0	-0.726189	1.000000	0.002383	9.744428	-0.000432	Main	true	true	WolfeSatisfied	403.2
23	23	0	-0.719483	1.000000	0.002550	8.519550	-0.002150	Main	true	true	WolfeSatisfied	376.0
24	24	0	-0.724166	1.000000	0.002415	4.815809	-0.002167	Main	true	true	WolfeSatisfied	379.7
25	25	0	-0.716369	1.000000	0.002576	13.051536	0.002465	Main	true	true	WolfeSatisfied	385.9
26	26	0	-0.720467	1.000000	0.002937	6.884623	-0.000491	Main	true	true	WolfeSatisfied	396.9
27	27	0	-0.733927	1.000000	0.002412	3.860157	-0.001054	Main	true	true	WolfeSatisfied	369.2
28	28	0	-0.724711	1.000000	0.002332	3.465174	-0.000856	Main	true	true	WolfeSatisfied	392.8
29	29	0	-0.733635	1.000000	0.002423	4.629456	-0.001266	Main	true	true	WolfeSatisfied	383.3
30	30	0	-0.724827	1.000000	0.002286	7.433079	-0.002138	Main	true	true	WolfeSatisfied	400.8
31	31	0	-0.733052	1.000000	0.002351	6.905069	-0.001913	Main	true	true	WolfeSatisfied	421.8
32	32	0	-0.731599	1.000000	0.002446	7.187854	-0.000851	Main	true	true	WolfeSatisfied	355.9
33	33	0	-0.750930	1.000000	0.002391	6.424025	-0.001140	Main	true	true	WolfeSatisfied	306.8
34	34	0	-0.740870	1.000000	0.002527	5.494640	-0.003361	Main	true	true	WolfeSatisfied	326.9
35	35	0	-0.744085	1.000000	0.002747	8.254916	0.000084	Main	true	true	WolfeSatisfied	326.2
36	36	0	-0.739278	1.000000	0.002192	5.059046	-0.001108	Main	true	true	WolfeSatisfied	313.9
37	37	0	-0.743739	1.000000	0.002540	9.731577	-0.001705	Main	true	true	WolfeSatisfied	324.7
38	38	0	-0.745702	1.000000	0.001963	3.086447	-0.001062	Main	true	true	WolfeSatisfied	330.2
39	39	0	-0.751331	1.000000	0.002357	11.097327	-0.001255	Main	true	true	WolfeSatisfied	345.6
40	40	0	-0.749190	1.000000	0.002335	16.155842	0.000024	Main	true	true	WolfeSatisfied	293.6
41	41	0	-0.753595	1.000000	0.002451	7.287038	-0.000825	Main	true	true	WolfeSatisfied	303.9
42	42	0	-0.744291	1.000000	0.002465	7.408215	-0.000158	Main	true	true	WolfeSatisfied	295.3
43	43	0	-0.740218	1.000000	0.002365	4.461340	-0.001577	Main	true	true	WolfeSatisfied	317.1
44	44	0	-0.742061	1.000000	0.002202	2.581226	-0.001754	Main	true	true	WolfeSatisfied	320.0
45	45	0	-0.746959	1.000000	0.002412	4.772071	-0.000893	Main	true	true	WolfeSatisfied	337.0
46	46	0	-0.750374	1.000000	0.002262	4.047908	-0.000775	Main	true	true	WolfeSatisfied	455.4
47	47	0	-0.754402	1.000000	0.002076	6.877711	-0.001643	Main	true	true	WolfeSatisfied	465.7
48	48	0	-0.744300	1.000000	0.002363	4.438260	-0.001935	Main	true	true	WolfeSatisfied	438.9
49	49	0	-0.748519	1.000000	0.002229	5.988336	-0.001138	Main	true	true	WolfeSatisfied	429.6
50	50	0	-0.734916	1.000000	0.002427	4.938972	0.000973	Main	true	true	WolfeSatisfied	479.6
51	51	0	-0.752150	1.000000	0.002275	4.733818	-0.001268	Main	true	true	WolfeSatisfied	425.0
52	52	0	-0.765904	1.000000	0.002219	3.384936	-0.000933	Main	true	true	WolfeSatisfied	457.6
53	53	0	-0.750008	1.000000	0.002326	10.736188	-0.002076	Main	true	true	WolfeSatisfied	441.6
54	54	0	-0.751267	1.000000	0.002477	8.454474	-0.000407	Main	true	true	WolfeSatisfied	539.6
55	55	0	-0.755522	1.000000	0.002427	7.344019	-0.000494	Main	true	true	WolfeSatisfied	362.2
56	56	0	-0.750090	1.000000	0.002594	2.663044	-0.001338	Main	true	true	WolfeSatisfied	334.6
57	57	0	-0.756134	1.000000	0.002388	3.144279	-0.001121	Main	true	true	WolfeSatisfied	447.1
58	58	0	-0.760548	1.000000	0.002231	8.682348	0.000318	Main	true	true	WolfeSatisfied	424.2
59	59	0	-0.759028	1.000000	0.002291	7.619875	-0.000455	Main	true	true	WolfeSatisfied	470.1
