1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.456130	2.000000	0.752436	236.9
1	-0.469651	2.000000	0.752936	152.4
2	-0.469781	1.000000	0.807821	152.6
3	-0.477871	1.000000	0.819065	153.0
4	-0.480532	0.500000	0.766090	156.4
5	-0.483050	0.500000	0.798064	154.2
6	-0.486210	0.250000	0.774226	152.3
7	-0.487402	0.250000	0.778191	186.9
8	-0.490755	0.125000	0.768743	151.4
9	-0.491798	0.125000	0.791694	155.5
10	-0.493250	0.125000	0.814448	149.9
11	-0.494690	0.125000	0.816732	167.3
12	-0.496799	0.125000	0.808130	158.1
13	-0.501726	0.125000	0.760154	156.4
14	-0.504185	0.062500	0.747846	154.4
15	-0.504950	0.062500	0.744458	156.0
16	-0.506807	0.062500	0.739532	155.6
