1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.305216	627.201626	0.002325	480.4
1	-1.829325	623.504937	0.017001	10.5
2	-1.299159	619.865785	0.015679	8.9
3	-0.299382	616.282728	0.004486	11.1
4	-1.105781	612.754375	0.016040	11.1
5	-1.875364	609.279381	0.027945	8.4
6	-0.505454	605.856447	0.010653	10.5
7	-0.914931	602.484317	0.007894	12.3
8	-1.548203	599.161779	0.019329	9.3
9	-1.506946	595.887656	0.024706	9.4
10	-0.825902	592.660813	0.006222	7.7
11	-0.288725	589.480151	0.006328	14.2
12	-1.859496	586.344606	0.028849	14.2
13	-1.469857	583.253145	0.023763	10.8
14	-1.231785	580.204771	0.008814	9.9
15	-0.580464	577.198517	0.017264	11.7
16	-1.447832	574.233444	0.037815	8.9
17	-1.640695	571.308645	0.017130	8.3
18	-0.572536	568.423237	0.013686	7.5
19	-1.599016	565.576365	0.024646	9.9
20	-1.568756	562.767201	0.021270	9.9
21	-1.682531	559.994938	0.011289	7.4
22	-1.486909	557.258797	0.020094	7.5
23	-0.235089	554.558018	0.001294	6.8
24	-0.973947	551.891865	0.009608	9.9
25	-1.145818	549.259621	0.005513	7.5
26	-0.534131	546.660592	0.009469	8.9
27	-1.873324	544.094102	0.021780	7.5
28	-0.285383	541.559494	0.004737	7.8
29	-0.721149	539.056129	0.011064	10.5
30	-1.797290	536.583387	0.020087	8.4
31	-1.823176	534.140663	0.019047	8.4
32	-0.835383	531.727370	0.011650	7.8
33	-1.071898	529.342935	0.009429	7.5
34	-1.035607	526.986802	0.004543	10.0
35	-0.474620	524.658430	0.017231	7.5
36	-0.354581	522.357290	0.002476	8.6
37	-0.617488	520.082868	0.017831	7.5
38	-0.668988	517.834665	0.014653	7.4
39	-0.310217	515.612193	0.003679	10.1
40	-0.790863	513.414976	0.019654	8.6
41	-1.067867	511.242551	0.005783	7.4
42	-1.313641	509.094468	0.015645	7.4
43	-1.588769	506.970285	0.026480	7.5
