1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.561280	0.000000	5.960349	0.021764	1015.1
1	-0.583465	0.000000	5.960349	0.019059	3.8
2	-0.573755	0.216900	5.899416	0.015059	3.8
3	-0.583104	1.216895	5.633880	0.021992	3.8
4	-0.573406	2.216895	5.391217	0.018611	3.7
5	-0.584754	1.269438	5.620588	0.013046	3.7
6	-0.547168	2.269328	5.379069	0.010777	3.9
7	-0.580498	2.994005	5.216608	0.015684	3.8
8	-0.590476	3.994005	5.007894	0.020747	4.4
9	-0.562381	3.046547	5.205210	0.014069	5.1
10	-0.553637	2.393178	5.350591	0.020786	4.3
11	-0.587573	2.981911	5.219239	0.014372	3.8
12	-0.543829	3.890205	5.028778	0.017348	5.1
13	-0.586930	2.946616	5.226932	0.018376	3.8
14	-0.599065	3.942752	5.018184	0.014339	4.1
15	-0.551040	3.116525	5.190106	0.012688	3.8
16	-0.587644	4.110654	4.984630	0.010381	3.8
17	-0.620491	3.170254	5.178569	0.010490	5.0
18	-0.569489	2.222928	5.389817	0.014163	4.3
19	-0.574365	1.400467	5.587711	0.013782	3.9
20	-0.581760	0.453095	5.834465	0.020143	4.8
21	-0.540493	0.000000	5.960349	0.015666	3.8
22	-0.580320	0.000000	5.960349	0.017396	4.0
23	-0.563484	0.000000	5.960349	0.010761	3.8
24	-0.598593	0.844944	5.729808	0.017478	3.8
25	-0.582829	0.036415	5.950031	0.019553	4.0
26	-0.564310	1.025610	5.682809	0.014668	5.0
27	-0.549580	0.081639	5.937267	0.013021	4.4
28	-0.559099	1.079909	5.668833	0.012508	3.8
29	-0.571232	1.051744	5.676074	0.009782	4.4
30	-0.571593	0.107796	5.929910	0.010587	3.8
31	-0.610301	0.000000	5.960349	0.012253	4.9
32	-0.589174	0.000000	5.960349	0.017518	3.8
33	-0.561514	0.884038	5.719572	0.018268	3.8
34	-0.571685	0.000000	5.960349	0.013501	3.9
35	-0.577857	0.996494	5.690331	0.017993	5.1
36	-0.579936	1.993832	5.443517	0.009797	4.2
37	-0.621378	1.726918	5.507448	0.020381	3.9
38	-0.579377	2.672714	5.287409	0.016126	3.8
39	-0.564071	1.725256	5.507851	0.011595	5.1
40	-0.553713	2.682022	5.285331	0.012453	3.8
41	-0.574187	1.734565	5.505596	0.017600	3.8
42	-0.562886	2.734306	5.273688	0.016006	3.8
43	-0.557820	1.796408	5.490660	0.016098	3.8
44	-0.583425	2.746884	5.270895	0.015773	5.4
45	-0.556260	1.799529	5.489908	0.016254	4.6
46	-0.582309	2.799516	5.259238	0.014351	5.0
47	-0.545231	1.852386	5.477210	0.015126	4.3
48	-0.554340	2.852386	5.247581	0.015720	3.9
49	-0.589464	2.505559	5.325009	0.019472	3.8
50	-0.594396	1.558381	5.548595	0.009670	3.9
51	-0.598905	2.558380	5.313070	0.018931	3.8
52	-0.575854	1.617095	5.534191	0.023517	3.8
53	-0.591940	0.669637	5.776161	0.019980	4.9
