1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.556003	2.000000	1.402011	944.2
1	-0.535416	1.000000	0.940120	268.5
2	-0.553279	1.000000	1.221115	222.8
3	-0.561452	0.500000	0.827068	230.4
4	-0.565592	0.500000	0.996171	253.8
5	-0.562976	0.500000	0.762074	246.3
6	-0.563446	0.500000	1.074942	286.1
7	-0.565200	0.250000	0.921882	277.2
8	-0.564741	0.125000	0.997300	309.9
9	-0.564755	0.125000	0.746026	248.6
10	-0.564537	0.062500	0.990114	244.4
11	-0.565131	0.062500	0.925299	233.1
12	-0.565289	0.062500	0.827008	224.5
