1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.527047	0.000000	3.899213	0.026506	987.6
1	-0.566386	0.000000	3.899213	0.029476	3.9
2	-0.583905	0.000000	3.899213	0.028151	3.7
3	-0.573650	0.000000	3.899213	0.027080	4.1
4	-0.561541	0.989954	3.723676	0.031015	4.0
5	-0.568881	0.136155	3.874094	0.025859	3.6
6	-0.559430	0.000000	3.899213	0.030782	4.1
7	-0.579370	0.000000	3.899213	0.017879	3.6
8	-0.570595	0.999984	3.721978	0.025569	3.7
9	-0.576266	1.493604	3.640300	0.031931	3.8
10	-0.530667	0.557499	3.798375	0.024826	3.7
11	-0.565683	0.000000	3.899213	0.025194	3.7
12	-0.532085	0.998850	3.722170	0.030786	3.6
13	-0.582927	1.613554	3.620990	0.019232	3.7
14	-0.554339	0.679528	3.776995	0.025352	3.7
15	-0.568738	0.000000	3.899213	0.024084	3.7
16	-0.563478	0.000000	3.899213	0.035410	3.8
17	-0.607966	1.000000	3.721976	0.024317	4.4
18	-0.531281	0.061386	3.887848	0.042508	3.8
19	-0.548373	1.061386	3.711619	0.023416	3.7
20	-0.528411	0.122921	3.876522	0.025989	3.7
21	-0.590435	0.000000	3.899213	0.023746	3.7
22	-0.579706	0.000000	3.899213	0.024588	3.7
23	-0.545382	0.000000	3.899213	0.018907	3.6
24	-0.555010	0.880472	3.742308	0.025074	3.6
25	-0.558319	1.880472	3.578749	0.023907	4.0
26	-0.508455	2.855469	3.432482	0.017352	3.6
27	-0.547318	3.855417	3.294391	0.020577	11.4
28	-0.555577	4.813043	3.172174	0.013158	5.9
29	-0.569621	5.635133	3.074265	0.040303	7.1
30	-0.546233	4.908194	3.160524	0.026087	7.4
31	-0.607909	3.969580	3.279329	0.016655	7.8
32	-0.533369	3.030987	3.407412	0.018387	4.0
33	-0.570576	3.874931	3.291807	0.025423	4.4
34	-0.548182	3.129065	3.393561	0.029569	5.4
35	-0.586865	2.193443	3.530457	0.030188	6.9
36	-0.593091	3.193443	3.384531	0.020460	6.1
37	-0.568476	4.193441	3.250190	0.034485	7.6
38	-0.549978	3.280603	3.372382	0.027189	3.7
39	-0.585696	4.280534	3.238993	0.032469	4.3
40	-0.558250	3.341922	3.363886	0.024127	6.9
41	-0.578790	4.341921	3.231147	0.016425	3.6
42	-0.605883	5.339159	3.108811	0.039428	3.7
43	-0.555682	4.400619	3.223680	0.021927	8.7
44	-0.570147	4.667216	3.190197	0.025693	3.9
45	-0.560216	3.829838	3.297785	0.020486	4.5
46	-0.546024	2.905205	3.425340	0.025718	9.0
47	-0.575179	3.895562	3.289079	0.030838	4.5
48	-0.557637	4.803797	3.173311	0.020570	4.5
49	-0.574984	5.800407	3.055307	0.022883	6.8
50	-0.564799	6.783926	2.947152	0.033886	4.4
51	-0.592014	7.783452	2.844810	0.022152	4.3
52	-0.587901	8.783452	2.749294	0.031162	8.2
53	-0.576841	7.844838	2.838756	0.023066	4.6
54	-0.584190	6.952534	2.929375	0.024907	5.9
55	-0.551674	7.060696	2.918084	0.042349	7.5
56	-0.568906	7.919298	2.831447	0.017976	3.6
57	-0.565676	8.865450	2.741745	0.020937	7.7
58	-0.598472	9.862212	2.653195	0.038859	5.1
59	-0.550837	10.862212	2.569924	0.030021	4.2
60	-0.566027	11.862210	2.491721	0.035128	7.5
61	-0.569096	12.862210	2.418137	0.031931	6.0
62	-0.548854	13.861595	2.348816	0.015008	5.4
63	-0.579031	14.853483	2.283836	0.024783	7.4
64	-0.542320	15.705487	2.230823	0.022328	5.1
65	-0.567587	16.705455	2.171661	0.021712	8.5
66	-0.567059	15.766841	2.227101	0.035882	4.5
67	-0.532618	14.844318	2.284420	0.022431	4.5
68	-0.596626	15.400470	2.249517	0.020090	8.6
69	-0.583743	14.461859	2.309057	0.021713	4.5
70	-0.566844	15.461859	2.245729	0.021080	9.6
71	-0.544932	14.523279	2.305065	0.016669	8.8
72	-0.545501	13.600083	2.366568	0.027510	7.8
73	-0.572225	14.568877	2.302110	0.030094	4.7
74	-0.543665	13.634474	2.364218	0.022372	4.3
75	-0.564697	13.178380	2.395768	0.026705	4.1
76	-0.590815	12.239779	2.463418	0.021494	4.0
77	-0.582099	13.231065	2.392080	0.021391	4.1
78	-0.594997	14.229976	2.324255	0.019922	6.5
79	-0.577950	14.643967	2.297260	0.039264	3.8
80	-0.581461	13.810712	2.352249	0.032229	4.0
81	-0.526062	14.810711	2.286563	0.025941	4.0
82	-0.558917	13.872097	2.348108	0.021442	6.6
83	-0.549688	14.758513	2.289901	0.022597	3.8
84	-0.584312	15.578138	2.238590	0.027429	4.0
85	-0.549650	16.578138	2.179019	0.028193	3.8
86	-0.603534	15.639524	2.234840	0.034721	3.8
87	-0.561627	16.602678	2.177597	0.020418	7.3
88	-0.567579	15.671420	2.232896	0.033109	5.4
89	-0.548150	14.732810	2.291548	0.020928	3.7
90	-0.576570	13.794239	2.353363	0.034070	3.9
91	-0.562960	13.283146	2.388447	0.024098	4.3
92	-0.587050	12.344532	2.455679	0.021202	3.9
93	-0.578003	13.294975	2.387623	0.026900	3.7
94	-0.537427	12.378401	2.453187	0.035120	3.8
95	-0.590641	11.646974	2.508149	0.023235	4.3
96	-0.551765	10.708360	2.582393	0.024732	5.6
97	-0.550043	9.783385	2.659989	0.023121	3.7
98	-0.572683	9.226453	2.709000	0.028736	4.6
99	-0.555362	8.287839	2.795818	0.029953	3.8
100	-0.583117	8.987289	2.730606	0.028363	5.5
101	-0.574913	9.987289	2.642486	0.017682	3.8
102	-0.572281	9.056272	2.724339	0.041408	3.8
103	-0.564458	10.055881	2.636649	0.031194	4.0
104	-0.562367	9.117272	2.718821	0.024282	4.9
105	-0.577538	10.014401	2.640176	0.015254	4.6
106	-0.577634	9.196502	2.711687	0.032392	3.7
107	-0.573312	9.914534	2.648704	0.015878	5.1
108	-0.536007	10.914526	2.565711	0.022020	4.2
109	-0.586555	11.205969	2.542493	0.032621	4.0
110	-0.586342	10.267359	2.618816	0.025754	3.8
111	-0.560754	11.267358	2.537656	0.023647	3.7
112	-0.563681	11.977894	2.482980	0.017594	3.7
113	-0.590342	12.820502	2.421119	0.034589	5.7
114	-0.567340	11.882721	2.490167	0.021836	3.7
115	-0.578326	11.006430	2.558344	0.035816	5.5
116	-0.548068	10.067860	2.635633	0.033807	4.0
117	-0.546003	9.129246	2.717740	0.034159	4.2
118	-0.558615	10.129246	2.630435	0.017156	3.9
119	-0.571310	9.191222	2.712161	0.021845	3.7
120	-0.582897	8.253073	2.799141	0.045436	4.1
121	-0.567931	9.253073	2.706616	0.035551	4.6
122	-0.560333	8.314459	2.793279	0.026097	5.8
123	-0.547020	9.314433	2.701138	0.023357	3.9
124	-0.576033	8.375820	2.787444	0.019472	3.7
125	-0.559062	7.670176	2.856050	0.019858	4.0
126	-0.532461	6.735866	2.952259	0.032886	5.3
127	-0.569681	6.163072	3.014514	0.020087	4.6
128	-0.589387	7.163072	2.907476	0.030182	3.7
129	-0.525570	8.163071	2.807779	0.044493	3.8
130	-0.533347	7.224458	2.901153	0.025509	5.0
131	-0.546621	8.224457	2.801881	0.024625	4.8
