1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-1.132652	627.201626	0.008407	648.2
1	-1.209005	623.504937	0.008509	17.1
2	-1.221152	619.865785	0.009399	21.2
3	-0.856692	616.282728	0.009108	19.5
4	-0.853463	612.754375	0.007218	20.0
5	-1.182870	609.279381	0.008454	21.9
6	-0.159993	605.856447	0.004518	15.8
7	-1.119421	602.484317	0.009012	21.0
8	-1.041450	599.161779	0.009797	21.2
9	-1.058090	595.887656	0.006938	20.3
10	-0.603993	592.660813	0.006698	14.6
11	-0.130614	589.480151	0.003410	14.3
12	-0.837397	586.344606	0.007891	15.2
13	-0.293633	583.253145	0.007057	18.3
14	-0.787830	580.204771	0.008780	14.0
15	-0.436997	577.198517	0.007201	10.0
16	-1.274494	574.233444	0.009853	16.3
17	-0.996643	571.308645	0.008225	14.2
18	-0.829465	568.423237	0.008390	18.7
19	-0.738294	565.576365	0.006382	20.1
20	-0.851432	562.767201	0.008191	16.9
21	-1.280394	559.994938	0.009748	19.9
22	-1.100953	557.258797	0.009842	17.1
23	-0.799587	554.558018	0.008243	19.3
24	-0.987940	551.891865	0.009049	17.1
25	-1.099429	549.259621	0.009298	16.7
26	-1.027836	546.660592	0.009520	19.5
27	-0.407709	544.094102	0.004029	16.8
28	-0.687045	541.559494	0.006593	20.4
29	-0.490612	539.056129	0.005445	18.2
30	-0.667704	536.583387	0.007697	15.9
31	-1.167997	534.140663	0.009333	19.1
32	-0.149101	531.727370	0.002984	20.3
33	-0.287055	529.342935	0.004950	14.0
34	-0.547119	526.986802	0.006234	19.3
35	-0.825393	524.658430	0.008371	20.3
36	-0.952146	522.357290	0.007472	21.8
37	-0.634205	520.082868	0.007047	19.4
38	-0.918094	517.834665	0.010282	16.6
39	-0.816312	515.612193	0.006538	19.0
40	-1.011749	513.414976	0.008604	21.1
41	-0.805359	511.242551	0.008092	17.9
42	-0.912284	509.094468	0.008467	17.5
43	-0.609904	506.970285	0.007977	20.9
44	-1.177753	504.869574	0.008518	24.2
45	-1.058802	502.791916	0.008018	25.6
46	-0.928605	500.736903	0.007656	24.4
47	-0.744854	498.704137	0.008055	21.7
48	-0.844321	496.693228	0.009688	18.6
49	-1.198799	494.703798	0.011209	18.4
50	-0.774419	492.735476	0.006989	18.9
51	-0.552942	490.787900	0.007201	21.8
52	-0.413749	488.860718	0.006473	22.3
53	-0.778213	486.953585	0.008842	19.2
54	-0.605028	485.066164	0.006045	18.2
55	-1.031274	483.198126	0.008399	17.8
56	-0.586466	481.349149	0.004844	19.0
57	-0.768261	479.518920	0.007190	13.7
58	-0.082792	477.707132	0.006721	13.4
59	-0.795997	475.913485	0.008604	9.3
60	-0.922158	474.137684	0.006486	10.6
61	-0.446265	472.379445	0.007313	11.3
62	-1.048354	470.638485	0.008336	15.4
63	-0.467459	468.914531	0.005943	10.9
64	-1.139868	467.207315	0.010884	12.4
65	-0.348893	465.516573	0.003842	13.5
66	-0.991354	463.842050	0.008089	9.7
67	-0.777246	462.183494	0.007130	17.9
68	-1.201028	460.540658	0.008223	10.3
69	-0.263494	458.913303	0.006261	16.0
70	-0.213003	457.301192	0.003748	20.0
71	-0.283013	455.704096	0.003264	18.4
72	-1.013941	454.121787	0.007581	11.7
73	-0.460314	452.554045	0.004935	12.7
74	-0.772806	451.000653	0.008716	13.7
75	-0.787278	449.461399	0.007466	12.0
76	-0.958220	447.936075	0.007811	10.6
77	-1.027196	446.424477	0.007295	11.2
78	-0.726856	444.926406	0.008502	10.3
79	-0.894552	443.441666	0.007835	11.1
80	-0.746945	441.970065	0.008116	10.8
81	-0.983439	440.511415	0.005676	10.1
82	-0.989270	439.065533	0.009900	11.2
83	-0.856068	437.632238	0.007437	10.3
84	-1.236053	436.211351	0.009042	10.0
85	-0.380454	434.802701	0.004711	11.8
86	-0.802232	433.406117	0.006287	12.4
87	-1.014562	432.021430	0.007784	14.0
88	-0.459205	430.648479	0.005179	20.4
89	-0.816581	429.287101	0.007683	21.7
90	-1.083248	427.937140	0.009336	16.9
91	-0.848161	426.598440	0.008973	25.3
92	-0.687730	425.270849	0.006032	16.0
93	-0.599025	423.954220	0.007999	22.1
94	-0.030669	422.648404	0.001920	14.5
95	-1.233894	421.353259	0.010811	10.9
96	-0.125404	420.068643	0.003396	10.2
97	-0.246397	418.794419	0.002588	11.5
98	-0.955898	417.530451	0.009674	11.3
99	-0.677617	416.276604	0.005958	10.9
100	-0.549091	415.032748	0.006270	10.1
101	-0.996710	413.798754	0.009175	12.2
102	-1.013480	412.574495	0.009802	13.7
103	-1.262183	411.359849	0.009503	10.5
104	-0.782775	410.154691	0.007808	10.4
105	-0.154573	408.958904	0.002545	15.9
106	-0.950831	407.772368	0.007508	20.3
107	-1.290596	406.594968	0.009765	18.0
108	-1.158392	405.426590	0.009706	23.7
109	-0.642253	404.267122	0.007449	16.1
110	-0.748949	403.116456	0.006427	20.6
111	-1.006216	401.974481	0.008193	20.4
112	-0.975964	400.841093	0.007581	14.3
113	-1.101583	399.716187	0.008304	18.3
114	-1.169520	398.599660	0.009584	49.5
115	-1.064626	397.491411	0.008311	27.9
116	-0.794820	396.391342	0.008124	19.7
