1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.673531	0.000000	16.374166	0.009652	1199.1
1	-0.640465	0.000000	16.374166	0.016610	3.6
2	-0.661641	0.000000	16.374166	0.011259	3.8
3	-0.676170	0.000000	16.374166	0.016046	4.6
4	-0.680783	0.000000	16.374166	0.009863	3.7
5	-0.683250	0.000000	16.374166	0.014245	3.9
6	-0.646248	0.000000	16.374166	0.014568	3.6
7	-0.683555	0.000000	16.374166	0.010935	3.7
8	-0.650762	0.000000	16.374166	0.010273	4.2
9	-0.674530	0.000000	16.374166	0.010607	5.3
10	-0.643254	0.997846	15.631416	0.012006	3.6
11	-0.666732	0.747820	15.811124	0.014665	3.8
12	-0.692498	1.639665	15.188276	0.016554	3.7
13	-0.686753	2.639665	14.545785	0.012414	4.2
14	-0.683084	3.637029	13.956938	0.010819	3.6
15	-0.646663	4.637029	13.412532	0.016323	3.9
16	-0.667709	5.637029	12.909003	0.013314	3.5
17	-0.638870	4.964699	13.243269	0.014293	4.9
18	-0.690216	5.960868	12.753947	0.008931	5.3
19	-0.651267	5.313350	13.067796	0.014324	3.8
20	-0.677029	4.641021	13.410444	0.015248	3.6
21	-0.627717	3.969077	13.771333	0.013300	5.0
22	-0.669667	4.966622	13.242288	0.012832	4.6
23	-0.654981	5.909381	12.778350	0.011929	3.7
24	-0.662013	5.237052	13.105797	0.017478	5.1
25	-0.677417	6.237052	12.624622	0.012944	3.6
26	-0.672352	5.565362	12.943828	0.022728	6.2
27	-0.642824	6.565362	12.474260	0.016047	4.9
28	-0.670783	7.565362	12.037568	0.013960	3.8
29	-0.636424	8.564606	11.630714	0.012125	4.8
30	-0.641921	9.520766	11.266345	0.015052	3.7
31	-0.635415	10.520766	10.908919	0.008134	4.8
32	-0.658644	11.127341	10.702955	0.008512	3.9
33	-0.659352	12.101611	10.387938	0.010732	4.5
34	-0.641817	12.998032	10.114041	0.010027	4.7
35	-0.660218	12.507424	10.262128	0.009943	5.8
36	-0.671785	13.241491	10.042129	0.011637	4.7
37	-0.705110	13.949376	9.838730	0.011479	3.7
38	-0.663692	14.946073	9.565926	0.013461	4.4
39	-0.686379	14.278831	9.746850	0.009727	6.4
40	-0.652393	13.606691	9.936156	0.009046	5.0
41	-0.668931	14.601124	9.658613	0.006235	4.3
42	-0.652405	13.932519	9.843478	0.014632	9.5
43	-0.631986	13.260190	10.036648	0.008660	5.0
44	-0.651477	14.260190	9.752003	0.010553	8.3
45	-0.660341	13.588696	9.941325	0.007956	6.1
46	-0.635558	13.627827	9.930091	0.010783	7.3
47	-0.658934	12.955535	10.126699	0.009024	6.9
48	-0.654893	12.376527	10.302375	0.009554	7.9
49	-0.676377	13.250838	10.039389	0.008972	10.9
50	-0.648732	14.201416	9.768286	0.010732	6.7
51	-0.672123	13.614364	9.933954	0.012172	6.7
52	-0.634806	13.023892	10.106354	0.008894	3.6
53	-0.640117	12.473530	10.272519	0.013923	12.9
54	-0.688189	13.469718	9.975640	0.013112	5.0
55	-0.643519	14.469717	9.694396	0.013552	5.6
56	-0.665944	13.797388	9.881704	0.016416	6.0
57	-0.655102	14.797388	9.605658	0.012838	5.9
58	-0.659013	14.125264	9.789463	0.009463	7.6
59	-0.671429	13.452939	9.980498	0.009737	8.4
60	-0.637939	12.785152	10.177769	0.012114	5.7
61	-0.659622	12.940675	10.131133	0.008036	3.6
62	-0.689376	12.268355	10.335873	0.013542	4.2
63	-0.697183	13.267985	10.034365	0.013620	4.5
64	-0.687433	12.598000	10.234463	0.013579	4.0
65	-0.646732	11.925670	10.443447	0.013260	3.7
66	-0.659819	12.925665	10.135615	0.012518	3.9
67	-0.668007	12.253355	10.340535	0.008716	4.0
68	-0.644582	13.253355	10.038651	0.016588	6.7
69	-0.687736	14.251860	9.754308	0.009314	3.6
70	-0.625090	14.152758	9.781807	0.011619	3.8
71	-0.680757	14.968333	9.560006	0.012619	3.8
72	-0.660176	14.296100	9.742082	0.019927	3.6
73	-0.685225	13.625905	9.930643	0.013930	3.7
74	-0.673063	12.953575	10.127284	0.013501	3.7
75	-0.655600	12.281769	10.331707	0.016217	3.6
76	-0.642301	13.281355	10.030452	0.012822	3.6
77	-0.654431	14.281355	9.746153	0.009585	4.2
78	-0.618355	15.242444	9.487701	0.010786	6.2
79	-0.627417	14.615440	9.654731	0.005470	3.6
80	-0.724276	14.009994	9.821695	0.012209	3.6
81	-0.650423	13.637889	9.927207	0.010908	3.6
82	-0.662650	13.120273	10.077806	0.009201	4.0
83	-0.656143	12.466565	10.274657	0.009383	3.6
84	-0.698253	13.466535	9.976561	0.016933	3.9
85	-0.656945	12.992110	10.115803	0.007495	3.7
86	-0.653182	12.408114	10.292634	0.008763	3.8
87	-0.654695	13.305369	10.023430	0.012799	6.6
88	-0.667491	14.304966	9.739635	0.020240	3.5
89	-0.655437	13.639849	9.926645	0.012350	4.1
90	-0.670015	14.639849	9.648118	0.011343	4.0
91	-0.602684	13.967802	9.833546	0.010283	3.7
92	-0.654887	13.896667	9.853591	0.009375	3.6
93	-0.646977	13.262621	10.035936	0.008479	3.6
94	-0.685851	12.590366	10.236789	0.010767	3.9
95	-0.656394	12.400932	10.294847	0.012322	3.7
96	-0.605773	13.375198	10.003069	0.010212	4.9
97	-0.698504	12.702885	10.202613	0.010955	4.3
98	-0.688544	12.118246	10.382720	0.017257	5.0
99	-0.673454	12.721953	10.196844	0.013827	4.4
100	-0.654785	13.668818	9.918350	0.011927	4.3
101	-0.665315	14.668818	9.640283	0.019037	3.8
102	-0.624334	15.668813	9.377382	0.013380	4.4
103	-0.662769	16.668813	9.128440	0.012722	3.7
104	-0.654386	16.085517	9.272015	0.015085	4.0
105	-0.662899	15.413285	9.443188	0.017369	6.1
106	-0.660113	16.413285	9.190786	0.009079	3.7
107	-0.650335	17.413150	8.951557	0.012026	4.3
108	-0.686629	17.442214	8.944789	0.009679	3.7
109	-0.643387	16.789596	9.099263	0.011259	4.2
110	-0.639426	16.163439	9.252574	0.009535	5.3
111	-0.648795	17.163428	9.010131	0.009634	4.2
112	-0.657749	16.501981	9.169049	0.012770	3.6
113	-0.645934	15.846000	9.332288	0.018177	4.5
114	-0.685494	15.286915	9.476074	0.012370	7.0
115	-0.641850	16.286915	9.221934	0.010687	3.6
116	-0.707490	15.698534	9.369788	0.014856	4.1
117	-0.675102	16.279189	9.223845	0.011191	3.7
118	-0.665937	15.606860	9.393253	0.008101	4.2
119	-0.639928	14.972634	9.558863	0.009924	3.7
120	-0.665331	15.972628	9.300326	0.010892	4.6
121	-0.672099	16.972164	9.055515	0.006798	3.7
122	-0.652533	17.038943	9.039617	0.014494	4.1
123	-0.686794	16.394147	9.195489	0.010702	7.1
124	-0.666126	17.393983	8.956025	0.014716	4.4
125	-0.656913	16.871046	9.079693	0.013708	4.2
126	-0.653524	17.867260	8.846970	0.009761	3.6
127	-0.675538	17.194930	9.002700	0.013190	4.2
128	-0.648523	16.522600	9.164010	0.014596	3.7
129	-0.659049	15.913230	9.315291	0.008145	4.6
130	-0.665243	15.274931	9.479204	0.009826	3.8
131	-0.661223	14.649877	9.645405	0.019188	3.7
