1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.654266	21.000000	0.001355	1.000000	-0.000671	Main	true	true	WolfeSatisfied	795.4
1	1	0	-0.667177	1.000000	0.001360	26.689566	0.001321	Main	true	true	WolfeSatisfied	279.8
2	2	0	-0.676409	1.000000	0.001118	13.885110	-0.007133	Main	true	true	WolfeSatisfied	291.8
3	3	0	-0.679828	1.000000	0.001319	13.531030	-0.009497	Main	true	true	WolfeSatisfied	287.7
4	4	0	-0.670187	1.000000	0.001393	28.816489	0.003379	Main	true	true	WolfeSatisfied	286.1
5	5	0	-0.685132	1.000000	0.001220	12.499573	-0.006872	Main	true	true	WolfeSatisfied	293.8
6	6	0	-0.691143	1.000000	0.001152	13.378134	-0.004561	Main	true	true	WolfeSatisfied	308.5
7	7	0	-0.697969	1.000000	0.001259	22.725496	-0.003352	Main	true	true	WolfeSatisfied	311.9
8	8	0	-0.694617	1.000000	0.001113	15.385648	-0.003312	Main	true	true	WolfeSatisfied	289.2
9	9	0	-0.704795	1.000000	0.001240	21.689391	-0.004597	Main	true	true	WolfeSatisfied	283.5
10	10	0	-0.705104	1.000000	0.001103	13.239179	-0.006334	Main	true	true	WolfeSatisfied	285.4
11	11	0	-0.704832	1.000000	0.001247	24.718969	-0.003387	Main	true	true	WolfeSatisfied	275.5
12	12	0	-0.712879	1.000000	0.001120	13.485879	-0.004559	Main	true	true	WolfeSatisfied	287.3
13	13	0	-0.708444	1.000000	0.001059	12.064826	-0.005177	Main	true	true	WolfeSatisfied	353.5
14	14	0	-0.717756	1.000000	0.001196	22.524042	-0.002989	Main	true	true	WolfeSatisfied	308.9
15	15	0	-0.715898	1.000000	0.001176	12.738538	-0.006490	Main	true	true	WolfeSatisfied	291.6
16	16	0	-0.721606	1.000000	0.001181	21.926555	-0.002684	Main	true	true	WolfeSatisfied	282.0
17	17	0	-0.729338	1.000000	0.001128	12.953770	-0.005345	Main	true	true	WolfeSatisfied	292.7
18	18	0	-0.727119	1.000000	0.001086	11.149565	-0.005387	Main	true	true	WolfeSatisfied	292.0
19	19	0	-0.726119	1.000000	0.001237	21.590309	-0.003977	Main	true	true	WolfeSatisfied	290.5
20	20	0	-0.728645	1.000000	0.001106	9.219974	-0.004765	Main	true	true	WolfeSatisfied	282.7
21	21	0	-0.738032	1.000000	0.001087	11.236079	-0.004607	Main	true	true	WolfeSatisfied	287.0
22	22	0	-0.739305	1.000000	0.001011	8.633485	-0.003925	Main	true	true	WolfeSatisfied	288.1
23	23	0	-0.734305	1.000000	0.001113	13.924808	-0.004912	Main	true	true	WolfeSatisfied	310.2
24	24	0	-0.740897	1.000000	0.001083	15.558627	-0.000712	Main	true	true	WolfeSatisfied	297.5
25	25	0	-0.741758	1.000000	0.001158	31.547395	-0.004693	Main	true	true	WolfeSatisfied	287.3
26	26	0	-0.741901	1.000000	0.001082	10.854937	-0.003840	Main	true	true	WolfeSatisfied	287.5
27	27	0	-0.740821	1.000000	0.001078	10.354346	-0.003571	Main	true	true	WolfeSatisfied	279.2
28	28	0	-0.729512	1.000000	0.001063	8.910502	-0.002713	Main	true	true	WolfeSatisfied	284.1
29	29	0	-0.743408	1.000000	0.001128	10.441412	-0.004406	Main	true	true	WolfeSatisfied	332.7
30	30	0	-0.741874	1.000000	0.001075	24.669300	-0.003605	Main	true	true	WolfeSatisfied	283.1
31	31	0	-0.755726	1.000000	0.001046	11.749760	-0.004356	Main	true	true	WolfeSatisfied	279.4
32	32	0	-0.742151	1.000000	0.001160	17.824165	-0.004063	Main	true	true	WolfeSatisfied	278.1
33	33	0	-0.747698	1.000000	0.001264	34.057758	-0.000067	Main	true	true	WolfeSatisfied	320.2
34	34	0	-0.750311	1.000000	0.001199	16.486197	-0.001930	Main	true	true	WolfeSatisfied	385.9
35	35	0	-0.750203	1.000000	0.001288	10.139399	-0.004748	Main	true	true	WolfeSatisfied	342.5
36	36	0	-0.744236	1.000000	0.001134	13.334811	-0.002861	Main	true	true	WolfeSatisfied	306.4
37	37	0	-0.759628	1.000000	0.001175	14.542887	-0.003119	Main	true	true	WolfeSatisfied	276.9
38	38	0	-0.761859	1.000000	0.001151	10.721026	-0.003746	Main	true	true	WolfeSatisfied	276.7
39	39	0	-0.757264	1.000000	0.001154	12.589635	-0.001540	Main	true	true	WolfeSatisfied	285.4
40	40	0	-0.754200	1.000000	0.001136	12.589165	-0.002595	Main	true	true	WolfeSatisfied	317.0
41	41	0	-0.758512	1.000000	0.001051	13.164711	-0.003727	Main	true	true	WolfeSatisfied	300.5
42	42	0	-0.772515	1.000000	0.001139	20.463221	-0.002122	Main	true	true	WolfeSatisfied	288.9
43	43	0	-0.761140	1.000000	0.001183	12.566271	-0.001066	Main	true	true	WolfeSatisfied	283.4
44	44	0	-0.760806	1.000000	0.001118	8.768967	-0.004090	Main	true	true	WolfeSatisfied	280.7
45	45	0	-0.758271	1.000000	0.001125	13.567761	-0.002748	Main	true	true	WolfeSatisfied	306.4
46	46	0	-0.756151	1.000000	0.001053	13.601987	-0.003828	Main	true	true	WolfeSatisfied	296.1
47	47	0	-0.752397	1.000000	0.001102	15.877540	-0.002189	Main	true	true	WolfeSatisfied	281.8
48	48	0	-0.759702	1.000000	0.001170	10.588243	-0.002524	Main	true	true	WolfeSatisfied	286.9
49	49	0	-0.756280	1.000000	0.001047	11.710006	-0.002648	Main	true	true	WolfeSatisfied	283.1
50	50	0	-0.757872	1.000000	0.001070	11.192081	-0.003131	Main	true	true	WolfeSatisfied	284.8
51	51	0	-0.766520	1.000000	0.001084	9.873800	-0.004015	Main	true	true	WolfeSatisfied	279.2
52	52	0	-0.756079	1.000000	0.001032	9.608789	-0.003367	Main	true	true	WolfeSatisfied	276.9
53	53	0	-0.754198	1.000000	0.001118	12.728476	-0.001797	Main	true	true	WolfeSatisfied	281.3
54	54	0	-0.759866	1.000000	0.001115	18.364736	-0.002159	Main	true	true	WolfeSatisfied	283.8
55	55	0	-0.767252	1.000000	0.001199	8.748606	-0.003046	Main	true	true	WolfeSatisfied	288.3
56	56	0	-0.771254	1.000000	0.001116	9.498140	-0.002628	Main	true	true	WolfeSatisfied	284.5
57	57	0	-0.770198	1.000000	0.001095	13.175132	-0.002392	Main	true	true	WolfeSatisfied	291.2
58	58	0	-0.760833	1.000000	0.001045	10.811846	-0.002980	Main	true	true	WolfeSatisfied	299.4
59	59	0	-0.767494	1.000000	0.001313	10.933490	-0.000501	Main	true	true	WolfeSatisfied	289.7
60	60	0	-0.754603	1.000000	0.001093	8.444722	-0.002430	Main	true	true	WolfeSatisfied	280.6
61	61	0	-0.765745	1.000000	0.001105	7.385109	-0.003109	Main	true	true	WolfeSatisfied	295.9
62	62	0	-0.767436	1.000000	0.001072	8.531730	-0.002416	Main	true	true	WolfeSatisfied	282.1
63	63	0	-0.769239	1.000000	0.001138	6.823196	-0.003863	Main	true	true	WolfeSatisfied	291.4
64	64	0	-0.766542	1.000000	0.001093	7.426142	-0.002918	Main	true	true	WolfeSatisfied	283.8
65	65	0	-0.765929	1.000000	0.001130	8.081671	-0.004092	Main	true	true	WolfeSatisfied	284.1
66	66	0	-0.771647	1.000000	0.001054	7.752762	-0.003000	Main	true	true	WolfeSatisfied	289.7
67	67	0	-0.771372	1.000000	0.001069	9.494999	-0.001636	Main	true	true	WolfeSatisfied	388.2
68	68	0	-0.766335	1.000000	0.001052	8.802332	-0.003418	Main	true	true	WolfeSatisfied	437.7
69	69	0	-0.771118	1.000000	0.000992	10.274695	-0.002518	Main	true	true	WolfeSatisfied	306.6
70	70	0	-0.766875	1.000000	0.001132	12.796675	-0.002302	Main	true	true	WolfeSatisfied	404.0
71	71	0	-0.775300	1.000000	0.000988	10.683122	-0.003594	Main	true	true	WolfeSatisfied	359.9
72	72	0	-0.771721	1.000000	0.001126	13.617860	-0.002925	Main	true	true	WolfeSatisfied	295.0
73	73	0	-0.776244	1.000000	0.001293	12.421817	0.001817	Main	true	true	WolfeSatisfied	306.1
74	74	0	-0.770899	1.000000	0.001139	10.563830	-0.002959	Main	true	true	WolfeSatisfied	286.1
