1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.459027	2.000000	0.840478	384.3
1	-0.474947	2.000000	0.818346	178.9
2	-0.476927	1.000000	0.679211	189.6
3	-0.482843	1.000000	0.560345	183.2
4	-0.487426	1.000000	0.889628	188.9
5	-0.485863	0.500000	0.951598	185.2
6	-0.489215	0.500000	0.819579	185.7
7	-0.491754	0.500000	0.699302	197.3
8	-0.491251	0.250000	0.750713	309.1
9	-0.492894	0.250000	0.698523	215.9
10	-0.493570	0.250000	0.693856	230.2
11	-0.494889	0.125000	0.740566	182.8
12	-0.495275	0.062500	0.722125	304.1
