1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	0	-0.677927	5.000000	0.006456	1.000000	0.000347	Main	true	true	WolfeSatisfied	3049.4
1	1	0	-0.677574	5.000000	0.006542	2.573351	0.000963	Main	true	true	WolfeSatisfied	2032.8
2	2	1	-0.675706	1.664522	0.006610	6.731643	0.001185	Main	true	true	WolfeSatisfied	2347.3
3	3	0	-0.680323	5.000000	0.006156	5.565643	0.001270	Main	true	true	WolfeSatisfied	1555.4
4	4	1	-0.678996	1.657048	0.006012	14.469193	0.005610	Main	true	true	WolfeSatisfied	1924.0
5	5	1	-0.679105	1.678079	0.006320	12.955657	-0.002643	Main	true	true	WolfeSatisfied	1837.2
6	6	0	-0.676310	5.000000	0.006190	10.862837	0.003276	Main	true	true	WolfeSatisfied	1488.4
7	7	2	-0.678178	0.535915	0.006320	28.984129	-0.001207	Main	true	true	WolfeSatisfied	2376.1
8	8	1	-0.682725	1.681376	0.006396	8.528411	0.000703	Main	true	true	WolfeSatisfied	1508.3
9	9	1	-0.677516	1.639927	0.006127	8.261736	0.000391	Main	true	true	WolfeSatisfied	1451.2
10	10	0	-0.678917	5.000000	0.005999	6.632512	0.001255	Main	true	true	WolfeSatisfied	990.8
11	11	1	-0.681235	1.664551	0.006118	16.842544	-0.000004	Main	true	true	WolfeSatisfied	1670.1
12	12	1	-0.675764	1.632915	0.005777	15.237192	-0.004135	Main	true	true	WolfeSatisfied	2420.7
13	13	1	-0.682735	1.638989	0.006854	16.077659	0.008656	Main	true	true	WolfeSatisfied	2448.4
14	14	0	-0.679652	5.000000	0.006173	12.217740	-0.000925	Main	true	true	WolfeSatisfied	1554.2
15	15	1	-0.678050	1.649550	0.006797	29.630388	0.007419	Main	true	true	WolfeSatisfied	1806.2
16	16	1	-0.676252	1.632952	0.006179	23.480202	0.007958	Main	true	true	WolfeSatisfied	2185.1
17	17	1	-0.680578	1.618023	0.006172	21.616912	0.002573	Main	true	true	WolfeSatisfied	1935.1
18	18	1	-0.675290	1.646247	0.005822	19.440813	0.005148	Main	true	true	WolfeSatisfied	2028.9
19	19	1	-0.679074	1.721108	0.006039	16.846824	-0.005910	Main	true	true	WolfeSatisfied	1465.2
20	20	1	-0.679856	1.672877	0.005630	15.157945	0.000357	Main	true	true	WolfeSatisfied	1371.3
21	21	0	-0.680808	5.000000	0.006113	13.583276	0.003689	Main	true	true	WolfeSatisfied	881.4
22	22	2	-0.680863	0.528523	0.006281	34.819355	0.010594	Main	true	true	WolfeSatisfied	1820.8
23	23	0	-0.676071	5.000000	0.006015	9.984005	0.001042	Main	true	true	WolfeSatisfied	933.0
24	24	1	-0.682654	1.632532	0.006157	22.966940	0.003781	Main	true	true	WolfeSatisfied	1379.6
