1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.642624	42.000000	0.002980	1.000000	-0.000864	Main	true	true	WolfeSatisfied	450.8
1	1	1	-0.699959	0.592618	0.003083	61.800849	-0.002007	Main	true	true	WolfeSatisfied	292.7
2	2	0	-0.692078	2.000000	0.003175	23.820094	0.040555	Main	true	true	WolfeSatisfied	180.5
3	3	1	-0.740360	1.066936	0.001937	21.621384	-0.015853	Main	true	true	WolfeSatisfied	265.3
4	4	1	-0.728253	0.369899	0.001666	24.056388	-0.005297	Main	true	true	WolfeSatisfied	271.1
5	5	0	-0.755467	2.000000	0.002192	11.416872	0.006271	Main	true	true	WolfeSatisfied	184.5
6	6	0	-0.752914	2.000000	0.002680	9.485699	0.016578	Main	true	true	WolfeSatisfied	182.6
7	7	0	-0.764950	2.000000	0.002404	9.332124	0.015446	Main	true	true	WolfeSatisfied	181.4
8	8	0	-0.762054	2.000000	0.002151	10.743646	0.008800	Main	true	true	WolfeSatisfied	184.0
9	9	1	-0.786160	1.169761	0.001366	8.942649	0.000005	Main	true	true	WolfeSatisfied	278.4
10	10	0	-0.774782	2.000000	0.001781	8.348695	0.001771	Main	true	true	WolfeSatisfied	179.3
11	11	0	-0.788156	2.000000	0.001836	14.551914	0.003426	Main	true	true	WolfeSatisfied	210.4
12	12	0	-0.792927	2.000000	0.002251	10.908292	0.010561	Main	true	true	WolfeSatisfied	196.0
13	13	0	-0.779591	2.000000	0.002136	9.443504	0.009803	Main	true	true	WolfeSatisfied	188.4
14	14	0	-0.807348	2.000000	0.002457	7.613527	0.010450	Main	true	true	WolfeSatisfied	176.8
15	15	0	-0.799998	2.000000	0.002365	9.958560	0.011857	Main	true	true	WolfeSatisfied	178.6
16	16	0	-0.795097	2.000000	0.002415	11.095013	0.011658	Main	true	true	WolfeSatisfied	176.8
17	17	0	-0.816719	2.000000	0.001917	14.403874	0.011843	Main	true	true	WolfeSatisfied	177.0
18	18	0	-0.820388	2.000000	0.002111	13.019330	0.012525	Main	true	true	WolfeSatisfied	183.2
19	19	0	-0.813065	2.000000	0.002286	12.108711	0.011192	Main	true	true	WolfeSatisfied	178.4
20	20	0	-0.805117	2.000000	0.002211	8.228851	0.012172	Main	true	true	WolfeSatisfied	179.2
21	21	1	-0.810048	1.119225	0.001335	11.313166	0.000499	Main	true	true	WolfeSatisfied	274.6
22	22	0	-0.826010	2.000000	0.002122	5.610074	0.005888	Main	true	true	WolfeSatisfied	300.4
23	23	0	-0.820140	2.000000	0.002166	7.096900	0.009058	Main	true	true	WolfeSatisfied	214.6
24	24	0	-0.813819	2.000000	0.002087	6.958878	0.008770	Main	true	true	WolfeSatisfied	200.8
25	25	1	-0.813107	1.025334	0.000979	8.628659	-0.001358	Main	true	true	WolfeSatisfied	304.0
