1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.691856	21.000000	0.001392	1.000000	-0.000352	Main	true	true	WolfeSatisfied	651.1
1	1	0	-0.695479	1.000000	0.001205	19.166307	-0.007081	Main	true	true	WolfeSatisfied	227.6
2	2	0	-0.723888	1.000000	0.001227	15.749533	-0.008813	Main	true	true	WolfeSatisfied	289.4
3	3	0	-0.713687	1.000000	0.001213	22.137006	-0.006923	Main	true	true	WolfeSatisfied	234.5
4	4	0	-0.741509	1.000000	0.001348	25.073524	-0.005781	Main	true	true	WolfeSatisfied	225.3
5	5	0	-0.729068	1.000000	0.001139	18.217740	-0.006858	Main	true	true	WolfeSatisfied	225.7
6	6	0	-0.734305	1.000000	0.001175	13.673316	-0.006471	Main	true	true	WolfeSatisfied	225.6
7	7	0	-0.741133	1.000000	0.001158	13.410421	-0.005666	Main	true	true	WolfeSatisfied	232.5
8	8	0	-0.738506	1.000000	0.001157	13.026448	-0.003496	Main	true	true	WolfeSatisfied	228.4
9	9	0	-0.741464	1.000000	0.001054	12.445252	-0.005796	Main	true	true	WolfeSatisfied	233.0
10	10	0	-0.753438	1.000000	0.001344	23.624555	-0.002503	Main	true	true	WolfeSatisfied	226.7
11	11	0	-0.754213	1.000000	0.001190	10.728492	-0.005247	Main	true	true	WolfeSatisfied	227.9
12	12	0	-0.746999	1.000000	0.001139	10.586744	-0.005339	Main	true	true	WolfeSatisfied	231.0
13	13	0	-0.754161	1.000000	0.001127	12.045573	-0.003342	Main	true	true	WolfeSatisfied	240.7
14	14	0	-0.755444	1.000000	0.001131	10.047998	-0.004960	Main	true	true	WolfeSatisfied	235.3
15	15	0	-0.758180	1.000000	0.001183	17.073006	-0.006426	Main	true	true	WolfeSatisfied	232.3
16	16	0	-0.762538	1.000000	0.001166	15.143880	-0.003217	Main	true	true	WolfeSatisfied	229.6
17	17	0	-0.758762	1.000000	0.001042	15.633268	-0.004683	Main	true	true	WolfeSatisfied	241.9
18	18	0	-0.773225	1.000000	0.001218	23.643207	-0.002909	Main	true	true	WolfeSatisfied	228.5
19	19	0	-0.760616	1.000000	0.001154	15.903285	-0.004768	Main	true	true	WolfeSatisfied	226.6
20	20	0	-0.765877	1.000000	0.001148	9.108310	-0.005380	Main	true	true	WolfeSatisfied	230.7
21	21	0	-0.766638	1.000000	0.001090	13.175442	-0.004603	Main	true	true	WolfeSatisfied	226.5
22	22	0	-0.772480	1.000000	0.001183	16.680342	-0.002933	Main	true	true	WolfeSatisfied	227.6
23	23	0	-0.777887	1.000000	0.001034	18.480572	-0.003513	Main	true	true	WolfeSatisfied	228.2
24	24	0	-0.779246	1.000000	0.001158	13.967489	-0.002691	Main	true	true	WolfeSatisfied	228.9
25	25	0	-0.786287	1.000000	0.001160	11.136191	-0.003920	Main	true	true	WolfeSatisfied	230.1
26	26	0	-0.776265	1.000000	0.001086	15.744747	-0.003548	Main	true	true	WolfeSatisfied	229.0
27	27	0	-0.783665	1.000000	0.000982	18.833521	-0.004274	Main	true	true	WolfeSatisfied	228.9
28	28	0	-0.780380	1.000000	0.001079	19.935033	-0.004788	Main	true	true	WolfeSatisfied	231.8
29	29	0	-0.780815	1.000000	0.001133	11.522066	-0.005731	Main	true	true	WolfeSatisfied	234.8
30	30	0	-0.785327	1.000000	0.001172	15.796994	-0.003569	Main	true	true	WolfeSatisfied	226.7
31	31	0	-0.784802	1.000000	0.001163	9.118826	-0.003914	Main	true	true	WolfeSatisfied	226.4
32	32	0	-0.792195	1.000000	0.001079	14.711018	-0.003745	Main	true	true	WolfeSatisfied	228.6
33	33	0	-0.782666	1.000000	0.001078	9.026878	-0.002241	Main	true	true	WolfeSatisfied	228.7
34	34	0	-0.786657	1.000000	0.001108	8.329873	-0.004184	Main	true	true	WolfeSatisfied	227.4
35	35	0	-0.790521	1.000000	0.001103	21.628460	-0.002624	Main	true	true	WolfeSatisfied	229.2
36	36	0	-0.789207	1.000000	0.001235	11.815417	-0.002774	Main	true	true	WolfeSatisfied	226.3
37	37	0	-0.788704	1.000000	0.001161	15.272868	-0.003389	Main	true	true	WolfeSatisfied	228.7
38	38	0	-0.801436	1.000000	0.001074	11.155718	-0.003265	Main	true	true	WolfeSatisfied	229.5
39	39	0	-0.802662	1.000000	0.001093	9.716115	-0.005288	Main	true	true	WolfeSatisfied	227.2
40	40	0	-0.799971	1.000000	0.000995	9.980743	-0.001648	Main	true	true	WolfeSatisfied	225.6
41	41	0	-0.801871	1.000000	0.001181	11.636859	-0.002187	Main	true	true	WolfeSatisfied	229.4
42	42	0	-0.795629	1.000000	0.001113	8.523692	-0.003689	Main	true	true	WolfeSatisfied	229.7
43	43	0	-0.793352	1.000000	0.001150	13.628168	-0.004160	Main	true	true	WolfeSatisfied	228.6
44	44	0	-0.809169	1.000000	0.001123	8.331160	-0.003847	Main	true	true	WolfeSatisfied	227.2
45	45	0	-0.807989	1.000000	0.001071	13.168621	-0.003745	Main	true	true	WolfeSatisfied	231.4
46	46	0	-0.797089	1.000000	0.001115	10.602847	-0.003513	Main	true	true	WolfeSatisfied	228.6
47	47	0	-0.796643	1.000000	0.001066	15.714300	-0.000630	Main	true	true	WolfeSatisfied	229.9
48	48	0	-0.800019	1.000000	0.001155	25.140431	-0.002468	Main	true	true	WolfeSatisfied	232.0
49	49	0	-0.801753	1.000000	0.001067	13.894126	-0.003916	Main	true	true	WolfeSatisfied	229.5
50	50	0	-0.799551	1.000000	0.001025	8.849520	-0.003218	Main	true	true	WolfeSatisfied	228.9
51	51	0	-0.797365	1.000000	0.001015	7.305690	-0.003797	Main	true	true	WolfeSatisfied	229.3
52	52	0	-0.810682	1.000000	0.001022	16.540693	-0.003918	Main	true	true	WolfeSatisfied	229.3
53	53	0	-0.796620	1.000000	0.001119	8.565428	-0.003896	Main	true	true	WolfeSatisfied	228.1
54	54	0	-0.794686	1.000000	0.001005	7.324270	-0.003216	Main	true	true	WolfeSatisfied	226.2
55	55	0	-0.798066	1.000000	0.001138	8.481215	-0.002339	Main	true	true	WolfeSatisfied	226.4
56	56	0	-0.801087	1.000000	0.001003	14.776225	-0.003233	Main	true	true	WolfeSatisfied	233.8
57	57	0	-0.805928	1.000000	0.001028	7.234932	-0.003138	Main	true	true	WolfeSatisfied	228.9
58	58	0	-0.815266	1.000000	0.001128	10.344041	-0.002676	Main	true	true	WolfeSatisfied	230.8
59	59	0	-0.790591	1.000000	0.001074	8.596605	-0.003799	Main	true	true	WolfeSatisfied	232.2
60	60	0	-0.810847	1.000000	0.001243	14.147426	-0.000822	Main	true	true	WolfeSatisfied	227.9
61	61	0	-0.802229	1.000000	0.001116	12.487960	-0.002433	Main	true	true	WolfeSatisfied	241.9
62	62	0	-0.811079	1.000000	0.001004	15.757883	-0.002882	Main	true	true	WolfeSatisfied	228.6
63	63	0	-0.806511	1.000000	0.001041	9.949081	-0.002208	Main	true	true	WolfeSatisfied	230.4
64	64	0	-0.806917	1.000000	0.001242	10.646843	-0.001929	Main	true	true	WolfeSatisfied	228.6
65	65	0	-0.805319	1.000000	0.001015	8.254069	-0.002353	Main	true	true	WolfeSatisfied	229.3
66	66	0	-0.817026	1.000000	0.000967	7.056098	-0.003900	Main	true	true	WolfeSatisfied	231.9
67	67	0	-0.810170	1.000000	0.001113	10.757114	-0.004960	Main	true	true	WolfeSatisfied	230.6
68	68	0	-0.808340	1.000000	0.001069	15.020952	-0.004379	Main	true	true	WolfeSatisfied	230.8
69	69	0	-0.808996	1.000000	0.001125	10.487087	-0.002138	Main	true	true	WolfeSatisfied	233.0
70	70	0	-0.809538	1.000000	0.001076	8.375107	-0.004613	Main	true	true	WolfeSatisfied	233.2
71	71	0	-0.812947	1.000000	0.001075	8.592916	-0.002576	Main	true	true	WolfeSatisfied	230.1
72	72	0	-0.809916	1.000000	0.001053	8.558591	-0.003479	Main	true	true	WolfeSatisfied	230.1
73	73	0	-0.818057	1.000000	0.001052	8.604571	-0.002407	Main	true	true	WolfeSatisfied	228.7
74	74	0	-0.806378	1.000000	0.001066	9.087112	-0.003836	Main	true	true	WolfeSatisfied	227.9
