1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	2	-0.666556	21.000000	0.001475	1.000000	-0.001102	Main	true	true	WolfeSatisfied	718.5
1	1	1	-0.673324	0.500558	0.001394	42.588903	0.000417	Main	true	true	WolfeSatisfied	374.3
2	2	0	-0.684715	1.000000	0.001198	13.166405	-0.006006	Main	true	true	WolfeSatisfied	261.3
3	3	0	-0.689375	1.000000	0.001149	14.101751	-0.006708	Main	true	true	WolfeSatisfied	249.1
4	4	0	-0.682769	1.000000	0.001200	22.699570	-0.004786	Main	true	true	WolfeSatisfied	258.9
5	5	0	-0.691630	1.000000	0.001150	16.507518	-0.005122	Main	true	true	WolfeSatisfied	248.3
6	6	0	-0.707195	1.000000	0.001081	10.293020	-0.006567	Main	true	true	WolfeSatisfied	259.5
7	7	0	-0.714313	1.000000	0.001195	17.707185	-0.007296	Main	true	true	WolfeSatisfied	313.8
8	8	0	-0.708680	1.000000	0.001103	15.370470	-0.004532	Main	true	true	WolfeSatisfied	325.4
9	9	0	-0.717616	1.000000	0.001155	23.598622	-0.004923	Main	true	true	WolfeSatisfied	366.7
10	10	0	-0.718463	1.000000	0.001124	17.142312	-0.005684	Main	true	true	WolfeSatisfied	283.6
11	11	0	-0.718821	1.000000	0.001105	15.020629	-0.004221	Main	true	true	WolfeSatisfied	291.9
12	12	0	-0.724317	1.000000	0.001146	9.280019	-0.006314	Main	true	true	WolfeSatisfied	267.2
13	13	0	-0.717282	1.000000	0.000998	9.742684	-0.005029	Main	true	true	WolfeSatisfied	278.6
14	14	0	-0.726769	1.000000	0.001100	18.223175	-0.005193	Main	true	true	WolfeSatisfied	277.6
15	15	0	-0.732353	1.000000	0.001171	20.737681	-0.005370	Main	true	true	WolfeSatisfied	296.6
16	16	0	-0.736925	1.000000	0.001095	11.068521	-0.004058	Main	true	true	WolfeSatisfied	272.6
17	17	0	-0.737914	1.000000	0.001097	17.189728	-0.005698	Main	true	true	WolfeSatisfied	271.2
18	18	0	-0.730620	1.000000	0.000970	11.709909	-0.004337	Main	true	true	WolfeSatisfied	259.9
19	19	0	-0.733315	1.000000	0.001046	18.514438	-0.005485	Main	true	true	WolfeSatisfied	244.4
20	20	0	-0.737390	1.000000	0.000995	21.434543	-0.003170	Main	true	true	WolfeSatisfied	262.9
21	21	0	-0.743258	1.000000	0.000965	10.857316	-0.004248	Main	true	true	WolfeSatisfied	260.8
22	22	0	-0.746200	1.000000	0.000883	9.684958	-0.004785	Main	true	true	WolfeSatisfied	275.3
23	23	0	-0.742032	1.000000	0.001065	12.752043	-0.003403	Main	true	true	WolfeSatisfied	255.2
24	24	0	-0.753179	1.000000	0.001013	11.021253	-0.004945	Main	true	true	WolfeSatisfied	259.0
25	25	0	-0.752081	1.000000	0.001088	10.921087	-0.004665	Main	true	true	WolfeSatisfied	261.2
26	26	0	-0.745130	1.000000	0.001046	9.425546	-0.004331	Main	true	true	WolfeSatisfied	259.8
27	27	0	-0.751124	1.000000	0.000969	10.264057	-0.003940	Main	true	true	WolfeSatisfied	252.2
28	28	0	-0.744307	1.000000	0.001074	12.761174	-0.005049	Main	true	true	WolfeSatisfied	268.0
29	29	0	-0.754178	1.000000	0.001066	9.867185	-0.004242	Main	true	true	WolfeSatisfied	258.5
30	30	0	-0.750175	1.000000	0.001100	16.615090	-0.003627	Main	true	true	WolfeSatisfied	252.8
31	31	0	-0.759424	1.000000	0.001006	7.899005	-0.004614	Main	true	true	WolfeSatisfied	257.9
32	32	0	-0.751195	1.000000	0.001017	10.752106	-0.002539	Main	true	true	WolfeSatisfied	262.4
33	33	0	-0.755510	1.000000	0.001086	11.092552	-0.003200	Main	true	true	WolfeSatisfied	252.2
34	34	0	-0.757475	1.000000	0.001073	10.927925	-0.003008	Main	true	true	WolfeSatisfied	259.2
35	35	0	-0.764000	1.000000	0.001053	9.720090	-0.003468	Main	true	true	WolfeSatisfied	247.6
36	36	0	-0.755387	1.000000	0.001129	8.853954	-0.005463	Main	true	true	WolfeSatisfied	265.9
37	37	0	-0.772563	1.000000	0.001072	16.906478	-0.003443	Main	true	true	WolfeSatisfied	268.8
38	38	0	-0.774696	1.000000	0.001022	10.619585	-0.003831	Main	true	true	WolfeSatisfied	252.5
39	39	0	-0.768552	1.000000	0.001028	10.912638	-0.003730	Main	true	true	WolfeSatisfied	262.2
40	40	0	-0.764078	1.000000	0.000989	8.188838	-0.003426	Main	true	true	WolfeSatisfied	256.3
41	41	0	-0.765796	1.000000	0.000943	15.029545	-0.001607	Main	true	true	WolfeSatisfied	255.2
42	42	0	-0.780193	1.000000	0.001088	10.250970	-0.002237	Main	true	true	WolfeSatisfied	249.3
43	43	0	-0.772660	1.000000	0.001035	9.323179	-0.003372	Main	true	true	WolfeSatisfied	253.1
44	44	0	-0.772373	1.000000	0.000966	7.740435	-0.003289	Main	true	true	WolfeSatisfied	245.9
45	45	0	-0.764196	1.000000	0.001031	7.872136	-0.003542	Main	true	true	WolfeSatisfied	251.7
46	46	0	-0.757197	1.000000	0.000985	7.371668	-0.003753	Main	true	true	WolfeSatisfied	245.2
47	47	0	-0.765572	1.000000	0.001252	7.458282	-0.001024	Main	true	true	WolfeSatisfied	254.3
48	48	0	-0.758441	1.000000	0.001020	7.013757	-0.003070	Main	true	true	WolfeSatisfied	249.2
49	49	0	-0.767267	1.000000	0.001034	8.893901	-0.002922	Main	true	true	WolfeSatisfied	253.4
50	50	0	-0.763131	1.000000	0.001111	7.631751	-0.003904	Main	true	true	WolfeSatisfied	248.7
51	51	0	-0.766920	1.000000	0.001034	8.688741	-0.003430	Main	true	true	WolfeSatisfied	254.1
52	52	0	-0.765170	1.000000	0.001043	11.747688	-0.002282	Main	true	true	WolfeSatisfied	251.4
53	53	0	-0.757366	1.000000	0.001005	8.706327	-0.003347	Main	true	true	WolfeSatisfied	250.7
54	54	0	-0.762686	1.000000	0.001027	10.911102	-0.003255	Main	true	true	WolfeSatisfied	278.8
55	55	0	-0.773190	1.000000	0.000978	11.334803	-0.002452	Main	true	true	WolfeSatisfied	258.9
56	56	0	-0.773650	1.000000	0.000998	7.885126	-0.003104	Main	true	true	WolfeSatisfied	248.8
57	57	0	-0.777150	1.000000	0.001008	7.158798	-0.003285	Main	true	true	WolfeSatisfied	253.0
58	58	0	-0.761434	1.000000	0.000942	7.807418	-0.002897	Main	true	true	WolfeSatisfied	253.9
59	59	0	-0.772844	1.000000	0.001171	13.783603	-0.004133	Main	true	true	WolfeSatisfied	255.1
60	60	0	-0.764847	1.000000	0.000942	6.598843	-0.002926	Main	true	true	WolfeSatisfied	328.5
61	61	0	-0.778330	1.000000	0.000997	10.372453	-0.003422	Main	true	true	WolfeSatisfied	348.8
62	62	0	-0.775522	1.000000	0.000949	9.000958	-0.002903	Main	true	true	WolfeSatisfied	274.2
63	63	0	-0.774767	1.000000	0.001141	7.336863	-0.003748	Main	true	true	WolfeSatisfied	284.3
64	64	0	-0.774836	1.000000	0.001022	7.092167	-0.003414	Main	true	true	WolfeSatisfied	310.0
65	65	0	-0.778788	1.000000	0.000984	8.640067	-0.001624	Main	true	true	WolfeSatisfied	258.0
66	66	0	-0.782271	1.000000	0.001048	9.072148	-0.003809	Main	true	true	WolfeSatisfied	275.0
