1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.508624	0.000000	9.148880	0.009308	1105.7
1	-0.528743	0.000000	9.148880	0.014933	4.5
2	-0.548409	0.000000	9.148880	0.014110	4.5
3	-0.561961	0.962064	8.748107	0.008778	7.2
4	-0.526296	0.199404	9.062825	0.013481	6.8
5	-0.542169	1.153291	8.672593	0.023321	7.1
6	-0.532501	0.239374	9.045770	0.016779	7.5
7	-0.557527	0.000000	9.148880	0.016343	7.8
8	-0.523776	0.000000	9.148880	0.010876	9.3
9	-0.552467	0.059239	9.123145	0.014644	6.5
10	-0.513256	1.059229	8.709574	0.012836	6.8
11	-0.548019	2.059229	8.331869	0.020848	3.9
12	-0.529093	1.145522	8.675636	0.018449	5.1
13	-0.549780	0.235498	9.047421	0.011019	4.1
14	-0.530816	1.226055	8.644201	0.011476	5.3
15	-0.543623	1.589781	8.505017	0.012952	4.4
16	-0.535257	2.589678	8.144515	0.013863	5.3
17	-0.553114	2.897667	8.039550	0.020348	5.2
18	-0.508823	3.897666	7.716646	0.016033	4.2
19	-0.530536	3.139948	7.958861	0.012218	5.1
20	-0.506132	2.400883	8.210223	0.009106	5.7
21	-0.555983	3.400740	7.873797	0.015627	3.9
22	-0.551700	2.492095	8.178346	0.011286	6.7
23	-0.521891	3.491157	7.844729	0.014808	5.4
24	-0.552819	3.564693	7.821245	0.018589	3.9
25	-0.528775	4.546469	7.520667	0.015720	6.3
26	-0.494639	4.082290	7.659846	0.008895	5.9
27	-0.531709	4.385256	7.568428	0.009739	4.0
28	-0.542972	5.384516	7.281789	0.017281	6.0
29	-0.544659	4.470605	7.543067	0.012720	5.0
30	-0.513982	3.556688	7.823795	0.015225	4.0
31	-0.536149	4.556686	7.517660	0.015240	4.6
32	-0.531554	5.556476	7.234638	0.018965	5.9
33	-0.541845	4.642558	7.492485	0.013208	3.9
34	-0.514560	5.642356	7.211317	0.015447	5.0
35	-0.553941	6.642338	6.950442	0.011379	6.4
36	-0.561394	7.642337	6.707780	0.018144	4.9
37	-0.540224	8.642334	6.481490	0.012539	5.3
38	-0.528308	7.732924	6.686632	0.014897	6.1
39	-0.531254	6.819006	6.906303	0.016729	4.0
40	-0.540263	7.819006	6.666659	0.014015	5.3
41	-0.543403	6.905089	6.884998	0.023657	6.2
42	-0.569834	7.905089	6.646805	0.013252	4.3
43	-0.520693	8.905089	6.424541	0.010453	4.9
44	-0.539825	7.991172	6.627068	0.006930	6.9
45	-0.528515	8.991022	6.406133	0.012994	4.3
46	-0.517302	9.985328	6.200563	0.019576	4.5
47	-0.525484	9.071411	6.389008	0.021144	6.2
48	-0.518520	8.157493	6.589266	0.016869	3.8
49	-0.551277	7.243576	6.802484	0.015859	5.1
50	-0.521956	6.329659	7.029963	0.006394	4.7
51	-0.569086	7.249477	6.801063	0.013972	4.2
52	-0.566303	8.247310	6.569031	0.019095	5.1
53	-0.545231	7.370269	6.772106	0.019130	4.0
54	-0.561461	8.370269	6.541530	0.013306	7.4
55	-0.508273	8.958603	6.413065	0.014531	6.1
56	-0.525755	9.177868	6.366470	0.016811	6.1
57	-0.536817	8.264646	6.565139	0.013925	4.2
58	-0.544950	7.350729	6.776774	0.013458	5.2
59	-0.525968	8.344443	6.547287	0.008765	4.7
60	-0.530801	7.431445	6.757535	0.011859	5.1
61	-0.524831	6.517555	6.981961	0.017528	5.1
62	-0.536001	7.517555	6.737130	0.018807	4.8
63	-0.545916	6.606559	6.959451	0.015624	4.8
64	-0.522402	5.692642	7.197732	0.014684	5.7
65	-0.531639	5.149839	7.347138	0.022578	4.6
66	-0.525320	6.149839	7.076524	0.013608	5.6
67	-0.516179	7.149839	6.825136	0.008339	4.8
68	-0.579209	8.148556	6.591287	0.013205	4.0
69	-0.556751	8.993060	6.405698	0.011601	4.7
70	-0.523372	8.783382	6.450795	0.014873	5.1
71	-0.516322	9.779430	6.242042	0.011896	3.9
72	-0.523199	10.637281	6.072787	0.015213	5.5
73	-0.554364	9.723538	6.253397	0.015284	6.1
74	-0.505889	10.723538	6.056275	0.014704	3.9
75	-0.523209	9.809621	6.235925	0.019945	6.2
76	-0.571060	8.895704	6.426558	0.020539	7.2
77	-0.555258	9.895704	6.218550	0.014635	8.5
78	-0.564162	8.981787	6.408106	0.015732	15.2
79	-0.536193	9.977190	6.202192	0.013253	8.0
80	-0.551810	10.977180	6.008237	0.009555	8.3
81	-0.504195	11.970568	5.827212	0.011698	6.9
82	-0.541612	12.970568	5.655675	0.008789	6.2
83	-0.539845	13.970541	5.493952	0.012601	11.0
84	-0.562474	14.969756	5.341334	0.017423	9.9
85	-0.508272	15.969415	5.196904	0.014998	5.8
86	-0.595054	15.055498	5.328632	0.017299	5.2
87	-0.531773	14.141581	5.467212	0.009045	3.9
88	-0.526159	13.227664	5.613193	0.027340	4.6
89	-0.525625	12.313747	5.767183	0.008746	3.9
90	-0.568752	11.399829	5.929861	0.015137	4.5
91	-0.534330	10.487074	6.101757	0.019850	4.5
92	-0.541653	9.575546	6.283665	0.019984	4.0
93	-0.540384	8.661629	6.477274	0.031219	4.6
94	-0.514398	7.747711	6.683192	0.010608	3.8
95	-0.555488	8.747711	6.458530	0.010854	5.5
96	-0.511891	7.835964	6.662738	0.010889	7.2
97	-0.526328	8.835850	6.439451	0.025723	5.5
98	-0.549133	8.163817	6.587837	0.013999	6.3
99	-0.520956	9.163817	6.369435	0.010730	5.9
100	-0.539487	10.163804	6.165052	0.016084	6.1
101	-0.551067	9.249886	6.351312	0.012138	6.0
102	-0.540317	8.660533	6.477513	0.011191	5.5
103	-0.543692	7.747247	6.683300	0.011703	6.5
104	-0.526834	6.833330	6.902749	0.017486	7.4
105	-0.539598	7.818423	6.666794	0.014029	8.1
106	-0.552504	6.905142	6.884985	0.023779	6.0
107	-0.535965	7.746023	6.683585	0.008788	8.4
108	-0.530784	8.746023	6.458896	0.010796	7.7
109	-0.565883	9.745385	6.248953	0.012125	5.6
110	-0.543593	10.706023	6.059621	0.018653	4.0
111	-0.537241	11.706023	5.874345	0.017700	7.4
112	-0.529056	12.705412	5.700167	0.024639	4.3
113	-0.555341	11.791495	5.859034	0.011500	4.0
114	-0.535715	11.553527	5.901864	0.013994	4.1
115	-0.548669	10.639611	6.072340	0.018442	3.8
116	-0.513504	9.726093	6.252877	0.018894	3.9
117	-0.522631	8.814265	6.444113	0.009766	4.1
118	-0.544513	7.900368	6.647891	0.013123	3.8
119	-0.533950	6.986541	6.864960	0.013028	4.3
120	-0.559517	6.075810	7.095872	0.021259	3.8
121	-0.529943	5.161919	7.343746	0.008446	4.1
122	-0.530958	6.148942	7.076758	0.016456	4.5
123	-0.539700	7.070910	6.844327	0.009405	3.9
124	-0.549898	6.156994	7.074659	0.011091	4.6
125	-0.535335	7.156988	6.823403	0.014337	4.4
126	-0.514142	8.156793	6.589424	0.020454	3.8
127	-0.532904	7.242876	6.802653	0.014467	4.3
128	-0.547251	8.242834	6.570036	0.015877	4.0
129	-0.500440	9.242834	6.352794	0.009878	4.3
130	-0.525604	9.095336	6.383929	0.024477	4.3
131	-0.521212	10.095336	6.178627	0.015011	3.8
132	-0.546619	11.089590	5.987190	0.012291	3.8
133	-0.535812	10.175673	6.162705	0.010071	3.8
