1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.403141	2.000000	0.953267	920.5
1	-0.398943	2.000000	1.142385	260.2
2	-0.399354	1.000000	1.360371	221.3
3	-0.398090	1.000000	1.102861	224.2
4	-0.395020	0.500000	1.574282	212.9
5	-0.398033	0.500000	0.956292	211.5
6	-0.398206	0.500000	1.196802	238.0
7	-0.398518	0.250000	1.445582	214.8
8	-0.399806	0.250000	0.496874	218.9
9	-0.400626	0.250000	0.828701	214.0
10	-0.401871	0.250000	1.628251	213.1
11	-0.402792	0.250000	1.346186	226.7
12	-0.404089	0.250000	1.814933	214.6
13	-0.405014	0.125000	1.587941	218.7
14	-0.405248	0.062500	1.543358	237.4
