1:ItNr	1a:SrchDirNr	1b:LineItNr	2:Metric	3:StepLength	4a:||Gradient||	4b:||SearchDir||	4c:DirGradient	5:Phase	6a:Wolfe1	6b:Wolfe2	7:LinSrchStopCondition	Time[ms]
0	0	1	-0.667458	3.510547	0.002175	1.000000	-0.000764	Main	true	true	WolfeSatisfied	645.5
1	1	0	-0.659749	1.000000	0.001916	5.436490	-0.004516	Main	true	true	WolfeSatisfied	253.1
2	2	1	-0.697470	5.000000	0.002610	12.164429	0.007447	Main	true	true	WolfeSatisfied	399.1
3	3	0	-0.682621	1.000000	0.002166	39.057957	0.015064	Main	true	true	WolfeSatisfied	263.9
4	4	0	-0.703925	1.000000	0.002104	22.458550	-0.003535	Main	true	true	WolfeSatisfied	271.6
5	5	0	-0.706777	1.000000	0.002542	19.530719	0.005741	Main	true	true	WolfeSatisfied	286.7
6	6	0	-0.719222	1.000000	0.002142	13.858961	0.000268	Main	true	true	WolfeSatisfied	262.9
7	7	0	-0.709810	1.000000	0.002056	6.539679	-0.003189	Main	true	true	WolfeSatisfied	261.4
8	8	0	-0.716109	1.000000	0.002526	9.553653	-0.000307	Main	true	true	WolfeSatisfied	260.8
9	9	0	-0.716371	1.000000	0.002195	5.279017	-0.001803	Main	true	true	WolfeSatisfied	264.7
10	10	0	-0.716432	1.000000	0.002317	6.261049	-0.003175	Main	true	true	WolfeSatisfied	295.9
11	11	0	-0.721541	1.000000	0.002722	12.750036	-0.002298	Main	true	true	WolfeSatisfied	345.6
12	12	0	-0.717103	1.000000	0.002626	7.307013	-0.000465	Main	true	true	WolfeSatisfied	300.5
13	13	0	-0.713265	1.000000	0.002234	6.252815	0.000231	Main	true	true	WolfeSatisfied	327.3
14	14	0	-0.723694	1.000000	0.002246	5.863720	-0.000814	Main	true	true	WolfeSatisfied	432.6
15	15	0	-0.724885	1.000000	0.002193	11.463915	-0.002376	Main	true	true	WolfeSatisfied	274.4
16	16	0	-0.733811	1.000000	0.002311	8.747175	-0.001442	Main	true	true	WolfeSatisfied	330.2
